instituteDesc,occupancy,occupancyDate,occupancyAvg,occupancyAvgLastYear,gOccupancy,gOccupancyAvg,gOccupancyAvgLastYear
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
שמואל הרופא,75,2022-04-27T00:00:00.000Z,88.5,77.4,75.4,79.3,75.5
שמואל הרופא,75,2022-04-27T00:00:00.000Z,86.1,80.6,75.4,78.3,76.5
שמואל הרופא,75,2022-04-27T00:00:00.000Z,83.7,83.7,75.4,77.7,77.7
שמואל הרופא,75,2022-04-27T00:00:00.000Z,82.1,87.7,75.4,77,79.2
שמואל הרופא,75,2022-04-27T00:00:00.000Z,80.6,90.9,75.4,76.7,80.7
שמואל הרופא,75,2022-04-27T00:00:00.000Z,78.2,95.6,75.4,76.2,82.8
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75.4,100.4,75.4,75.5,84.8
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
שמואל הרופא,75,2022-04-27T00:00:00.000Z,75,102.8,75.4,75.4,85.6
