day_date,age_group,death_amount_vaccinated,death_amount_expired,death_amount_not_vaccinated,death_vaccinated_normalized,death_expired_normalized,death_not_vaccinated_normalized
2021-03-26T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-03-26T00:00:00.000Z,כלל האוכלוסיה,1,0,7,0,,0.2
2021-03-27T00:00:00.000Z,מעל גיל 60,0,0,4,0,,1.9
2021-03-27T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-03-27T00:00:00.000Z,כלל האוכלוסיה,0,0,5,0,,0.1
2021-03-28T00:00:00.000Z,כלל האוכלוסיה,1,0,11,0,,0.3
2021-03-28T00:00:00.000Z,מעל גיל 60,1,0,10,0.1,,4.6
2021-03-28T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-03-29T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-03-29T00:00:00.000Z,מעל גיל 60,0,0,10,0,,4.7
2021-03-29T00:00:00.000Z,כלל האוכלוסיה,0,0,10,0,,0.2
2021-03-30T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-03-30T00:00:00.000Z,מעל גיל 60,0,0,11,0,,5.2
2021-03-30T00:00:00.000Z,כלל האוכלוסיה,0,0,11,0,,0.3
2021-03-31T00:00:00.000Z,כלל האוכלוסיה,2,0,9,0,,0.2
2021-03-31T00:00:00.000Z,מעל גיל 60,2,0,8,0.2,,3.8
2021-03-31T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-01T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-01T00:00:00.000Z,כלל האוכלוסיה,0,0,6,0,,0.1
2021-04-01T00:00:00.000Z,מעל גיל 60,0,0,6,0,,2.9
2021-04-02T00:00:00.000Z,מתחת לגיל 60,0,0,3,0,,0.1
2021-04-02T00:00:00.000Z,מעל גיל 60,1,0,7,0.1,,3.3
2021-04-02T00:00:00.000Z,כלל האוכלוסיה,1,0,10,0,,0.2
2021-04-03T00:00:00.000Z,מתחת לגיל 60,0,0,3,0,,0.1
2021-04-03T00:00:00.000Z,מעל גיל 60,0,0,3,0,,1.4
2021-04-03T00:00:00.000Z,כלל האוכלוסיה,0,0,6,0,,0.1
2021-04-04T00:00:00.000Z,מעל גיל 60,2,0,4,0.2,,1.9
2021-04-04T00:00:00.000Z,כלל האוכלוסיה,2,0,5,0,,0.1
2021-04-04T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-05T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-05T00:00:00.000Z,כלל האוכלוסיה,2,0,3,0,,0.1
2021-04-05T00:00:00.000Z,מעל גיל 60,2,0,3,0.2,,1.5
2021-04-06T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-06T00:00:00.000Z,מעל גיל 60,0,0,7,0,,3.4
2021-04-06T00:00:00.000Z,כלל האוכלוסיה,0,0,7,0,,0.2
2021-04-07T00:00:00.000Z,כלל האוכלוסיה,0,0,6,0,,0.1
2021-04-07T00:00:00.000Z,מעל גיל 60,0,0,6,0,,2.9
2021-04-07T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-08T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-08T00:00:00.000Z,כלל האוכלוסיה,3,0,6,0.1,,0.1
2021-04-08T00:00:00.000Z,מעל גיל 60,3,0,5,0.2,,2.5
2021-04-09T00:00:00.000Z,כלל האוכלוסיה,1,0,7,0,,0.2
2021-04-09T00:00:00.000Z,מתחת לגיל 60,0,0,4,0,,0.1
2021-04-09T00:00:00.000Z,מעל גיל 60,1,0,3,0.1,,1.5
2021-04-10T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-10T00:00:00.000Z,מעל גיל 60,2,0,4,0.2,,2
2021-04-10T00:00:00.000Z,כלל האוכלוסיה,2,0,5,0,,0.1
2021-04-11T00:00:00.000Z,מעל גיל 60,0,0,3,0,,1.5
2021-04-11T00:00:00.000Z,כלל האוכלוסיה,0,0,4,0,,0.1
2021-04-11T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-12T00:00:00.000Z,כלל האוכלוסיה,1,0,2,0,,0
2021-04-12T00:00:00.000Z,מתחת לגיל 60,1,0,1,0,,0
2021-04-12T00:00:00.000Z,מעל גיל 60,0,0,1,0,,0.5
2021-04-13T00:00:00.000Z,כלל האוכלוסיה,2,0,8,0,,0.2
2021-04-13T00:00:00.000Z,מעל גיל 60,1,0,7,0.1,,3.5
2021-04-13T00:00:00.000Z,מתחת לגיל 60,1,0,1,0,,0
2021-04-14T00:00:00.000Z,כלל האוכלוסיה,0,0,2,0,,0
2021-04-14T00:00:00.000Z,מעל גיל 60,0,0,2,0,,1
2021-04-14T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-15T00:00:00.000Z,מעל גיל 60,1,0,1,0.1,,0.5
2021-04-15T00:00:00.000Z,כלל האוכלוסיה,1,0,2,0,,0
2021-04-15T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-16T00:00:00.000Z,מעל גיל 60,1,0,1,0.1,,0.5
2021-04-16T00:00:00.000Z,כלל האוכלוסיה,1,0,2,0,,0
2021-04-16T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-17T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-17T00:00:00.000Z,מעל גיל 60,2,0,4,0.2,,2
2021-04-17T00:00:00.000Z,כלל האוכלוסיה,2,0,5,0,,0.1
2021-04-18T00:00:00.000Z,מעל גיל 60,0,0,2,0,,1
2021-04-18T00:00:00.000Z,מתחת לגיל 60,1,0,1,0,,0
2021-04-18T00:00:00.000Z,כלל האוכלוסיה,1,0,3,0,,0.1
2021-04-19T00:00:00.000Z,מעל גיל 60,2,0,1,0.2,,0.5
2021-04-19T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-19T00:00:00.000Z,כלל האוכלוסיה,2,0,1,0,,0
2021-04-20T00:00:00.000Z,מעל גיל 60,0,0,3,0,,1.5
2021-04-20T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-20T00:00:00.000Z,כלל האוכלוסיה,0,0,4,0,,0.1
2021-04-21T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-21T00:00:00.000Z,מעל גיל 60,0,0,1,0,,0.5
2021-04-21T00:00:00.000Z,כלל האוכלוסיה,0,0,1,0,,0
2021-04-22T00:00:00.000Z,מתחת לגיל 60,0,0,1,0,,0
2021-04-22T00:00:00.000Z,מעל גיל 60,0,0,1,0,,0.5
2021-04-22T00:00:00.000Z,כלל האוכלוסיה,0,0,2,0,,0
2021-04-23T00:00:00.000Z,כלל האוכלוסיה,1,0,3,0,,0.1
2021-04-23T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-23T00:00:00.000Z,מעל גיל 60,1,0,3,0.1,,1.6
2021-04-24T00:00:00.000Z,כלל האוכלוסיה,2,0,2,0,,0
2021-04-24T00:00:00.000Z,מתחת לגיל 60,0,0,2,0,,0.1
2021-04-24T00:00:00.000Z,מעל גיל 60,2,0,0,0.2,,0
2021-04-25T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-25T00:00:00.000Z,כלל האוכלוסיה,0,0,1,0,,0
2021-04-25T00:00:00.000Z,מעל גיל 60,0,0,1,0,,0.5
2021-04-26T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-26T00:00:00.000Z,מעל גיל 60,1,0,1,0.1,,0.5
2021-04-26T00:00:00.000Z,כלל האוכלוסיה,1,0,1,0,,0
2021-04-27T00:00:00.000Z,כלל האוכלוסיה,0,0,4,0,,0.1
2021-04-27T00:00:00.000Z,מתחת לגיל 60,0,0,2,0,,0.1
2021-04-27T00:00:00.000Z,מעל גיל 60,0,0,2,0,,1.1
2021-04-28T00:00:00.000Z,כלל האוכלוסיה,0,0,0,0,,0
2021-04-28T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-04-28T00:00:00.000Z,מעל גיל 60,0,0,0,0,,0
2021-04-29T00:00:00.000Z,מעל גיל 60,0,0,0,0,,0
2021-04-29T00:00:00.000Z,מתחת לגיל 60,1,0,0,0,,0
2021-04-29T00:00:00.000Z,כלל האוכלוסיה,1,0,0,0,,0
2021-04-30T00:00:00.000Z,מעל גיל 60,0,0,1,0,,0.5
2021-04-30T00:00:00.000Z,כלל האוכלוסיה,0,0,1,0,,0
2021-04-30T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-05-01T00:00:00.000Z,כלל האוכלוסיה,0,0,1,0,,0
2021-05-01T00:00:00.000Z,מעל גיל 60,0,0,1,0,,0.5
2021-05-01T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-05-02T00:00:00.000Z,כלל האוכלוסיה,0,0,1,0,,0
2021-05-02T00:00:00.000Z,מעל גיל 60,0,0,1,0,,0.5
2021-05-02T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-05-03T00:00:00.000Z,מעל גיל 60,1,0,0,0.1,,0
2021-05-03T00:00:00.000Z,מתחת לגיל 60,0,0,0,0,,0
2021-05-03T00:00:00.000Z,כלל האוכלוסיה,1,0,0,0,,0
2021-05-04T00:00:00.000Z,מעל גיל 60,0,0,2,0,,1.1
2021-05-04T00:00:00.000Z,כלל האוכלוסיה,0,0,2,0,,0
