_id,first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_newly_tested,weekly_cases,weekly_deceased
955,2020-08-09,2020-08-15,30-34,נקבה,6616.0,3055.0,397.0,0.0
956,2020-08-09,2020-08-15,30-34,זכר,5215.0,2448.0,358.0,0.0
957,2020-08-09,2020-08-15,30-34,לא ידוע,39.0,<15,<15,0.0
958,2020-08-09,2020-08-15,35-39,לא ידוע,46.0,<15,0.0,0.0
959,2020-08-09,2020-08-15,35-39,נקבה,6242.0,2557.0,332.0,0.0
960,2020-08-09,2020-08-15,35-39,זכר,4786.0,2219.0,289.0,0.0
961,2020-08-09,2020-08-15,40-44,נקבה,6167.0,2237.0,356.0,0.0
962,2020-08-09,2020-08-15,40-44,לא ידוע,44.0,<15,<15,0.0
963,2020-08-09,2020-08-15,40-44,זכר,4345.0,1965.0,312.0,0.0
964,2020-08-09,2020-08-15,45-49,לא ידוע,33.0,<15,<15,0.0
965,2020-08-09,2020-08-15,45-49,נקבה,6314.0,2132.0,304.0,0.0
966,2020-08-09,2020-08-15,45-49,זכר,4078.0,1856.0,291.0,<15
967,2020-08-09,2020-08-15,50-54,זכר,3572.0,1490.0,235.0,<15
968,2020-08-09,2020-08-15,50-54,לא ידוע,23.0,<15,0.0,0.0
969,2020-08-09,2020-08-15,50-54,נקבה,5916.0,1820.0,277.0,0.0
970,2020-08-09,2020-08-15,55-59,נקבה,5396.0,1671.0,246.0,<15
971,2020-08-09,2020-08-15,55-59,לא ידוע,16.0,<15,<15,0.0
972,2020-08-09,2020-08-15,55-59,זכר,3219.0,1355.0,216.0,<15
973,2020-08-09,2020-08-15,60-64,זכר,3061.0,1206.0,208.0,<15
974,2020-08-09,2020-08-15,60-64,נקבה,4876.0,1433.0,183.0,<15
975,2020-08-09,2020-08-15,60-64,לא ידוע,<15,<15,0.0,0.0
976,2020-08-09,2020-08-15,65-69,נקבה,3759.0,1237.0,126.0,<15
977,2020-08-09,2020-08-15,65-69,זכר,2789.0,1035.0,163.0,<15
978,2020-08-09,2020-08-15,65-69,לא ידוע,<15,<15,0.0,0.0
979,2020-08-09,2020-08-15,70-74,לא ידוע,<15,<15,0.0,0.0
980,2020-08-09,2020-08-15,70-74,נקבה,3327.0,1084.0,98.0,<15
981,2020-08-09,2020-08-15,70-74,זכר,2493.0,789.0,101.0,<15
982,2020-08-09,2020-08-15,75-79,נקבה,2306.0,607.0,49.0,<15
983,2020-08-09,2020-08-15,75-79,זכר,1652.0,479.0,66.0,<15
984,2020-08-09,2020-08-15,75-79,לא ידוע,0.0,0.0,0.0,0.0
985,2020-08-09,2020-08-15,80+,זכר,4263.0,810.0,72.0,22.0
986,2020-08-09,2020-08-15,80+,לא ידוע,<15,0.0,0.0,0.0
987,2020-08-09,2020-08-15,80+,נקבה,9628.0,1326.0,107.0,32.0
988,2020-08-09,2020-08-15,NULL,זכר,1458.0,931.0,59.0,0.0
989,2020-08-09,2020-08-15,NULL,נקבה,1135.0,704.0,30.0,0.0
990,2020-08-09,2020-08-15,NULL,לא ידוע,769.0,513.0,81.0,0.0
991,2020-08-16,2020-08-22,0-19,לא ידוע,218.0,148.0,47.0,0.0
992,2020-08-16,2020-08-22,0-19,זכר,17896.0,12379.0,1394.0,0.0
993,2020-08-16,2020-08-22,0-19,נקבה,11641.0,8392.0,1412.0,0.0
994,2020-08-16,2020-08-22,20-24,זכר,7650.0,4380.0,464.0,0.0
995,2020-08-16,2020-08-22,20-24,לא ידוע,<15,<15,0.0,0.0
996,2020-08-16,2020-08-22,20-24,נקבה,6251.0,3603.0,597.0,0.0
997,2020-08-16,2020-08-22,25-29,נקבה,6763.0,3332.0,484.0,0.0
998,2020-08-16,2020-08-22,25-29,לא ידוע,<15,<15,0.0,0.0
999,2020-08-16,2020-08-22,25-29,זכר,5551.0,2881.0,366.0,0.0
1000,2020-08-16,2020-08-22,30-34,נקבה,7010.0,3136.0,365.0,0.0
1001,2020-08-16,2020-08-22,30-34,זכר,5441.0,2593.0,341.0,0.0
1002,2020-08-16,2020-08-22,30-34,לא ידוע,26.0,<15,0.0,0.0
1003,2020-08-16,2020-08-22,35-39,לא ידוע,30.0,<15,0.0,0.0
1004,2020-08-16,2020-08-22,35-39,נקבה,6398.0,2567.0,300.0,0.0
1005,2020-08-16,2020-08-22,35-39,זכר,4906.0,2289.0,269.0,<15
1006,2020-08-16,2020-08-22,40-44,נקבה,6318.0,2256.0,304.0,0.0
1007,2020-08-16,2020-08-22,40-44,לא ידוע,27.0,<15,<15,0.0
1008,2020-08-16,2020-08-22,40-44,זכר,4436.0,2105.0,250.0,0.0
1009,2020-08-16,2020-08-22,45-49,לא ידוע,24.0,<15,0.0,0.0
1010,2020-08-16,2020-08-22,45-49,נקבה,6531.0,2117.0,358.0,<15
1011,2020-08-16,2020-08-22,45-49,זכר,4236.0,2000.0,286.0,0.0
1012,2020-08-16,2020-08-22,50-54,זכר,3773.0,1674.0,265.0,<15
1013,2020-08-16,2020-08-22,50-54,לא ידוע,16.0,<15,0.0,0.0
1014,2020-08-16,2020-08-22,50-54,נקבה,6223.0,1909.0,283.0,<15
1015,2020-08-16,2020-08-22,55-59,נקבה,5746.0,1629.0,250.0,0.0
1016,2020-08-16,2020-08-22,55-59,לא ידוע,15.0,<15,0.0,0.0
1017,2020-08-16,2020-08-22,55-59,זכר,3401.0,1465.0,202.0,<15
1018,2020-08-16,2020-08-22,60-64,זכר,3129.0,1217.0,176.0,<15
1019,2020-08-16,2020-08-22,60-64,נקבה,5122.0,1397.0,198.0,<15
1020,2020-08-16,2020-08-22,60-64,לא ידוע,<15,<15,<15,0.0
1021,2020-08-16,2020-08-22,65-69,נקבה,3910.0,1196.0,158.0,<15
1022,2020-08-16,2020-08-22,65-69,זכר,2894.0,1081.0,146.0,<15
1023,2020-08-16,2020-08-22,65-69,לא ידוע,<15,<15,0.0,0.0
1024,2020-08-16,2020-08-22,70-74,לא ידוע,<15,<15,<15,0.0
1025,2020-08-16,2020-08-22,70-74,נקבה,3139.0,861.0,102.0,<15
1026,2020-08-16,2020-08-22,70-74,זכר,2577.0,835.0,110.0,<15
1027,2020-08-16,2020-08-22,75-79,נקבה,2112.0,493.0,75.0,<15
1028,2020-08-16,2020-08-22,75-79,זכר,1623.0,488.0,60.0,<15
1029,2020-08-16,2020-08-22,75-79,לא ידוע,<15,<15,0.0,0.0
1030,2020-08-16,2020-08-22,80+,זכר,4285.0,764.0,108.0,23.0
1031,2020-08-16,2020-08-22,80+,לא ידוע,<15,<15,0.0,0.0
1032,2020-08-16,2020-08-22,80+,נקבה,9627.0,954.0,190.0,20.0
1033,2020-08-16,2020-08-22,NULL,זכר,1363.0,872.0,36.0,0.0
1034,2020-08-16,2020-08-22,NULL,נקבה,1241.0,814.0,42.0,0.0
1035,2020-08-16,2020-08-22,NULL,לא ידוע,265.0,189.0,<15,0.0
1036,2020-08-23,2020-08-29,0-19,לא ידוע,213.0,148.0,32.0,0.0
1037,2020-08-23,2020-08-29,0-19,זכר,20949.0,14023.0,1618.0,0.0
1038,2020-08-23,2020-08-29,0-19,נקבה,14152.0,10434.0,1621.0,0.0
1039,2020-08-23,2020-08-29,20-24,זכר,9128.0,5162.0,556.0,0.0
1040,2020-08-23,2020-08-29,20-24,לא ידוע,<15,<15,<15,0.0
1041,2020-08-23,2020-08-29,20-24,נקבה,6972.0,4053.0,702.0,0.0
1042,2020-08-23,2020-08-29,25-29,נקבה,7838.0,3803.0,541.0,0.0
1043,2020-08-23,2020-08-29,25-29,לא ידוע,27.0,<15,<15,0.0
1044,2020-08-23,2020-08-29,25-29,זכר,6682.0,3406.0,448.0,0.0
1045,2020-08-23,2020-08-29,30-34,נקבה,7472.0,3470.0,484.0,0.0
1046,2020-08-23,2020-08-29,30-34,זכר,6105.0,2920.0,368.0,0.0
1047,2020-08-23,2020-08-29,30-34,לא ידוע,46.0,<15,0.0,0.0
1048,2020-08-23,2020-08-29,35-39,לא ידוע,69.0,<15,0.0,0.0
1049,2020-08-23,2020-08-29,35-39,נקבה,6818.0,2920.0,411.0,0.0
1050,2020-08-23,2020-08-29,35-39,זכר,5493.0,2572.0,351.0,0.0
1051,2020-08-23,2020-08-29,40-44,נקבה,7007.0,2608.0,438.0,0.0
1052,2020-08-23,2020-08-29,40-44,לא ידוע,38.0,<15,<15,0.0
1053,2020-08-23,2020-08-29,40-44,זכר,4990.0,2427.0,311.0,0.0
1054,2020-08-23,2020-08-29,45-49,לא ידוע,24.0,<15,0.0,0.0
1055,2020-08-23,2020-08-29,45-49,נקבה,7260.0,2544.0,471.0,0.0
1056,2020-08-23,2020-08-29,45-49,זכר,4891.0,2312.0,346.0,0.0
1057,2020-08-23,2020-08-29,50-54,זכר,4391.0,2050.0,277.0,<15
1058,2020-08-23,2020-08-29,50-54,לא ידוע,15.0,<15,0.0,0.0
1059,2020-08-23,2020-08-29,50-54,נקבה,6769.0,2176.0,356.0,<15
1060,2020-08-23,2020-08-29,55-59,נקבה,6359.0,1919.0,348.0,<15
1061,2020-08-23,2020-08-29,55-59,לא ידוע,<15,<15,<15,0.0
1062,2020-08-23,2020-08-29,55-59,זכר,4012.0,1816.0,260.0,<15
1063,2020-08-23,2020-08-29,60-64,זכר,3790.0,1527.0,216.0,<15
1064,2020-08-23,2020-08-29,60-64,נקבה,5499.0,1507.0,227.0,0.0
1065,2020-08-23,2020-08-29,60-64,לא ידוע,<15,<15,0.0,0.0
1066,2020-08-23,2020-08-29,65-69,נקבה,4111.0,1258.0,175.0,<15
1067,2020-08-23,2020-08-29,65-69,זכר,3292.0,1235.0,175.0,<15
1068,2020-08-23,2020-08-29,65-69,לא ידוע,<15,0.0,0.0,0.0
1069,2020-08-23,2020-08-29,70-74,לא ידוע,<15,0.0,0.0,0.0
1070,2020-08-23,2020-08-29,70-74,נקבה,3342.0,917.0,136.0,<15
1071,2020-08-23,2020-08-29,70-74,זכר,2787.0,918.0,114.0,<15
1072,2020-08-23,2020-08-29,75-79,נקבה,2100.0,543.0,82.0,<15
1073,2020-08-23,2020-08-29,75-79,זכר,1878.0,570.0,79.0,<15
1074,2020-08-23,2020-08-29,75-79,לא ידוע,<15,<15,0.0,0.0
1075,2020-08-23,2020-08-29,80+,זכר,4298.0,688.0,90.0,20.0
1076,2020-08-23,2020-08-29,80+,לא ידוע,31.0,<15,0.0,0.0
1077,2020-08-23,2020-08-29,80+,נקבה,9875.0,861.0,163.0,22.0
1078,2020-08-23,2020-08-29,NULL,זכר,1671.0,1169.0,47.0,0.0
1211,2020-09-13,2020-09-19,80+,לא ידוע,<15,0.0,0.0,0.0
1079,2020-08-23,2020-08-29,NULL,נקבה,1425.0,999.0,52.0,0.0
1080,2020-08-23,2020-08-29,NULL,לא ידוע,301.0,220.0,<15,0.0
1081,2020-08-30,2020-09-05,0-19,לא ידוע,175.0,110.0,32.0,0.0
1082,2020-08-30,2020-09-05,0-19,זכר,22781.0,14740.0,3407.0,0.0
1083,2020-08-30,2020-09-05,0-19,נקבה,16514.0,11888.0,1818.0,<15
1084,2020-08-30,2020-09-05,20-24,זכר,9242.0,4762.0,1140.0,0.0
1085,2020-08-30,2020-09-05,20-24,לא ידוע,<15,<15,<15,0.0
1086,2020-08-30,2020-09-05,20-24,נקבה,7642.0,4390.0,778.0,0.0
1087,2020-08-30,2020-09-05,25-29,נקבה,8592.0,4210.0,594.0,0.0
1088,2020-08-30,2020-09-05,25-29,לא ידוע,16.0,<15,<15,0.0
1089,2020-08-30,2020-09-05,25-29,זכר,7313.0,3764.0,602.0,0.0
1090,2020-08-30,2020-09-05,30-34,נקבה,8327.0,3930.0,544.0,0.0
1091,2020-08-30,2020-09-05,30-34,זכר,6682.0,3317.0,464.0,0.0
1092,2020-08-30,2020-09-05,30-34,לא ידוע,34.0,<15,<15,0.0
1093,2020-08-30,2020-09-05,35-39,לא ידוע,36.0,<15,<15,0.0
1094,2020-08-30,2020-09-05,35-39,נקבה,7572.0,3334.0,487.0,0.0
1095,2020-08-30,2020-09-05,35-39,זכר,6022.0,2948.0,428.0,0.0
1096,2020-08-30,2020-09-05,40-44,נקבה,7512.0,2961.0,505.0,0.0
1097,2020-08-30,2020-09-05,40-44,לא ידוע,20.0,<15,0.0,0.0
1098,2020-08-30,2020-09-05,40-44,זכר,5545.0,2765.0,437.0,0.0
1099,2020-08-30,2020-09-05,45-49,לא ידוע,26.0,<15,<15,0.0
1100,2020-08-30,2020-09-05,45-49,נקבה,7793.0,2876.0,506.0,<15
1101,2020-08-30,2020-09-05,45-49,זכר,5410.0,2674.0,436.0,0.0
1102,2020-08-30,2020-09-05,50-54,זכר,4800.0,2328.0,411.0,<15
1103,2020-08-30,2020-09-05,50-54,לא ידוע,<15,<15,0.0,0.0
1104,2020-08-30,2020-09-05,50-54,נקבה,7031.0,2452.0,415.0,0.0
1105,2020-08-30,2020-09-05,55-59,נקבה,6367.0,2044.0,334.0,<15
1106,2020-08-30,2020-09-05,55-59,לא ידוע,<15,<15,0.0,0.0
1107,2020-08-30,2020-09-05,55-59,זכר,4158.0,1875.0,304.0,<15
1108,2020-08-30,2020-09-05,60-64,זכר,3793.0,1666.0,263.0,<15
1109,2020-08-30,2020-09-05,60-64,נקבה,5410.0,1709.0,284.0,<15
1110,2020-08-30,2020-09-05,60-64,לא ידוע,<15,<15,0.0,0.0
1111,2020-08-30,2020-09-05,65-69,נקבה,3958.0,1307.0,187.0,<15
1112,2020-08-30,2020-09-05,65-69,זכר,3284.0,1351.0,221.0,<15
1113,2020-08-30,2020-09-05,65-69,לא ידוע,<15,0.0,0.0,0.0
1114,2020-08-30,2020-09-05,70-74,לא ידוע,<15,<15,0.0,0.0
1115,2020-08-30,2020-09-05,70-74,נקבה,3228.0,939.0,134.0,<15
1116,2020-08-30,2020-09-05,70-74,זכר,2734.0,967.0,135.0,<15
1117,2020-08-30,2020-09-05,75-79,נקבה,2134.0,544.0,99.0,<15
1118,2020-08-30,2020-09-05,75-79,זכר,1634.0,486.0,82.0,<15
1119,2020-08-30,2020-09-05,75-79,לא ידוע,<15,<15,<15,0.0
1120,2020-08-30,2020-09-05,80+,זכר,4067.0,694.0,119.0,27.0
1121,2020-08-30,2020-09-05,80+,לא ידוע,<15,0.0,0.0,0.0
1122,2020-08-30,2020-09-05,80+,נקבה,9450.0,886.0,179.0,33.0
1123,2020-08-30,2020-09-05,NULL,זכר,1688.0,1126.0,33.0,0.0
1124,2020-08-30,2020-09-05,NULL,נקבה,1325.0,903.0,50.0,0.0
1125,2020-08-30,2020-09-05,NULL,לא ידוע,312.0,259.0,<15,0.0
1126,2020-09-06,2020-09-12,0-19,לא ידוע,299.0,232.0,44.0,0.0
1127,2020-09-06,2020-09-12,0-19,זכר,42630.0,29328.0,5291.0,0.0
1128,2020-09-06,2020-09-12,0-19,נקבה,36810.0,27780.0,3263.0,0.0
1129,2020-09-06,2020-09-12,20-24,זכר,10618.0,5229.0,1535.0,0.0
1130,2020-09-06,2020-09-12,20-24,לא ידוע,<15,<15,<15,0.0
1131,2020-09-06,2020-09-12,20-24,נקבה,10404.0,6172.0,1126.0,0.0
1132,2020-09-06,2020-09-12,25-29,נקבה,11588.0,6100.0,991.0,0.0
1133,2020-09-06,2020-09-12,25-29,לא ידוע,23.0,<15,<15,0.0
1134,2020-09-06,2020-09-12,25-29,זכר,9502.0,5120.0,1001.0,0.0
1135,2020-09-06,2020-09-12,30-34,נקבה,11696.0,6115.0,830.0,0.0
1136,2020-09-06,2020-09-12,30-34,זכר,9083.0,4830.0,738.0,<15
1137,2020-09-06,2020-09-12,30-34,לא ידוע,53.0,<15,0.0,0.0
1138,2020-09-06,2020-09-12,35-39,לא ידוע,50.0,<15,0.0,0.0
1139,2020-09-06,2020-09-12,35-39,נקבה,11332.0,5806.0,852.0,0.0
1140,2020-09-06,2020-09-12,35-39,זכר,8642.0,4567.0,723.0,<15
1141,2020-09-06,2020-09-12,40-44,נקבה,10934.0,5263.0,810.0,0.0
1142,2020-09-06,2020-09-12,40-44,לא ידוע,42.0,<15,0.0,0.0
1143,2020-09-06,2020-09-12,40-44,זכר,7548.0,4093.0,633.0,<15
1144,2020-09-06,2020-09-12,45-49,לא ידוע,23.0,<15,0.0,0.0
1145,2020-09-06,2020-09-12,45-49,נקבה,10633.0,4688.0,762.0,0.0
1146,2020-09-06,2020-09-12,45-49,זכר,6980.0,3725.0,653.0,<15
1147,2020-09-06,2020-09-12,50-54,זכר,5984.0,3030.0,557.0,<15
1148,2020-09-06,2020-09-12,50-54,לא ידוע,15.0,<15,0.0,0.0
1149,2020-09-06,2020-09-12,50-54,נקבה,9250.0,3646.0,622.0,0.0
1150,2020-09-06,2020-09-12,55-59,נקבה,7895.0,2943.0,494.0,0.0
1151,2020-09-06,2020-09-12,55-59,לא ידוע,<15,<15,0.0,0.0
1152,2020-09-06,2020-09-12,55-59,זכר,5031.0,2431.0,435.0,<15
1153,2020-09-06,2020-09-12,60-64,זכר,4705.0,2144.0,378.0,<15
1154,2020-09-06,2020-09-12,60-64,נקבה,6732.0,2286.0,393.0,<15
1155,2020-09-06,2020-09-12,60-64,לא ידוע,<15,<15,0.0,0.0
1156,2020-09-06,2020-09-12,65-69,נקבה,4803.0,1746.0,264.0,<15
1157,2020-09-06,2020-09-12,65-69,זכר,3968.0,1716.0,284.0,<15
1158,2020-09-06,2020-09-12,65-69,לא ידוע,<15,<15,0.0,0.0
1159,2020-09-06,2020-09-12,70-74,לא ידוע,<15,<15,0.0,0.0
1160,2020-09-06,2020-09-12,70-74,נקבה,3816.0,1157.0,178.0,<15
1161,2020-09-06,2020-09-12,70-74,זכר,3239.0,1255.0,187.0,<15
1162,2020-09-06,2020-09-12,75-79,נקבה,2574.0,655.0,121.0,<15
1163,2020-09-06,2020-09-12,75-79,זכר,1941.0,662.0,121.0,<15
1164,2020-09-06,2020-09-12,75-79,לא ידוע,<15,0.0,0.0,0.0
1165,2020-09-06,2020-09-12,80+,זכר,4452.0,858.0,147.0,33.0
1166,2020-09-06,2020-09-12,80+,לא ידוע,<15,0.0,0.0,0.0
1167,2020-09-06,2020-09-12,80+,נקבה,9399.0,1022.0,215.0,27.0
1168,2020-09-06,2020-09-12,NULL,זכר,1725.0,1142.0,76.0,0.0
1169,2020-09-06,2020-09-12,NULL,נקבה,1499.0,975.0,58.0,<15
1170,2020-09-06,2020-09-12,NULL,לא ידוע,246.0,187.0,<15,0.0
1171,2020-09-13,2020-09-19,0-19,לא ידוע,284.0,186.0,45.0,0.0
1172,2020-09-13,2020-09-19,0-19,זכר,57068.0,39681.0,6589.0,<15
1173,2020-09-13,2020-09-19,0-19,נקבה,51131.0,37872.0,4636.0,0.0
1174,2020-09-13,2020-09-19,20-24,זכר,12564.0,6324.0,2074.0,0.0
1175,2020-09-13,2020-09-19,20-24,לא ידוע,<15,<15,<15,0.0
1176,2020-09-13,2020-09-19,20-24,נקבה,13166.0,7697.0,1560.0,0.0
1177,2020-09-13,2020-09-19,25-29,נקבה,14892.0,7988.0,1301.0,0.0
1178,2020-09-13,2020-09-19,25-29,לא ידוע,22.0,<15,<15,0.0
1179,2020-09-13,2020-09-19,25-29,זכר,12069.0,6539.0,1387.0,0.0
1180,2020-09-13,2020-09-19,30-34,נקבה,15406.0,8130.0,1207.0,0.0
1181,2020-09-13,2020-09-19,30-34,זכר,11987.0,6481.0,1083.0,0.0
1182,2020-09-13,2020-09-19,30-34,לא ידוע,35.0,<15,0.0,0.0
1183,2020-09-13,2020-09-19,35-39,לא ידוע,37.0,<15,0.0,0.0
1184,2020-09-13,2020-09-19,35-39,נקבה,14622.0,7638.0,1135.0,0.0
1185,2020-09-13,2020-09-19,35-39,זכר,11470.0,6313.0,1046.0,0.0
1186,2020-09-13,2020-09-19,40-44,נקבה,13638.0,6928.0,1047.0,0.0
1187,2020-09-13,2020-09-19,40-44,לא ידוע,33.0,<15,<15,0.0
1188,2020-09-13,2020-09-19,40-44,זכר,10053.0,5698.0,1046.0,<15
1189,2020-09-13,2020-09-19,45-49,לא ידוע,27.0,<15,<15,0.0
1190,2020-09-13,2020-09-19,45-49,נקבה,12722.0,6063.0,1092.0,0.0
1191,2020-09-13,2020-09-19,45-49,זכר,8791.0,4840.0,951.0,<15
1192,2020-09-13,2020-09-19,50-54,זכר,7199.0,3849.0,747.0,<15
1193,2020-09-13,2020-09-19,50-54,לא ידוע,15.0,<15,<15,0.0
1194,2020-09-13,2020-09-19,50-54,נקבה,10667.0,4628.0,833.0,<15
1195,2020-09-13,2020-09-19,55-59,נקבה,9116.0,3745.0,695.0,<15
1196,2020-09-13,2020-09-19,55-59,לא ידוע,<15,<15,0.0,0.0
1197,2020-09-13,2020-09-19,55-59,זכר,6087.0,3173.0,646.0,<15
1198,2020-09-13,2020-09-19,60-64,זכר,5537.0,2763.0,536.0,<15
1199,2020-09-13,2020-09-19,60-64,נקבה,7425.0,3046.0,517.0,<15
1200,2020-09-13,2020-09-19,60-64,לא ידוע,<15,<15,<15,0.0
1201,2020-09-13,2020-09-19,65-69,נקבה,5428.0,2190.0,380.0,<15
1202,2020-09-13,2020-09-19,65-69,זכר,4794.0,2235.0,415.0,<15
1203,2020-09-13,2020-09-19,65-69,לא ידוע,<15,<15,<15,0.0
1204,2020-09-13,2020-09-19,70-74,לא ידוע,<15,0.0,0.0,0.0
1205,2020-09-13,2020-09-19,70-74,נקבה,4242.0,1461.0,236.0,<15
1206,2020-09-13,2020-09-19,70-74,זכר,3721.0,1539.0,281.0,<15
1207,2020-09-13,2020-09-19,75-79,נקבה,3037.0,785.0,139.0,<15
1208,2020-09-13,2020-09-19,75-79,זכר,2263.0,792.0,140.0,<15
1209,2020-09-13,2020-09-19,75-79,לא ידוע,<15,0.0,0.0,0.0
1210,2020-09-13,2020-09-19,80+,זכר,5410.0,1000.0,212.0,27.0
1212,2020-09-13,2020-09-19,80+,נקבה,11425.0,1257.0,291.0,34.0
1213,2020-09-13,2020-09-19,NULL,זכר,2195.0,1495.0,92.0,0.0
1214,2020-09-13,2020-09-19,NULL,נקבה,1750.0,1200.0,71.0,0.0
1215,2020-09-13,2020-09-19,NULL,לא ידוע,248.0,200.0,<15,0.0
1216,2020-09-20,2020-09-26,0-19,לא ידוע,317.0,191.0,33.0,0.0
1217,2020-09-20,2020-09-26,0-19,זכר,49190.0,31012.0,7794.0,0.0
1218,2020-09-20,2020-09-26,0-19,נקבה,44635.0,30316.0,5771.0,0.0
1219,2020-09-20,2020-09-26,20-24,זכר,14208.0,7110.0,2673.0,0.0
1220,2020-09-20,2020-09-26,20-24,לא ידוע,<15,<15,<15,0.0
1221,2020-09-20,2020-09-26,20-24,נקבה,14382.0,7823.0,2145.0,0.0
1222,2020-09-20,2020-09-26,25-29,נקבה,15148.0,7436.0,1719.0,0.0
1223,2020-09-20,2020-09-26,25-29,לא ידוע,16.0,<15,0.0,0.0
1224,2020-09-20,2020-09-26,25-29,זכר,13019.0,6740.0,1845.0,0.0
1225,2020-09-20,2020-09-26,30-34,נקבה,14812.0,7139.0,1539.0,0.0
1226,2020-09-20,2020-09-26,30-34,זכר,12437.0,6389.0,1629.0,0.0
1227,2020-09-20,2020-09-26,30-34,לא ידוע,40.0,<15,<15,0.0
1228,2020-09-20,2020-09-26,35-39,לא ידוע,53.0,<15,<15,0.0
1229,2020-09-20,2020-09-26,35-39,נקבה,14216.0,6802.0,1419.0,<15
1230,2020-09-20,2020-09-26,35-39,זכר,11696.0,6088.0,1509.0,0.0
1231,2020-09-20,2020-09-26,40-44,נקבה,14007.0,6364.0,1434.0,<15
1232,2020-09-20,2020-09-26,40-44,לא ידוע,41.0,<15,<15,0.0
1233,2020-09-20,2020-09-26,40-44,זכר,10581.0,5579.0,1446.0,0.0
1234,2020-09-20,2020-09-26,45-49,לא ידוע,24.0,<15,0.0,0.0
1235,2020-09-20,2020-09-26,45-49,נקבה,13611.0,5894.0,1344.0,0.0
1236,2020-09-20,2020-09-26,45-49,זכר,9764.0,5175.0,1365.0,0.0
1237,2020-09-20,2020-09-26,50-54,זכר,8199.0,4176.0,1145.0,<15
1238,2020-09-20,2020-09-26,50-54,לא ידוע,15.0,<15,0.0,0.0
1239,2020-09-20,2020-09-26,50-54,נקבה,12102.0,4898.0,1243.0,<15
1240,2020-09-20,2020-09-26,55-59,נקבה,10395.0,3921.0,920.0,0.0
1241,2020-09-20,2020-09-26,55-59,לא ידוע,17.0,<15,<15,0.0
1242,2020-09-20,2020-09-26,55-59,זכר,7108.0,3635.0,1027.0,<15
1243,2020-09-20,2020-09-26,60-64,זכר,6499.0,3179.0,843.0,<15
1244,2020-09-20,2020-09-26,60-64,נקבה,8655.0,3186.0,669.0,<15
1245,2020-09-20,2020-09-26,60-64,לא ידוע,<15,<15,0.0,0.0
1246,2020-09-20,2020-09-26,65-69,נקבה,6574.0,2460.0,541.0,<15
1247,2020-09-20,2020-09-26,65-69,זכר,5504.0,2446.0,653.0,<15
1248,2020-09-20,2020-09-26,65-69,לא ידוע,<15,<15,<15,0.0
1249,2020-09-20,2020-09-26,70-74,לא ידוע,<15,0.0,0.0,0.0
1250,2020-09-20,2020-09-26,70-74,נקבה,5315.0,1709.0,361.0,<15
1251,2020-09-20,2020-09-26,70-74,זכר,4295.0,1641.0,406.0,16.0
1252,2020-09-20,2020-09-26,75-79,נקבה,3582.0,902.0,196.0,<15
1253,2020-09-20,2020-09-26,75-79,זכר,2709.0,881.0,235.0,<15
1254,2020-09-20,2020-09-26,75-79,לא ידוע,<15,0.0,0.0,0.0
1255,2020-09-20,2020-09-26,80+,זכר,6539.0,1055.0,314.0,51.0
1256,2020-09-20,2020-09-26,80+,לא ידוע,67.0,0.0,<15,0.0
1257,2020-09-20,2020-09-26,80+,נקבה,14820.0,1270.0,432.0,55.0
1258,2020-09-20,2020-09-26,NULL,זכר,1980.0,1249.0,127.0,0.0
1259,2020-09-20,2020-09-26,NULL,נקבה,1797.0,1198.0,117.0,0.0
1260,2020-09-20,2020-09-26,NULL,לא ידוע,184.0,148.0,21.0,0.0
1261,2020-09-27,2020-10-03,0-19,לא ידוע,260.0,150.0,34.0,0.0
1262,2020-09-27,2020-10-03,0-19,זכר,38833.0,21925.0,6450.0,0.0
1263,2020-09-27,2020-10-03,0-19,נקבה,34772.0,21382.0,4957.0,0.0
1264,2020-09-27,2020-10-03,20-24,זכר,12416.0,5803.0,2317.0,0.0
1265,2020-09-27,2020-10-03,20-24,לא ידוע,<15,<15,<15,0.0
1266,2020-09-27,2020-10-03,20-24,נקבה,12195.0,6162.0,1717.0,0.0
1267,2020-09-27,2020-10-03,25-29,נקבה,12647.0,5610.0,1404.0,0.0
1268,2020-09-27,2020-10-03,25-29,לא ידוע,<15,<15,<15,0.0
1269,2020-09-27,2020-10-03,25-29,זכר,11013.0,5252.0,1657.0,0.0
1270,2020-09-27,2020-10-03,30-34,נקבה,11715.0,5076.0,1159.0,0.0
1271,2020-09-27,2020-10-03,30-34,זכר,10181.0,4902.0,1428.0,<15
1272,2020-09-27,2020-10-03,30-34,לא ידוע,16.0,<15,<15,0.0
1273,2020-09-27,2020-10-03,35-39,לא ידוע,17.0,<15,<15,0.0
1274,2020-09-27,2020-10-03,35-39,נקבה,10886.0,4575.0,1080.0,0.0
1275,2020-09-27,2020-10-03,35-39,זכר,9050.0,4276.0,1309.0,<15
1276,2020-09-27,2020-10-03,40-44,נקבה,10892.0,4306.0,1029.0,0.0
1277,2020-09-27,2020-10-03,40-44,לא ידוע,18.0,<15,<15,0.0
1278,2020-09-27,2020-10-03,40-44,זכר,8246.0,3927.0,1155.0,<15
1279,2020-09-27,2020-10-03,45-49,לא ידוע,<15,<15,0.0,0.0
1280,2020-09-27,2020-10-03,45-49,נקבה,10747.0,4104.0,1018.0,0.0
