_id,first_week_day,last_week_day,age_group,gender,weekly_tests_num,weekly_newly_tested,weekly_cases,weekly_deceased
1281,2020-09-27,2020-10-03,45-49,זכר,7810.0,3746.0,1089.0,<15
1282,2020-09-27,2020-10-03,50-54,זכר,6838.0,3310.0,897.0,<15
1283,2020-09-27,2020-10-03,50-54,לא ידוע,<15,<15,<15,0.0
1284,2020-09-27,2020-10-03,50-54,נקבה,9999.0,3571.0,834.0,<15
1285,2020-09-27,2020-10-03,55-59,נקבה,8801.0,3073.0,706.0,<15
1286,2020-09-27,2020-10-03,55-59,לא ידוע,<15,<15,0.0,0.0
1287,2020-09-27,2020-10-03,55-59,זכר,6081.0,2828.0,796.0,<15
1288,2020-09-27,2020-10-03,60-64,זכר,5603.0,2602.0,751.0,<15
1289,2020-09-27,2020-10-03,60-64,נקבה,7486.0,2628.0,593.0,<15
1290,2020-09-27,2020-10-03,60-64,לא ידוע,<15,<15,0.0,0.0
1291,2020-09-27,2020-10-03,65-69,נקבה,5606.0,2049.0,469.0,<15
1292,2020-09-27,2020-10-03,65-69,זכר,4782.0,2094.0,623.0,15.0
1293,2020-09-27,2020-10-03,65-69,לא ידוע,<15,<15,0.0,0.0
1294,2020-09-27,2020-10-03,70-74,לא ידוע,0.0,0.0,0.0,0.0
1295,2020-09-27,2020-10-03,70-74,נקבה,4636.0,1545.0,330.0,<15
1296,2020-09-27,2020-10-03,70-74,זכר,3928.0,1545.0,450.0,23.0
1297,2020-09-27,2020-10-03,75-79,נקבה,3023.0,854.0,237.0,<15
1298,2020-09-27,2020-10-03,75-79,זכר,2329.0,785.0,239.0,26.0
1299,2020-09-27,2020-10-03,75-79,לא ידוע,<15,0.0,<15,0.0
1300,2020-09-27,2020-10-03,80+,זכר,5498.0,1093.0,372.0,70.0
1301,2020-09-27,2020-10-03,80+,לא ידוע,<15,0.0,0.0,0.0
1302,2020-09-27,2020-10-03,80+,נקבה,11369.0,1430.0,430.0,58.0
1303,2020-09-27,2020-10-03,NULL,זכר,1792.0,1255.0,123.0,0.0
1304,2020-09-27,2020-10-03,NULL,נקבה,1745.0,1174.0,111.0,0.0
1305,2020-09-27,2020-10-03,NULL,לא ידוע,187.0,155.0,28.0,0.0
1306,2020-10-04,2020-10-10,0-19,לא ידוע,280.0,191.0,43.0,0.0
1307,2020-10-04,2020-10-10,0-19,זכר,31472.0,16079.0,4217.0,0.0
1308,2020-10-04,2020-10-10,0-19,נקבה,29902.0,15804.0,3964.0,0.0
1309,2020-10-04,2020-10-10,20-24,זכר,10910.0,5046.0,1391.0,0.0
1310,2020-10-04,2020-10-10,20-24,לא ידוע,<15,<15,0.0,0.0
1311,2020-10-04,2020-10-10,20-24,נקבה,11482.0,5262.0,1223.0,<15
1312,2020-10-04,2020-10-10,25-29,נקבה,11783.0,4623.0,950.0,0.0
1313,2020-10-04,2020-10-10,25-29,לא ידוע,17.0,<15,0.0,0.0
1314,2020-10-04,2020-10-10,25-29,זכר,10311.0,4538.0,1095.0,0.0
1315,2020-10-04,2020-10-10,30-34,נקבה,11020.0,4103.0,780.0,<15
1316,2020-10-04,2020-10-10,30-34,זכר,9263.0,3859.0,899.0,0.0
1317,2020-10-04,2020-10-10,30-34,לא ידוע,40.0,<15,0.0,0.0
1318,2020-10-04,2020-10-10,35-39,לא ידוע,51.0,<15,0.0,0.0
1319,2020-10-04,2020-10-10,35-39,נקבה,10315.0,3564.0,751.0,0.0
1320,2020-10-04,2020-10-10,35-39,זכר,8307.0,3449.0,788.0,<15
1321,2020-10-04,2020-10-10,40-44,נקבה,10346.0,3441.0,732.0,0.0
1322,2020-10-04,2020-10-10,40-44,לא ידוע,41.0,<15,<15,0.0
1323,2020-10-04,2020-10-10,40-44,זכר,7520.0,3161.0,745.0,0.0
1324,2020-10-04,2020-10-10,45-49,לא ידוע,26.0,<15,0.0,0.0
1325,2020-10-04,2020-10-10,45-49,נקבה,10486.0,3280.0,701.0,<15
1326,2020-10-04,2020-10-10,45-49,זכר,7246.0,3112.0,690.0,0.0
1327,2020-10-04,2020-10-10,50-54,זכר,6376.0,2698.0,583.0,<15
1328,2020-10-04,2020-10-10,50-54,לא ידוע,18.0,0.0,<15,0.0
1329,2020-10-04,2020-10-10,50-54,נקבה,9910.0,2888.0,559.0,0.0
1330,2020-10-04,2020-10-10,55-59,נקבה,8978.0,2620.0,528.0,<15
1331,2020-10-04,2020-10-10,55-59,לא ידוע,<15,<15,0.0,0.0
1332,2020-10-04,2020-10-10,55-59,זכר,5897.0,2452.0,564.0,<15
1333,2020-10-04,2020-10-10,60-64,זכר,5687.0,2294.0,535.0,15.0
1334,2020-10-04,2020-10-10,60-64,נקבה,7745.0,2307.0,423.0,<15
1335,2020-10-04,2020-10-10,60-64,לא ידוע,<15,<15,<15,0.0
1336,2020-10-04,2020-10-10,65-69,נקבה,6187.0,1910.0,363.0,<15
1337,2020-10-04,2020-10-10,65-69,זכר,5171.0,1989.0,448.0,<15
1338,2020-10-04,2020-10-10,65-69,לא ידוע,<15,0.0,0.0,0.0
1339,2020-10-04,2020-10-10,70-74,לא ידוע,<15,0.0,0.0,0.0
1340,2020-10-04,2020-10-10,70-74,נקבה,5306.0,1573.0,308.0,<15
1341,2020-10-04,2020-10-10,70-74,זכר,4202.0,1387.0,339.0,22.0
1342,2020-10-04,2020-10-10,75-79,נקבה,3334.0,843.0,180.0,18.0
1343,2020-10-04,2020-10-10,75-79,זכר,2706.0,830.0,201.0,15.0
1344,2020-10-04,2020-10-10,75-79,לא ידוע,<15,0.0,0.0,0.0
1345,2020-10-04,2020-10-10,80+,זכר,6364.0,1138.0,296.0,74.0
1346,2020-10-04,2020-10-10,80+,לא ידוע,41.0,<15,0.0,0.0
1347,2020-10-04,2020-10-10,80+,נקבה,13173.0,1470.0,394.0,66.0
1348,2020-10-04,2020-10-10,NULL,זכר,1791.0,1180.0,123.0,0.0
1349,2020-10-04,2020-10-10,NULL,נקבה,1637.0,1059.0,82.0,0.0
1350,2020-10-04,2020-10-10,NULL,לא ידוע,176.0,131.0,27.0,0.0
1351,2020-10-11,2020-10-17,0-19,לא ידוע,162.0,101.0,20.0,0.0
1352,2020-10-11,2020-10-17,0-19,זכר,24125.0,11337.0,2078.0,0.0
1353,2020-10-11,2020-10-17,0-19,נקבה,22155.0,10550.0,2059.0,<15
1354,2020-10-11,2020-10-17,20-24,זכר,8617.0,3729.0,714.0,0.0
1355,2020-10-11,2020-10-17,20-24,לא ידוע,<15,<15,0.0,0.0
1356,2020-10-11,2020-10-17,20-24,נקבה,9786.0,4059.0,659.0,0.0
1357,2020-10-11,2020-10-17,25-29,נקבה,10536.0,3837.0,540.0,0.0
1358,2020-10-11,2020-10-17,25-29,לא ידוע,22.0,<15,<15,0.0
1359,2020-10-11,2020-10-17,25-29,זכר,8401.0,3294.0,503.0,0.0
1360,2020-10-11,2020-10-17,30-34,נקבה,10441.0,3739.0,430.0,0.0
1361,2020-10-11,2020-10-17,30-34,זכר,7854.0,3057.0,410.0,0.0
1362,2020-10-11,2020-10-17,30-34,לא ידוע,44.0,0.0,0.0,0.0
1363,2020-10-11,2020-10-17,35-39,לא ידוע,56.0,<15,0.0,0.0
1364,2020-10-11,2020-10-17,35-39,נקבה,10128.0,3447.0,405.0,0.0
1365,2020-10-11,2020-10-17,35-39,זכר,7036.0,2601.0,371.0,0.0
1366,2020-10-11,2020-10-17,40-44,נקבה,10336.0,3335.0,381.0,0.0
1367,2020-10-11,2020-10-17,40-44,לא ידוע,45.0,<15,<15,0.0
1368,2020-10-11,2020-10-17,40-44,זכר,6587.0,2532.0,346.0,0.0
1369,2020-10-11,2020-10-17,45-49,לא ידוע,29.0,<15,<15,0.0
1370,2020-10-11,2020-10-17,45-49,נקבה,10744.0,3356.0,339.0,0.0
1371,2020-10-11,2020-10-17,45-49,זכר,6458.0,2402.0,312.0,<15
1372,2020-10-11,2020-10-17,50-54,זכר,5843.0,2272.0,278.0,<15
1373,2020-10-11,2020-10-17,50-54,לא ידוע,22.0,<15,0.0,0.0
1374,2020-10-11,2020-10-17,50-54,נקבה,10159.0,3051.0,327.0,<15
1375,2020-10-11,2020-10-17,55-59,נקבה,9537.0,2863.0,277.0,<15
1376,2020-10-11,2020-10-17,55-59,לא ידוע,<15,<15,0.0,0.0
1377,2020-10-11,2020-10-17,55-59,זכר,5281.0,1985.0,261.0,<15
1378,2020-10-11,2020-10-17,60-64,זכר,5238.0,1939.0,220.0,<15
1379,2020-10-11,2020-10-17,60-64,נקבה,8127.0,2449.0,215.0,<15
1380,2020-10-11,2020-10-17,60-64,לא ידוע,<15,<15,0.0,0.0
1381,2020-10-11,2020-10-17,65-69,נקבה,6241.0,2021.0,162.0,<15
1382,2020-10-11,2020-10-17,65-69,זכר,4777.0,1763.0,203.0,19.0
1383,2020-10-11,2020-10-17,65-69,לא ידוע,<15,0.0,<15,0.0
1384,2020-10-11,2020-10-17,70-74,לא ידוע,<15,<15,<15,0.0
1385,2020-10-11,2020-10-17,70-74,נקבה,5018.0,1475.0,122.0,<15
1386,2020-10-11,2020-10-17,70-74,זכר,4224.0,1512.0,152.0,29.0
1387,2020-10-11,2020-10-17,75-79,נקבה,3144.0,785.0,104.0,<15
1388,2020-10-11,2020-10-17,75-79,זכר,2519.0,779.0,102.0,18.0
1389,2020-10-11,2020-10-17,75-79,לא ידוע,<15,<15,0.0,0.0
1390,2020-10-11,2020-10-17,80+,זכר,5489.0,987.0,149.0,76.0
1391,2020-10-11,2020-10-17,80+,לא ידוע,21.0,0.0,0.0,0.0
1392,2020-10-11,2020-10-17,80+,נקבה,11444.0,1249.0,260.0,52.0
1393,2020-10-11,2020-10-17,NULL,זכר,1751.0,1166.0,61.0,<15
1394,2020-10-11,2020-10-17,NULL,נקבה,1692.0,1134.0,77.0,0.0
1395,2020-10-11,2020-10-17,NULL,לא ידוע,219.0,170.0,21.0,0.0
1396,2020-10-18,2020-10-24,0-19,לא ידוע,101.0,56.0,<15,0.0
1397,2020-10-18,2020-10-24,0-19,זכר,29395.0,13233.0,1153.0,0.0
1398,2020-10-18,2020-10-24,0-19,נקבה,16523.0,8356.0,1026.0,0.0
1399,2020-10-18,2020-10-24,20-24,זכר,10270.0,3922.0,367.0,0.0
1400,2020-10-18,2020-10-24,20-24,לא ידוע,<15,<15,<15,0.0
1401,2020-10-18,2020-10-24,20-24,נקבה,8419.0,3616.0,333.0,0.0
1402,2020-10-18,2020-10-24,25-29,נקבה,9829.0,3843.0,280.0,0.0
1403,2020-10-18,2020-10-24,25-29,לא ידוע,24.0,<15,<15,0.0
1404,2020-10-18,2020-10-24,25-29,זכר,7324.0,2800.0,242.0,0.0
1405,2020-10-18,2020-10-24,30-34,נקבה,9867.0,3812.0,253.0,0.0
1406,2020-10-18,2020-10-24,30-34,זכר,7262.0,2863.0,249.0,0.0
1407,2020-10-18,2020-10-24,30-34,לא ידוע,48.0,<15,0.0,0.0
1408,2020-10-18,2020-10-24,35-39,לא ידוע,55.0,<15,<15,0.0
1409,2020-10-18,2020-10-24,35-39,נקבה,9741.0,3610.0,212.0,<15
1410,2020-10-18,2020-10-24,35-39,זכר,6626.0,2633.0,217.0,0.0
1411,2020-10-18,2020-10-24,40-44,נקבה,9787.0,3410.0,204.0,0.0
1412,2020-10-18,2020-10-24,40-44,לא ידוע,42.0,<15,<15,0.0
1413,2020-10-18,2020-10-24,40-44,זכר,5961.0,2318.0,193.0,0.0
1414,2020-10-18,2020-10-24,45-49,לא ידוע,26.0,<15,0.0,0.0
1415,2020-10-18,2020-10-24,45-49,נקבה,10423.0,3543.0,214.0,0.0
1416,2020-10-18,2020-10-24,45-49,זכר,5838.0,2310.0,206.0,<15
1417,2020-10-18,2020-10-24,50-54,זכר,5077.0,1919.0,155.0,<15
1418,2020-10-18,2020-10-24,50-54,לא ידוע,21.0,<15,0.0,0.0
1419,2020-10-18,2020-10-24,50-54,נקבה,9620.0,3138.0,181.0,<15
1420,2020-10-18,2020-10-24,55-59,נקבה,9052.0,2809.0,144.0,<15
1421,2020-10-18,2020-10-24,55-59,לא ידוע,22.0,<15,0.0,0.0
1422,2020-10-18,2020-10-24,55-59,זכר,4691.0,1752.0,141.0,<15
1423,2020-10-18,2020-10-24,60-64,זכר,4676.0,1743.0,123.0,<15
1424,2020-10-18,2020-10-24,60-64,נקבה,7754.0,2469.0,126.0,<15
1425,2020-10-18,2020-10-24,60-64,לא ידוע,<15,<15,0.0,0.0
1426,2020-10-18,2020-10-24,65-69,נקבה,5893.0,2045.0,96.0,<15
1427,2020-10-18,2020-10-24,65-69,זכר,4236.0,1684.0,110.0,<15
1428,2020-10-18,2020-10-24,65-69,לא ידוע,<15,<15,0.0,0.0
1429,2020-10-18,2020-10-24,70-74,לא ידוע,<15,<15,0.0,0.0
1430,2020-10-18,2020-10-24,70-74,נקבה,4546.0,1524.0,79.0,<15
1431,2020-10-18,2020-10-24,70-74,זכר,3631.0,1405.0,79.0,20.0
1432,2020-10-18,2020-10-24,75-79,נקבה,2587.0,771.0,50.0,<15
1433,2020-10-18,2020-10-24,75-79,זכר,2159.0,806.0,45.0,<15
1434,2020-10-18,2020-10-24,75-79,לא ידוע,<15,<15,0.0,0.0
1435,2020-10-18,2020-10-24,80+,זכר,4094.0,908.0,90.0,63.0
1436,2020-10-18,2020-10-24,80+,לא ידוע,<15,0.0,0.0,0.0
1437,2020-10-18,2020-10-24,80+,נקבה,8207.0,1107.0,141.0,46.0
1438,2020-10-18,2020-10-24,NULL,זכר,1986.0,1437.0,45.0,0.0
1439,2020-10-18,2020-10-24,NULL,נקבה,1751.0,1190.0,41.0,0.0
1440,2020-10-18,2020-10-24,NULL,לא ידוע,239.0,194.0,<15,0.0
1441,2020-10-25,2020-10-31,0-19,לא ידוע,110.0,72.0,<15,0.0
1442,2020-10-25,2020-10-31,0-19,זכר,24584.0,12386.0,704.0,0.0
1443,2020-10-25,2020-10-31,0-19,נקבה,16410.0,8965.0,578.0,0.0
1444,2020-10-25,2020-10-31,20-24,זכר,9052.0,3540.0,230.0,0.0
1445,2020-10-25,2020-10-31,20-24,לא ידוע,<15,<15,<15,0.0
1446,2020-10-25,2020-10-31,20-24,נקבה,7620.0,3138.0,255.0,0.0
1447,2020-10-25,2020-10-31,25-29,נקבה,9690.0,3671.0,222.0,0.0
1448,2020-10-25,2020-10-31,25-29,לא ידוע,<15,<15,0.0,0.0
1449,2020-10-25,2020-10-31,25-29,זכר,7101.0,2926.0,180.0,0.0
1450,2020-10-25,2020-10-31,30-34,נקבה,10346.0,4024.0,158.0,0.0
1451,2020-10-25,2020-10-31,30-34,זכר,7392.0,3123.0,149.0,<15
1452,2020-10-25,2020-10-31,30-34,לא ידוע,33.0,<15,0.0,0.0
1453,2020-10-25,2020-10-31,35-39,לא ידוע,43.0,<15,0.0,0.0
1454,2020-10-25,2020-10-31,35-39,נקבה,9944.0,3697.0,171.0,0.0
1455,2020-10-25,2020-10-31,35-39,זכר,6854.0,2881.0,138.0,<15
1456,2020-10-25,2020-10-31,40-44,נקבה,9864.0,3402.0,158.0,<15
1457,2020-10-25,2020-10-31,40-44,לא ידוע,36.0,<15,0.0,0.0
1458,2020-10-25,2020-10-31,40-44,זכר,5974.0,2413.0,128.0,<15
1459,2020-10-25,2020-10-31,45-49,לא ידוע,22.0,0.0,<15,0.0
1460,2020-10-25,2020-10-31,45-49,נקבה,10062.0,3207.0,159.0,0.0
1461,2020-10-25,2020-10-31,45-49,זכר,5688.0,2281.0,131.0,<15
1462,2020-10-25,2020-10-31,50-54,זכר,4964.0,1989.0,113.0,<15
1463,2020-10-25,2020-10-31,50-54,לא ידוע,<15,<15,0.0,0.0
1464,2020-10-25,2020-10-31,50-54,נקבה,9183.0,2705.0,138.0,0.0
1465,2020-10-25,2020-10-31,55-59,נקבה,8470.0,2420.0,112.0,<15
1466,2020-10-25,2020-10-31,55-59,לא ידוע,<15,0.0,0.0,0.0
1467,2020-10-25,2020-10-31,55-59,זכר,4556.0,1701.0,104.0,<15
1468,2020-10-25,2020-10-31,60-64,זכר,4465.0,1655.0,98.0,<15
1469,2020-10-25,2020-10-31,60-64,נקבה,7235.0,2144.0,83.0,<15
1470,2020-10-25,2020-10-31,60-64,לא ידוע,<15,<15,0.0,0.0
1471,2020-10-25,2020-10-31,65-69,נקבה,5390.0,1699.0,65.0,<15
1472,2020-10-25,2020-10-31,65-69,זכר,4183.0,1635.0,77.0,<15
1473,2020-10-25,2020-10-31,65-69,לא ידוע,<15,<15,0.0,0.0
1474,2020-10-25,2020-10-31,70-74,לא ידוע,<15,0.0,0.0,0.0
1475,2020-10-25,2020-10-31,70-74,נקבה,4274.0,1298.0,55.0,<15
1476,2020-10-25,2020-10-31,70-74,זכר,3544.0,1306.0,53.0,<15
1477,2020-10-25,2020-10-31,75-79,נקבה,2360.0,627.0,35.0,<15
1478,2020-10-25,2020-10-31,75-79,זכר,1923.0,619.0,33.0,<15
1479,2020-10-25,2020-10-31,75-79,לא ידוע,<15,0.0,0.0,0.0
1480,2020-10-25,2020-10-31,80+,זכר,4027.0,847.0,55.0,39.0
1481,2020-10-25,2020-10-31,80+,לא ידוע,21.0,<15,0.0,0.0
1482,2020-10-25,2020-10-31,80+,נקבה,8135.0,930.0,68.0,47.0
1483,2020-10-25,2020-10-31,NULL,זכר,2229.0,1614.0,61.0,0.0
1484,2020-10-25,2020-10-31,NULL,נקבה,1795.0,1218.0,29.0,0.0
1485,2020-10-25,2020-10-31,NULL,לא ידוע,258.0,189.0,23.0,0.0
1486,2020-11-01,2020-11-07,0-19,לא ידוע,130.0,25.0,<15,0.0
1487,2020-11-01,2020-11-07,0-19,זכר,28860.0,11950.0,610.0,0.0
1488,2020-11-01,2020-11-07,0-19,נקבה,17539.0,10036.0,596.0,0.0
1489,2020-11-01,2020-11-07,20-24,זכר,9424.0,2972.0,209.0,0.0
1490,2020-11-01,2020-11-07,20-24,לא ידוע,<15,<15,<15,0.0
1491,2020-11-01,2020-11-07,20-24,נקבה,7141.0,2908.0,229.0,0.0
1492,2020-11-01,2020-11-07,25-29,נקבה,9111.0,3367.0,215.0,0.0
1493,2020-11-01,2020-11-07,25-29,לא ידוע,23.0,<15,<15,0.0
1494,2020-11-01,2020-11-07,25-29,זכר,7511.0,2942.0,173.0,0.0
1495,2020-11-01,2020-11-07,30-34,נקבה,9595.0,3533.0,201.0,<15
1496,2020-11-01,2020-11-07,30-34,זכר,7490.0,3112.0,163.0,<15
1497,2020-11-01,2020-11-07,30-34,לא ידוע,46.0,<15,0.0,0.0
1498,2020-11-01,2020-11-07,35-39,לא ידוע,68.0,0.0,0.0,0.0
1499,2020-11-01,2020-11-07,35-39,נקבה,8964.0,3054.0,155.0,0.0
1500,2020-11-01,2020-11-07,35-39,זכר,7101.0,2865.0,123.0,0.0
1501,2020-11-01,2020-11-07,40-44,נקבה,8786.0,2748.0,176.0,0.0
1502,2020-11-01,2020-11-07,40-44,לא ידוע,46.0,<15,0.0,0.0
1503,2020-11-01,2020-11-07,40-44,זכר,6280.0,2597.0,144.0,0.0
1504,2020-11-01,2020-11-07,45-49,לא ידוע,27.0,<15,0.0,0.0
1505,2020-11-01,2020-11-07,45-49,נקבה,8756.0,2557.0,176.0,0.0
1506,2020-11-01,2020-11-07,45-49,זכר,5800.0,2382.0,137.0,0.0
1507,2020-11-01,2020-11-07,50-54,זכר,4913.0,1965.0,134.0,<15
1508,2020-11-01,2020-11-07,50-54,לא ידוע,18.0,0.0,0.0,0.0
1509,2020-11-01,2020-11-07,50-54,נקבה,7977.0,2085.0,151.0,<15
1510,2020-11-01,2020-11-07,55-59,נקבה,7615.0,1999.0,118.0,<15
1511,2020-11-01,2020-11-07,55-59,לא ידוע,<15,0.0,0.0,0.0
1512,2020-11-01,2020-11-07,55-59,זכר,4548.0,1760.0,122.0,<15
1513,2020-11-01,2020-11-07,60-64,זכר,4441.0,1709.0,78.0,<15
1514,2020-11-01,2020-11-07,60-64,נקבה,6696.0,1738.0,86.0,<15
1515,2020-11-01,2020-11-07,60-64,לא ידוע,<15,<15,0.0,0.0
1516,2020-11-01,2020-11-07,65-69,נקבה,5187.0,1593.0,82.0,<15
1517,2020-11-01,2020-11-07,65-69,זכר,4196.0,1717.0,67.0,<15
1518,2020-11-01,2020-11-07,65-69,לא ידוע,<15,<15,0.0,0.0
1519,2020-11-01,2020-11-07,70-74,לא ידוע,<15,0.0,0.0,0.0
1520,2020-11-01,2020-11-07,70-74,נקבה,4229.0,1297.0,55.0,<15
1521,2020-11-01,2020-11-07,70-74,זכר,3627.0,1482.0,40.0,<15
1522,2020-11-01,2020-11-07,75-79,נקבה,2445.0,735.0,32.0,<15
1523,2020-11-01,2020-11-07,75-79,זכר,1920.0,747.0,31.0,<15
1524,2020-11-01,2020-11-07,75-79,לא ידוע,<15,0.0,0.0,0.0
1525,2020-11-01,2020-11-07,80+,זכר,3720.0,866.0,42.0,20.0
1526,2020-11-01,2020-11-07,80+,לא ידוע,<15,<15,0.0,0.0
1527,2020-11-01,2020-11-07,80+,נקבה,7194.0,880.0,76.0,34.0
1528,2020-11-01,2020-11-07,NULL,זכר,1949.0,1340.0,26.0,0.0
1529,2020-11-01,2020-11-07,NULL,נקבה,1481.0,945.0,26.0,<15
1530,2020-11-01,2020-11-07,NULL,לא ידוע,197.0,133.0,<15,0.0
1531,2020-11-08,2020-11-14,0-19,לא ידוע,227.0,58.0,<15,0.0
1532,2020-11-08,2020-11-14,0-19,זכר,30612.0,14265.0,672.0,0.0
1533,2020-11-08,2020-11-14,0-19,נקבה,22212.0,12178.0,584.0,0.0
1534,2020-11-08,2020-11-14,20-24,זכר,7378.0,2502.0,192.0,0.0
1535,2020-11-08,2020-11-14,20-24,לא ידוע,<15,<15,0.0,0.0
1536,2020-11-08,2020-11-14,20-24,נקבה,7720.0,2920.0,220.0,0.0
1537,2020-11-08,2020-11-14,25-29,נקבה,9750.0,3505.0,228.0,0.0
1538,2020-11-08,2020-11-14,25-29,לא ידוע,17.0,<15,0.0,0.0
1539,2020-11-08,2020-11-14,25-29,זכר,7320.0,2787.0,136.0,0.0
1540,2020-11-08,2020-11-14,30-34,נקבה,10789.0,3900.0,157.0,0.0
1541,2020-11-08,2020-11-14,30-34,זכר,8057.0,3201.0,170.0,0.0
1542,2020-11-08,2020-11-14,30-34,לא ידוע,35.0,<15,<15,0.0
1543,2020-11-08,2020-11-14,35-39,לא ידוע,50.0,<15,0.0,0.0
1544,2020-11-08,2020-11-14,35-39,נקבה,10297.0,3685.0,169.0,0.0
1545,2020-11-08,2020-11-14,35-39,זכר,7918.0,3232.0,136.0,0.0
1546,2020-11-08,2020-11-14,40-44,נקבה,9521.0,3019.0,185.0,0.0
1547,2020-11-08,2020-11-14,40-44,לא ידוע,40.0,<15,0.0,0.0
1548,2020-11-08,2020-11-14,40-44,זכר,6912.0,2918.0,169.0,0.0
1549,2020-11-08,2020-11-14,45-49,לא ידוע,24.0,<15,0.0,0.0
1550,2020-11-08,2020-11-14,45-49,נקבה,9061.0,2560.0,164.0,<15
1551,2020-11-08,2020-11-14,45-49,זכר,6206.0,2482.0,136.0,<15
1552,2020-11-08,2020-11-14,50-54,זכר,4961.0,1939.0,127.0,<15
1553,2020-11-08,2020-11-14,50-54,לא ידוע,18.0,<15,<15,0.0
1554,2020-11-08,2020-11-14,50-54,נקבה,8146.0,2057.0,136.0,<15
1555,2020-11-08,2020-11-14,55-59,נקבה,7589.0,1881.0,109.0,<15
1556,2020-11-08,2020-11-14,55-59,לא ידוע,<15,<15,0.0,0.0
1557,2020-11-08,2020-11-14,55-59,זכר,4722.0,1819.0,112.0,<15
1558,2020-11-08,2020-11-14,60-64,זכר,4667.0,1852.0,85.0,<15
1559,2020-11-08,2020-11-14,60-64,נקבה,6918.0,1944.0,101.0,<15
1560,2020-11-08,2020-11-14,60-64,לא ידוע,<15,<15,0.0,0.0
1561,2020-11-08,2020-11-14,65-69,נקבה,5531.0,1823.0,79.0,<15
1562,2020-11-08,2020-11-14,65-69,זכר,4378.0,1895.0,80.0,<15
1563,2020-11-08,2020-11-14,65-69,לא ידוע,<15,<15,0.0,0.0
1564,2020-11-08,2020-11-14,70-74,לא ידוע,<15,<15,0.0,0.0
1565,2020-11-08,2020-11-14,70-74,נקבה,4404.0,1510.0,66.0,<15
1566,2020-11-08,2020-11-14,70-74,זכר,3831.0,1637.0,57.0,<15
1567,2020-11-08,2020-11-14,75-79,נקבה,2498.0,817.0,41.0,<15
1568,2020-11-08,2020-11-14,75-79,זכר,2171.0,880.0,40.0,<15
1569,2020-11-08,2020-11-14,75-79,לא ידוע,0.0,0.0,0.0,0.0
1570,2020-11-08,2020-11-14,80+,זכר,3805.0,988.0,37.0,<15
1571,2020-11-08,2020-11-14,80+,לא ידוע,<15,<15,0.0,0.0
1572,2020-11-08,2020-11-14,80+,נקבה,6836.0,1021.0,65.0,<15
1573,2020-11-08,2020-11-14,NULL,זכר,2154.0,1402.0,30.0,0.0
1574,2020-11-08,2020-11-14,NULL,נקבה,1554.0,1037.0,29.0,0.0
1575,2020-11-08,2020-11-14,NULL,לא ידוע,186.0,132.0,<15,0.0
1576,2020-11-15,2020-11-21,0-19,לא ידוע,292.0,120.0,<15,0.0
1577,2020-11-15,2020-11-21,0-19,זכר,39161.0,16338.0,676.0,0.0
1578,2020-11-15,2020-11-21,0-19,נקבה,27027.0,14633.0,681.0,0.0
1579,2020-11-15,2020-11-21,20-24,זכר,12008.0,3656.0,182.0,0.0
1580,2020-11-15,2020-11-21,20-24,לא ידוע,24.0,15.0,0.0,0.0
1581,2020-11-15,2020-11-21,20-24,נקבה,9867.0,3800.0,257.0,0.0
1582,2020-11-15,2020-11-21,25-29,נקבה,11714.0,4225.0,245.0,<15
1583,2020-11-15,2020-11-21,25-29,לא ידוע,46.0,23.0,0.0,0.0
1584,2020-11-15,2020-11-21,25-29,זכר,10374.0,3962.0,185.0,0.0
1585,2020-11-15,2020-11-21,30-34,נקבה,12538.0,4409.0,234.0,0.0
1586,2020-11-15,2020-11-21,30-34,זכר,10763.0,4274.0,157.0,0.0
1587,2020-11-15,2020-11-21,30-34,לא ידוע,72.0,32.0,0.0,0.0
1588,2020-11-15,2020-11-21,35-39,לא ידוע,84.0,24.0,0.0,0.0
1589,2020-11-15,2020-11-21,35-39,נקבה,12304.0,4369.0,203.0,0.0
1590,2020-11-15,2020-11-21,35-39,זכר,10284.0,4111.0,171.0,0.0
1591,2020-11-15,2020-11-21,40-44,נקבה,12117.0,4008.0,197.0,0.0
1592,2020-11-15,2020-11-21,40-44,לא ידוע,52.0,19.0,0.0,0.0
1593,2020-11-15,2020-11-21,40-44,זכר,9875.0,4175.0,161.0,0.0
1594,2020-11-15,2020-11-21,45-49,לא ידוע,43.0,22.0,0.0,0.0
1595,2020-11-15,2020-11-21,45-49,נקבה,11679.0,3592.0,205.0,<15
1596,2020-11-15,2020-11-21,45-49,זכר,9258.0,3972.0,156.0,0.0
1597,2020-11-15,2020-11-21,50-54,זכר,7762.0,3332.0,129.0,0.0
1598,2020-11-15,2020-11-21,50-54,לא ידוע,25.0,<15,0.0,0.0
1599,2020-11-15,2020-11-21,50-54,נקבה,10642.0,3041.0,164.0,0.0
1600,2020-11-15,2020-11-21,55-59,נקבה,9792.0,2713.0,120.0,<15
1601,2020-11-15,2020-11-21,55-59,לא ידוע,26.0,<15,0.0,0.0
1602,2020-11-15,2020-11-21,55-59,זכר,6982.0,2826.0,123.0,<15
1603,2020-11-15,2020-11-21,60-64,זכר,6528.0,2608.0,109.0,<15
1604,2020-11-15,2020-11-21,60-64,נקבה,8817.0,2611.0,111.0,0.0
1605,2020-11-15,2020-11-21,60-64,לא ידוע,<15,<15,0.0,0.0
