day_date,age_group,vaccinated_amount_cum,vaccinated_procces_amount_cum,not_vaccinated_amount_cum,verified_amount_vaccinated,verified_amount_vaccinated_procces,verified_amount_not_vaccinated,verified_vaccinated_normalized,verified_vaccinated_procces_normalized,verified_not_vaccinated_normalized,Serious_amount_vaccinated,Serious_amount_vaccinated_procces,Serious_amount_not_vaccinated,Serious_vaccinated_normalized,Serious_vaccinated_procces_normalized,Serious_not_vaccinated_normalized,New_Serious_amount_vaccinated,New_Serious_amount_vaccinated_procces,New_Serious_amount_not_vaccinated,New_Serious_vaccinated_normalized,New_Serious_vaccinated_procces_normalized,New_Serious_not_vaccinated_normalized,Death_amount_vaccinated,Death_amount_vaccinated_procces,Death_amount_not_vaccinated,Death_vaccinated_normalized,Death_vaccinated_procces_normalized,Death_not_vaccinated_normalized,boost_vaccinated_amount_cum,verified_boost_vaccinated_normalized,Serious_boost_vaccinated_normalized,New_Serious_boost_vaccinated_normalized,verified_amount_boost_vaccinated,Serious_amount_boost_vaccinated,New_Serious_amount_boost_vaccinated,Death_amount_boost_vaccinated,Death_amount_boost_vaccinated_normalized
2021-08-10T00:00:00.000Z,מעל גיל 60,1314457,24977,89790,686,4,59,52.2,16,65.7,219,9,87,16.7,36,96.9,,,,,,,,,,,,,,,,,,,,,
2021-08-11T00:00:00.000Z,מתחת לגיל 60,4282747,206387,3373382,2672,98,2503,62.4,47.5,74.2,27,0,57,0.6,0,1.7,,,,,,,,,,,,,,,,,,,,,
2021-08-11T00:00:00.000Z,כלל האוכלוסיה,5598131,231384,3462225,3321,103,2598,59.3,44.5,75,250,10,145,4.5,4.3,4.2,,,,,,,,,,,,,,,,,,,,,
2021-08-11T00:00:00.000Z,מעל גיל 60,1315116,24951,89157,649,5,79,49.3,20,88.6,223,10,88,17,40.1,98.7,,,,,,,,,,,,,,,,,,,,,
2021-08-12T00:00:00.000Z,מעל גיל 60,1315831,24870,88523,702,2,88,53.4,8,99.4,253,10,98,19.2,40.2,110.7,,,,,,,,,,,,,,,,,,,,,
2021-08-12T00:00:00.000Z,מתחת לגיל 60,4286097,209414,3367005,2619,81,2638,61.1,38.7,78.3,26,0,65,0.6,0,1.9,,,,,,,,,,,,,,,,,,,,,
2021-08-12T00:00:00.000Z,כלל האוכלוסיה,5602196,234330,3455214,3322,83,2740,59.3,35.4,79.3,279,10,163,5,4.3,4.7,,,,,,,,,,,,,,,,,,,,,
2021-08-13T00:00:00.000Z,מעל גיל 60,1316308,24787,88129,584,3,81,44.4,12.1,91.9,255,10,108,19.4,40.3,122.5,,,,,,,,,,,,,,,,,,,,,
2021-08-13T00:00:00.000Z,מתחת לגיל 60,4287592,211275,3363649,2519,91,2640,58.8,43.1,78.5,26,1,73,0.6,0.5,2.2,,,,,,,,,,,,,,,,,,,,,
2021-08-13T00:00:00.000Z,כלל האוכלוסיה,5604168,236108,3451464,3104,94,2745,55.4,39.8,79.5,281,11,181,5,4.7,5.2,,,,,,,,,,,,,,,,,,,,,
2021-08-14T00:00:00.000Z,מתחת לגיל 60,4287963,212812,3361741,1869,77,1799,43.6,36.2,53.5,25,1,73,0.6,0.5,2.2,,,,,,,,,,,,,,,,,,,,,
2021-08-14T00:00:00.000Z,מעל גיל 60,1316637,24795,87792,398,4,50,30.2,16.1,57,270,8,115,20.5,32.3,131,,,,,,,,,,,,,,,,,,,,,
2021-08-14T00:00:00.000Z,כלל האוכלוסיה,5604868,237653,3449219,2267,81,1866,40.4,34.1,54.1,295,9,188,5.3,3.8,5.5,,,,,,,,,,,,,,,,,,,,,
2021-08-15T00:00:00.000Z,כלל האוכלוסיה,5608687,241004,3442049,2741,102,2347,48.9,42.3,68.2,321,11,209,5.7,4.6,6.1,,,,,,,,,,,,,,,,,,,,,
2021-08-15T00:00:00.000Z,מתחת לגיל 60,4291012,216295,3355209,2306,98,2237,53.7,45.3,66.7,41,2,84,1,0.9,2.5,,,,,,,,,,,,,,,,,,,,,
2021-08-15T00:00:00.000Z,מעל גיל 60,1317407,24663,87154,434,3,89,32.9,12.2,102.1,280,9,125,21.3,36.5,143.4,,,,,,,,,,,,,,,,,,,,,
2021-08-16T00:00:00.000Z,מתחת לגיל 60,4293895,219706,3348915,3731,160,3957,86.9,72.8,118.2,39,1,86,0.9,0.5,2.6,,,,,,,,,,,,,,,,,,,,,
2021-08-16T00:00:00.000Z,כלל האוכלוסיה,5612393,244283,3435064,4525,167,4095,80.6,68.4,119.2,301,12,220,5.4,4.9,6.4,,,,,,,,,,,,,,,,,,,,,
2021-08-16T00:00:00.000Z,מעל גיל 60,1318230,24531,86463,789,7,115,59.9,28.5,133,262,11,134,19.9,44.8,155,,,,,,,,,,,,,,,,,,,,,
2021-08-17T00:00:00.000Z,מעל גיל 60,1318992,24480,85752,545,5,106,41.3,20.4,123.6,279,10,147,21.2,40.8,171.4,,,,,,,,,,,,,,,,,,,,,
2021-08-17T00:00:00.000Z,כלל האוכלוסיה,5615821,248635,3427284,4034,143,3776,71.8,57.5,110.2,327,10,237,5.8,4,6.9,,,,,,,,,,,,,,,,,,,,,
2021-08-17T00:00:00.000Z,מתחת לגיל 60,4296561,224109,3341846,3484,138,3643,81.1,61.6,109,48,0,90,1.1,0,2.7,,,,,,,,,,,,,,,,,,,,,
2021-08-18T00:00:00.000Z,כלל האוכלוסיה,5618629,254533,3418578,3951,148,3903,70.3,58.1,114.2,326,12,254,5.8,4.7,7.4,,,,,,,,,,,,,,,,,,,,,
2021-08-18T00:00:00.000Z,מתחת לגיל 60,4298773,229953,3333790,3392,143,3745,78.9,62.2,112.3,56,1,96,1.3,0.4,2.9,,,,,,,,,,,,,,,,,,,,,
2021-08-18T00:00:00.000Z,מעל גיל 60,1319588,24534,85102,557,5,115,42.2,20.4,135.1,270,11,158,20.5,44.8,185.7,,,,,,,,,,,,,,,,,,,,,
2021-08-19T00:00:00.000Z,מתחת לגיל 60,4301510,236622,3324384,3377,138,3608,78.5,58.3,108.5,55,0,105,1.3,0,3.2,,,,,,,,,,,,,,,,,,,,,
2021-08-19T00:00:00.000Z,כלל האוכלוסיה,5622002,261280,3408458,3898,153,3758,69.3,58.6,110.3,326,12,259,5.8,4.6,7.6,,,,,,,,,,,,,,,,,,,,,
2021-08-19T00:00:00.000Z,מעל גיל 60,1320224,24612,84388,519,15,120,39.3,60.9,142.2,271,12,154,20.5,48.8,182.5,,,,,,,,,,,,,,,,,,,,,
2021-08-20T00:00:00.000Z,מעל גיל 60,1320634,24575,84015,483,8,114,36.6,32.6,135.7,265,12,166,20.1,48.8,197.6,,,,,,,,,,,,,,,,,,,,,
2021-08-20T00:00:00.000Z,כלל האוכלוסיה,5624035,264005,3403700,3782,160,3959,67.2,60.6,116.3,320,13,270,5.7,4.9,7.9,,,,,,,,,,,,,,,,,,,,,
2021-08-20T00:00:00.000Z,מתחת לגיל 60,4303133,239383,3320000,3298,152,3814,76.6,63.5,114.9,55,1,104,1.3,0.4,3.1,,,,,,,,,,,,,,,,,,,,,
2021-08-21T00:00:00.000Z,מעל גיל 60,1321013,24497,83714,311,5,68,23.5,20.4,81.2,278,11,184,21,44.9,219.8,,,,,,,,,,,,,,,,,,,,,
2021-08-21T00:00:00.000Z,מתחת לגיל 60,4303800,241914,3316802,2316,98,2600,53.8,40.5,78.4,66,1,116,1.5,0.4,3.5,,,,,,,,,,,,,,,,,,,,,
2021-08-21T00:00:00.000Z,כלל האוכלוסיה,5625081,266458,3400201,2629,103,2683,46.7,38.7,78.9,344,12,300,6.1,4.5,8.8,,,,,,,,,,,,,,,,,,,,,
2021-08-22T00:00:00.000Z,מתחת לגיל 60,4308579,246379,3307558,3060,127,2939,71,51.5,88.9,69,2,121,1.6,0.8,3.7,,,,,,,,,,,,,,,,,,,,,
2021-08-22T00:00:00.000Z,כלל האוכלוסיה,5630711,270741,3390288,3391,136,3054,60.2,50.2,90.1,366,13,302,6.5,4.8,8.9,,,,,,,,,,,,,,,,,,,,,
2021-08-22T00:00:00.000Z,מעל גיל 60,1321863,24316,83045,328,9,86,24.8,37,103.6,297,11,181,22.5,45.2,218,,,,,,,,,,,,,,,,,,,,,
2021-08-23T00:00:00.000Z,מעל גיל 60,1322690,24144,82390,471,4,125,35.6,16.6,151.7,279,12,195,21.1,49.7,236.7,,,,,,,,,,,,,,,,,,,,,
2021-08-23T00:00:00.000Z,כלל האוכלוסיה,5636463,275995,3379282,4691,229,5085,83.2,83,150.5,347,14,323,6.2,5.1,9.6,,,,,,,,,,,,,,,,,,,,,
2021-08-23T00:00:00.000Z,מתחת לגיל 60,4313504,251805,3297207,4218,225,4932,97.8,89.4,149.6,68,2,128,1.6,0.8,3.9,,,,,,,,,,,,,,,,,,,,,
2021-08-24T00:00:00.000Z,כלל האוכלוסיה,5642874,281416,3367450,4786,245,5050,84.8,87.1,150,333,17,332,5.9,6,9.9,,,,,,,,,,,,,,,,,,,,,
2021-08-24T00:00:00.000Z,מתחת לגיל 60,4318980,257473,3286063,4373,233,4914,101.3,90.5,149.5,61,3,133,1.4,1.2,4,,,,,,,,,,,,,,,,,,,,,
2021-08-24T00:00:00.000Z,מעל גיל 60,1323625,23897,81702,412,12,108,31.1,50.2,132.2,272,14,199,20.5,58.6,243.6,,,,,,,,,,,,,,,,,,,,,
2021-08-25T00:00:00.000Z,מתחת לגיל 60,4324097,261521,3276898,3806,224,4681,88,85.7,142.8,60,3,144,1.4,1.1,4.4,,,,,,,,,,,,,,,,,,,,,
2021-08-25T00:00:00.000Z,מעל גיל 60,1324409,23734,81081,372,9,88,28.1,37.9,108.5,268,13,213,20.2,54.8,262.7,,,,,,,,,,,,,,,,,,,,,
2021-08-25T00:00:00.000Z,כלל האוכלוסיה,5648775,285301,3357664,4182,233,4805,74,81.7,143.1,328,16,357,5.8,5.6,10.6,,,,,,,,,,,,,,,,,,,,,
2021-08-26T00:00:00.000Z,מתחת לגיל 60,4330066,265115,3267335,3883,196,4508,89.7,73.9,138,62,2,146,1.4,0.8,4.5,,,,,,,,,,,,,,,,,,,,,
2021-08-26T00:00:00.000Z,כלל האוכלוסיה,5655669,288583,3347488,4249,203,4644,75.1,70.3,138.7,316,15,360,5.6,5.2,10.8,,,,,,,,,,,,,,,,,,,,,
2021-08-26T00:00:00.000Z,מעל גיל 60,1325334,23422,80468,365,7,102,27.5,29.9,126.8,254,13,214,19.2,55.5,265.9,,,,,,,,,,,,,,,,,,,,,
2021-08-27T00:00:00.000Z,מעל גיל 60,1325761,23326,80137,395,6,123,29.8,25.7,153.5,255,13,217,19.2,55.7,270.8,,,,,,,,,,,,,,,,,,,,,
2021-08-27T00:00:00.000Z,מתחת לגיל 60,4333152,266031,3263333,3491,225,4414,80.6,84.6,135.3,65,2,146,1.5,0.8,4.5,,,,,,,,,,,,,,,,,,,,,
2021-08-27T00:00:00.000Z,כלל האוכלוסיה,5659182,289403,3343155,3887,231,4561,68.7,79.8,136.4,320,15,363,5.7,5.2,10.9,,,,,,,,,,,,,,,,,,,,,
2021-08-28T00:00:00.000Z,מעל גיל 60,1326119,23250,79855,303,11,86,22.8,47.3,107.7,260,15,213,19.6,64.5,266.7,,,,,,,,,,,,,,,,,,,,,
2021-08-28T00:00:00.000Z,כלל האוכלוסיה,5661196,291103,3339441,3462,185,3633,61.2,63.6,108.8,329,17,358,5.8,5.8,10.7,,,,,,,,,,,,,,,,,,,,,
2021-08-28T00:00:00.000Z,מתחת לגיל 60,4334808,267807,3259901,3156,174,3534,72.8,65,108.4,69,2,145,1.6,0.7,4.4,,,,,,,,,,,,,,,,,,,,,
2021-08-29T00:00:00.000Z,מעל גיל 60,1326867,23088,79269,240,4,82,18.1,17.3,103.4,269,13,237,20.3,56.3,299,,,,,,,,,,,,,,,,,,,,,
2021-08-29T00:00:00.000Z,כלל האוכלוסיה,5667817,294942,3328981,3302,203,3274,58.3,68.8,98.3,340,17,396,6,5.8,11.9,,,,,,,,,,,,,,,,,,,,,
2021-08-29T00:00:00.000Z,מתחת לגיל 60,4340681,271808,3250027,3062,199,3167,70.5,73.2,97.4,71,4,159,1.6,1.5,4.9,,,,,,,,,,,,,,,,,,,,,
2021-08-30T00:00:00.000Z,כלל האוכלוסיה,5674192,301013,3316535,4548,342,6256,80.2,113.6,188.6,330,16,403,5.8,5.3,12.2,,,,,,,,,,,,,,,,,,,,,
2021-08-30T00:00:00.000Z,מעל גיל 60,1327634,22928,78662,299,15,118,22.5,65.4,150,261,12,235,19.7,52.3,298.7,,,,,,,,,,,,,,,,,,,,,
2021-08-30T00:00:00.000Z,מתחת לגיל 60,4346289,278039,3238188,4248,327,6101,97.7,117.6,188.4,69,4,168,1.6,1.4,5.2,,,,,,,,,,,,,,,,,,,,,
2021-08-31T00:00:00.000Z,מעל גיל 60,1328458,22683,78083,347,11,119,26.1,48.5,152.4,245,11,219,18.4,48.5,280.5,,,,,,,,,,,,,,,,,,,,,
2021-08-31T00:00:00.000Z,כלל האוכלוסיה,5681089,306305,3304346,4363,321,5747,76.8,104.8,173.9,316,17,378,5.6,5.6,11.4,,,,,,,,,,,,,,,,,,,,,
2021-08-31T00:00:00.000Z,מתחת לגיל 60,4352362,283576,3226578,4011,310,5586,92.2,109.3,173.1,71,6,159,1.6,2.1,4.9,,,,,,,,,,,,,,,,,,,,,
2021-09-01T00:00:00.000Z,כלל האוכלוסיה,5687485,308860,3295395,4555,351,6368,80.1,113.6,193.2,294,16,374,5.2,5.2,11.3,,,,,,,,,,,,,,,,,,,,,
2021-09-01T00:00:00.000Z,מתחת לגיל 60,4357996,286351,3218169,4221,334,6185,96.9,116.6,192.2,63,6,159,1.4,2.1,4.9,,,,,,,,,,,,,,,,,,,,,
2021-09-01T00:00:00.000Z,מעל גיל 60,1329219,22464,77541,333,17,126,25.1,75.7,162.5,231,10,215,17.4,44.5,277.3,,,,,,,,,,,,,,,,,,,,,
2021-09-02T00:00:00.000Z,מעל גיל 60,1329981,22305,76938,296,8,89,22.3,35.9,115.7,220,9,219,16.5,40.3,284.6,,,,,,,,,,,,,,,,,,,,,
2021-09-02T00:00:00.000Z,כלל האוכלוסיה,5694973,310206,3286561,4354,355,6560,76.5,114.4,199.6,284,14,377,5,4.5,11.5,,,,,,,,,,,,,,,,,,,,,
2021-09-02T00:00:00.000Z,מתחת לגיל 60,4364722,287856,3209938,4057,347,6415,92.9,120.5,199.8,64,5,158,1.5,1.7,4.9,,,,,,,,,,,,,,,,,,,,,
2021-09-03T00:00:00.000Z,מעל גיל 60,1330357,22188,76679,169,5,64,12.7,22.5,83.5,220,7,210,16.5,31.5,273.9,,,,,,,,,,,,,,,,,,,,,
2021-09-03T00:00:00.000Z,כלל האוכלוסיה,5698501,309039,3284200,2599,201,3367,45.6,65,102.5,277,11,366,4.9,3.6,11.1,,,,,,,,,,,,,,,,,,,,,
2021-09-03T00:00:00.000Z,מתחת לגיל 60,4367873,286807,3207836,2429,196,3277,55.6,68.3,102.2,57,4,156,1.3,1.4,4.9,,,,,,,,,,,,,,,,,,,,,
