section,male,female,period,order_period
0-9,"{'amount': 23, 'percentage': 0.1}","{'amount': 20, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 25, 'percentage': 0.1}","{'amount': 21, 'percentage': 0.1}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 1.4}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
0-9,"{'amount': 2, 'percentage': 0.6}","{'amount': 2, 'percentage': 0.6}",3 חודשים,4
0-9,"{'amount': 10, 'percentage': 0.1}","{'amount': 14, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 10, 'percentage': 0.1}","{'amount': 21, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 1, 'percentage': 1.4}",חודש אחרון,5
10-19,"{'amount': 28, 'percentage': 0.2}","{'amount': 44, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 0.6}",3 חודשים,4
10-19,"{'amount': 26, 'percentage': 0.2}","{'amount': 42, 'percentage': 0.3}",שנה,2
20-29,"{'amount': 4, 'percentage': 1.3}","{'amount': 3, 'percentage': 1}",3 חודשים,4
20-29,"{'amount': 2, 'percentage': 2.9}","{'amount': 1, 'percentage': 1.4}",חודש אחרון,5
20-29,"{'amount': 136, 'percentage': 0.8}","{'amount': 159, 'percentage': 1}",שנה,2
20-29,"{'amount': 140, 'percentage': 0.8}","{'amount': 162, 'percentage': 1}",מתחילת קורונה,1
20-29,"{'amount': 85, 'percentage': 1.2}","{'amount': 98, 'percentage': 1.3}",6 חודשים,3
30-39,"{'amount': 412, 'percentage': 2.4}","{'amount': 349, 'percentage': 2.1}",מתחילת קורונה,1
30-39,"{'amount': 398, 'percentage': 2.5}","{'amount': 340, 'percentage': 2.1}",שנה,2
30-39,"{'amount': 1, 'percentage': 1.4}","{'amount': 3, 'percentage': 4.3}",חודש אחרון,5
30-39,"{'amount': 5, 'percentage': 1.6}","{'amount': 18, 'percentage': 5.8}",3 חודשים,4
30-39,"{'amount': 216, 'percentage': 3}","{'amount': 213, 'percentage': 2.9}",6 חודשים,3
40-49,"{'amount': 488, 'percentage': 6.7}","{'amount': 305, 'percentage': 4.2}",6 חודשים,3
40-49,"{'amount': 19, 'percentage': 6.1}","{'amount': 6, 'percentage': 1.9}",3 חודשים,4
40-49,"{'amount': 3, 'percentage': 4.3}","{'amount': 2, 'percentage': 2.9}",חודש אחרון,5
40-49,"{'amount': 916, 'percentage': 5.6}","{'amount': 563, 'percentage': 3.5}",שנה,2
40-49,"{'amount': 937, 'percentage': 5.6}","{'amount': 574, 'percentage': 3.4}",מתחילת קורונה,1
50-59,"{'amount': 20, 'percentage': 6.4}","{'amount': 22, 'percentage': 7.1}",3 חודשים,4
50-59,"{'amount': 4, 'percentage': 5.8}","{'amount': 3, 'percentage': 4.3}",חודש אחרון,5
50-59,"{'amount': 1468, 'percentage': 9}","{'amount': 968, 'percentage': 6}",שנה,2
50-59,"{'amount': 1528, 'percentage': 9.1}","{'amount': 982, 'percentage': 5.8}",מתחילת קורונה,1
50-59,"{'amount': 690, 'percentage': 9.5}","{'amount': 463, 'percentage': 6.4}",6 חודשים,3
60-69,"{'amount': 759, 'percentage': 10.4}","{'amount': 594, 'percentage': 8.2}",6 חודשים,3
60-69,"{'amount': 25, 'percentage': 8}","{'amount': 37, 'percentage': 11.9}",3 חודשים,4
60-69,"{'amount': 5, 'percentage': 7.2}","{'amount': 11, 'percentage': 15.9}",חודש אחרון,5
60-69,"{'amount': 2123, 'percentage': 12.6}","{'amount': 1313, 'percentage': 7.8}",מתחילת קורונה,1
60-69,"{'amount': 2045, 'percentage': 12.6}","{'amount': 1287, 'percentage': 7.9}",שנה,2
70-79,"{'amount': 800, 'percentage': 11}","{'amount': 678, 'percentage': 9.3}",6 חודשים,3
70-79,"{'amount': 10, 'percentage': 14.5}","{'amount': 5, 'percentage': 7.2}",חודש אחרון,5
70-79,"{'amount': 2224, 'percentage': 13.2}","{'amount': 1543, 'percentage': 9.2}",מתחילת קורונה,1
70-79,"{'amount': 2116, 'percentage': 13}","{'amount': 1494, 'percentage': 9.2}",שנה,2
70-79,"{'amount': 37, 'percentage': 11.9}","{'amount': 38, 'percentage': 12.2}",3 חודשים,4
80-89,"{'amount': 1579, 'percentage': 9.4}","{'amount': 1606, 'percentage': 9.5}",מתחילת קורונה,1
80-89,"{'amount': 626, 'percentage': 8.6}","{'amount': 698, 'percentage': 9.6}",6 חודשים,3
80-89,"{'amount': 8, 'percentage': 11.6}","{'amount': 7, 'percentage': 10.1}",חודש אחרון,5
80-89,"{'amount': 30, 'percentage': 9.6}","{'amount': 23, 'percentage': 7.4}",3 חודשים,4
80-89,"{'amount': 1504, 'percentage': 9.3}","{'amount': 1535, 'percentage': 9.5}",שנה,2
90+,"{'amount': 509, 'percentage': 3}","{'amount': 760, 'percentage': 4.5}",מתחילת קורונה,1
90+,"{'amount': 224, 'percentage': 3.1}","{'amount': 295, 'percentage': 4}",6 חודשים,3
90+,"{'amount': 4, 'percentage': 1.3}","{'amount': 15, 'percentage': 4.8}",3 חודשים,4
90+,"{'amount': 0, 'percentage': 0}","{'amount': 2, 'percentage': 2.9}",חודש אחרון,5
90+,"{'amount': 477, 'percentage': 2.9}","{'amount': 720, 'percentage': 4.4}",שנה,2
