age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,610383,381916,1538337,39.7,24.8
20-29,1020419,932592,1300361,78.5,71.7
30-39,992046,924383,1197026,82.9,77.2
40-49,945311,887013,1098556,86.1,80.7
50-59,760165,716240,849966,89.4,84.3
60-69,672777,643668,741639,90.7,86.8
70-79,468042,454913,490784,95.4,92.7
80-89,211660,205474,225538,93.8,91.1
90+,47986,46148,51496,93.2,89.6
