section,female,male,period,order_period
0-9,"{'amount': 2480, 'percentage': 17.3}","{'amount': 2347, 'percentage': 16.4}",חודש אחרון,5
0-9,"{'amount': 111149, 'percentage': 11.2}","{'amount': 113660, 'percentage': 11.4}",שנה,2
0-9,"{'amount': 67475, 'percentage': 13.6}","{'amount': 68250, 'percentage': 13.8}",6 חודשים,3
0-9,"{'amount': 44384, 'percentage': 15.7}","{'amount': 44580, 'percentage': 15.8}",3 חודשים,4
0-9,"{'amount': 129426, 'percentage': 9.8}","{'amount': 132370, 'percentage': 10}",מתחילת קורונה,1
10-19,"{'amount': 145274, 'percentage': 10.9}","{'amount': 141453, 'percentage': 10.7}",מתחילת קורונה,1
10-19,"{'amount': 2195, 'percentage': 15.3}","{'amount': 1725, 'percentage': 12}",חודש אחרון,5
10-19,"{'amount': 35885, 'percentage': 12.7}","{'amount': 30207, 'percentage': 10.7}",3 חודשים,4
10-19,"{'amount': 56364, 'percentage': 11.4}","{'amount': 49287, 'percentage': 10}",6 חודשים,3
10-19,"{'amount': 114220, 'percentage': 11.5}","{'amount': 101487, 'percentage': 10.2}",שנה,2
20-29,"{'amount': 38356, 'percentage': 7.8}","{'amount': 28822, 'percentage': 5.8}",6 חודשים,3
20-29,"{'amount': 21543, 'percentage': 7.6}","{'amount': 15360, 'percentage': 5.4}",3 חודשים,4
20-29,"{'amount': 815, 'percentage': 5.7}","{'amount': 456, 'percentage': 3.2}",חודש אחרון,5
20-29,"{'amount': 121099, 'percentage': 9.1}","{'amount': 100499, 'percentage': 7.6}",מתחילת קורונה,1
20-29,"{'amount': 88322, 'percentage': 8.9}","{'amount': 68184, 'percentage': 6.8}",שנה,2
30-39,"{'amount': 78574, 'percentage': 7.9}","{'amount': 60493, 'percentage': 6.1}",שנה,2
30-39,"{'amount': 40710, 'percentage': 8.2}","{'amount': 28750, 'percentage': 5.8}",6 חודשים,3
30-39,"{'amount': 23507, 'percentage': 8.3}","{'amount': 15526, 'percentage': 5.5}",3 חודשים,4
30-39,"{'amount': 1070, 'percentage': 7.5}","{'amount': 616, 'percentage': 4.3}",חודש אחרון,5
30-39,"{'amount': 102029, 'percentage': 7.7}","{'amount': 82528, 'percentage': 6.2}",מתחילת קורונה,1
40-49,"{'amount': 60905, 'percentage': 6.1}","{'amount': 49166, 'percentage': 4.9}",שנה,2
40-49,"{'amount': 29750, 'percentage': 6}","{'amount': 23399, 'percentage': 4.7}",6 חודשים,3
40-49,"{'amount': 15151, 'percentage': 5.4}","{'amount': 11552, 'percentage': 4.1}",3 חודשים,4
40-49,"{'amount': 752, 'percentage': 5.2}","{'amount': 573, 'percentage': 4}",חודש אחרון,5
40-49,"{'amount': 82864, 'percentage': 6.2}","{'amount': 68476, 'percentage': 5.2}",מתחילת קורונה,1
50-59,"{'amount': 16416, 'percentage': 3.3}","{'amount': 12981, 'percentage': 2.6}",6 חודשים,3
50-59,"{'amount': 7125, 'percentage': 2.5}","{'amount': 5277, 'percentage': 1.9}",3 חודשים,4
50-59,"{'amount': 37814, 'percentage': 3.8}","{'amount': 31267, 'percentage': 3.1}",שנה,2
50-59,"{'amount': 54497, 'percentage': 4.1}","{'amount': 46407, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 303, 'percentage': 2.1}","{'amount': 262, 'percentage': 1.8}",חודש אחרון,5
60-69,"{'amount': 3934, 'percentage': 1.4}","{'amount': 2931, 'percentage': 1}",3 חודשים,4
60-69,"{'amount': 10103, 'percentage': 2}","{'amount': 8295, 'percentage': 1.7}",6 חודשים,3
60-69,"{'amount': 237, 'percentage': 1.7}","{'amount': 155, 'percentage': 1.1}",חודש אחרון,5
60-69,"{'amount': 33506, 'percentage': 2.5}","{'amount': 31072, 'percentage': 2.3}",מתחילת קורונה,1
60-69,"{'amount': 23070, 'percentage': 2.3}","{'amount': 20016, 'percentage': 2}",שנה,2
70-79,"{'amount': 132, 'percentage': 0.9}","{'amount': 93, 'percentage': 0.6}",חודש אחרון,5
70-79,"{'amount': 1850, 'percentage': 0.7}","{'amount': 1425, 'percentage': 0.5}",3 חודשים,4
70-79,"{'amount': 5366, 'percentage': 1.1}","{'amount': 4531, 'percentage': 0.9}",6 חודשים,3
70-79,"{'amount': 11962, 'percentage': 1.2}","{'amount': 10320, 'percentage': 1}",שנה,2
70-79,"{'amount': 17197, 'percentage': 1.3}","{'amount': 15839, 'percentage': 1.2}",מתחילת קורונה,1
80-89,"{'amount': 998, 'percentage': 0.4}","{'amount': 695, 'percentage': 0.2}",3 חודשים,4
80-89,"{'amount': 6725, 'percentage': 0.7}","{'amount': 4806, 'percentage': 0.5}",שנה,2
80-89,"{'amount': 2671, 'percentage': 0.5}","{'amount': 2072, 'percentage': 0.4}",6 חודשים,3
80-89,"{'amount': 53, 'percentage': 0.4}","{'amount': 44, 'percentage': 0.3}",חודש אחרון,5
80-89,"{'amount': 9806, 'percentage': 0.7}","{'amount': 7171, 'percentage': 0.5}",מתחילת קורונה,1
90+,"{'amount': 3578, 'percentage': 0.3}","{'amount': 1746, 'percentage': 0.1}",מתחילת קורונה,1
90+,"{'amount': 13, 'percentage': 0.1}","{'amount': 4, 'percentage': 0}",חודש אחרון,5
90+,"{'amount': 298, 'percentage': 0.1}","{'amount': 156, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 814, 'percentage': 0.2}","{'amount': 444, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 2286, 'percentage': 0.2}","{'amount': 1182, 'percentage': 0.1}",שנה,2
