name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
נצרת,3,ירוק,2.7,0.0042072630646,-0.4615384615385,76,ירוק,2021-11-28T00:00:00.000Z,66.09,57.44,32.06,9.8
פרדסיה,2.2,ירוק,1.5,0.0023923444976,0, קטן מ-15 ,ירוק,2021-11-28T00:00:00.000Z,83.69,80.64,64.5,
נוקדים,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-11-28T00:00:00.000Z,45.39,41.37,30.26,
קציר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-11-28T00:00:00.000Z,63.58,61.38,47.89,0.0
מעלה אדומים,2.4,ירוק,2.4,0.0045662100456,0, קטן מ-15 ,ירוק,2021-11-28T00:00:00.000Z,74.45,69.00,51.74,
נופית,2,ירוק,0.0,0,0, 0 ,ירוק,2021-11-28T00:00:00.000Z,86.68,84.07,69.95,0.0
ירוחם,2,ירוק,0.9,0.0020161290322,0, קטן מ-15 ,ירוק,2021-11-28T00:00:00.000Z,66.46,60.21,43.41,
פסגות,2,ירוק,0.0,0,0, 0 ,ירוק,2021-11-28T00:00:00.000Z,62.32,56.22,40.54,0.0
אום בטין,7.7,צהוב,33.5,0.0892857142857,0.25,29,אדום,2021-11-28T00:00:00.000Z,17.67,14.15,4.42,64.7
בסמת טבעון,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-11-28T00:00:00.000Z,57.16,52.07,26.33,
זמר,5.8,צהוב,15.2,0.0178282009724,-0.3125,26,צהוב,2021-11-28T00:00:00.000Z,63.88,56.85,31.47,36.0
כפר מצר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-11-28T00:00:00.000Z,65.26,56.16,29.73,0.0
צפת,2.5,ירוק,1.9,0.0058626465661,-0.2307692307693,21,ירוק,2021-11-28T00:00:00.000Z,43.64,38.67,25.05,5.8
כוכב יאיר,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-11-28T00:00:00.000Z,מעל 90%,89.64,76.17,
עכו,1.9,ירוק,5.0,0.0103993344425,-0.3902439024391,81,ירוק,2021-11-28T00:00:00.000Z,73.50,67.68,46.59,16.4
מצפה יריחו,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-11-28T00:00:00.000Z,51.50,46.24,32.94,
בית חשמונאי,2,ירוק,0.0,0,0, 0 ,ירוק,2021-11-28T00:00:00.000Z,80.63,77.16,59.34,0.0
יאנוח-ג'ת,2.4,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-11-28T00:00:00.000Z,70.15,59.85,37.58,
שלומי,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-11-28T00:00:00.000Z,72.62,69.00,50.74,
צופים,2,ירוק,0.0,0,0, 0 ,ירוק,2021-11-28T00:00:00.000Z,63.99,59.78,43.94,0.0
