period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,115119,17050,14.81
3_Month,0-9,445323,185219,41.59
6_Month,0-9,1226003,502325,40.97
1_Year,0-9,1488367,621477,41.76
All,0-9,1692196,729484,43.11
1_Month,10-19,127560,13067,10.24
3_Month,10-19,436615,171022,39.17
6_Month,10-19,1144228,538006,47.02
1_Year,10-19,1385245,625627,45.16
All,10-19,1609346,771251,47.92
1_Month,20-29,153016,15277,9.98
3_Month,20-29,465787,124772,26.79
6_Month,20-29,974434,370806,38.05
1_Year,20-29,1203445,432499,35.94
All,20-29,1427858,554569,38.84
1_Month,30-39,150593,21909,14.55
3_Month,30-39,470765,154803,32.88
6_Month,30-39,948937,401113,42.27
1_Year,30-39,1146551,463920,40.46
All,30-39,1328999,550533,41.42
1_Month,40-49,151523,20718,13.67
3_Month,40-49,450267,145719,32.36
6_Month,40-49,867178,368566,42.5
1_Year,40-49,1026484,416969,40.62
All,40-49,1179799,491515,41.66
1_Month,50-59,135611,17811,13.13
3_Month,50-59,369976,102975,27.83
6_Month,50-59,663803,246151,37.08
1_Year,50-59,786958,273704,34.78
All,50-59,911439,331138,36.33
1_Month,60-69,120458,17545,14.57
3_Month,60-69,316466,76506,24.18
6_Month,60-69,542901,170514,31.41
1_Year,60-69,643365,187939,29.21
All,60-69,742103,226495,30.52
1_Month,70-79,83070,12972,15.62
3_Month,70-79,208409,46432,22.28
6_Month,70-79,339021,93784,27.66
1_Year,70-79,404209,103321,25.56
All,70-79,468409,123817,26.43
1_Month,80-89,36075,5167,14.32
3_Month,80-89,79951,17755,22.21
6_Month,80-89,127425,36002,28.25
1_Year,80-89,156547,40565,25.91
All,80-89,198000,51574,26.05
1_Month,90+,10118,1318,13.03
3_Month,90+,19414,4302,22.16
6_Month,90+,30062,9198,30.6
1_Year,90+,37440,10396,27.77
All,90+,51404,14070,27.37
