gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,מתחילת קורונה,442563,9.5,8,0.1,34,0.5,125,0.4,3348,3.7
זכר,0-9,חודש אחרון,501,1.2,0,0,0,0,1,0.2,47,2.2
זכר,0-9,3 חודשים,1574,1.7,0,0,1,0.5,1,0.1,93,2.2
זכר,0-9,שנה,302011,9,5,0.1,20,1,66,0.6,1964,4.9
זכר,0-9,6 חודשים,23369,4.2,1,0.1,5,0.8,9,0.3,562,3.6
נקבה,0-9,6 חודשים,20880,3.7,0,0,2,0.3,9,0.3,432,2.8
נקבה,0-9,מתחילת קורונה,364632,7.8,4,0,18,0.3,78,0.2,2697,3
נקבה,0-9,חודש אחרון,555,1.4,0,0,1,0.9,0,0,26,1.2
נקבה,0-9,3 חודשים,1917,2.1,0,0,1,0.5,0,0,64,1.5
נקבה,0-9,שנה,240852,7.2,2,0.1,11,0.6,43,0.4,1578,4
זכר,10-19,3 חודשים,2786,3.1,0,0,0,0,0,0,20,0.5
זכר,10-19,מתחילת קורונה,441314,9.4,6,0.1,25,0.4,81,0.2,1094,1.2
זכר,10-19,חודש אחרון,1236,3.1,0,0,0,0,0,0,11,0.5
זכר,10-19,שנה,291937,8.7,3,0.1,11,0.6,28,0.3,470,1.2
זכר,10-19,6 חודשים,21614,3.8,0,0,1,0.2,4,0.1,126,0.8
נקבה,10-19,מתחילת קורונה,433282,9.3,7,0.1,23,0.3,83,0.3,1238,1.4
נקבה,10-19,חודש אחרון,1848,4.6,0,0,0,0,1,0.2,11,0.5
נקבה,10-19,3 חודשים,4163,4.6,0,0,0,0,2,0.2,22,0.5
נקבה,10-19,שנה,293578,8.8,2,0.1,9,0.5,22,0.2,508,1.3
נקבה,10-19,6 חודשים,24058,4.3,0,0,0,0,6,0.2,137,0.9
זכר,20-29,6 חודשים,24440,4.3,2,0.2,7,1.1,10,0.3,177,1.1
זכר,20-29,שנה,171339,5.1,4,0.1,18,0.9,49,0.5,543,1.4
זכר,20-29,מתחילת קורונה,271554,5.8,26,0.2,61,0.9,252,0.8,1704,1.9
זכר,20-29,חודש אחרון,1642,4.1,1,1.1,3,2.6,1,0.2,25,1.2
זכר,20-29,3 חודשים,3158,3.5,1,0.5,5,2.3,3,0.4,40,1
נקבה,20-29,6 חודשים,34809,6.2,0,0,7,1.1,14,0.4,582,3.7
נקבה,20-29,מתחילת קורונה,385964,8.2,22,0.2,63,0.9,284,0.9,5475,6
נקבה,20-29,חודש אחרון,2800,7,0,0,1,0.9,0,0,40,1.9
נקבה,20-29,שנה,263689,7.9,6,0.2,19,1,40,0.4,2269,5.7
נקבה,20-29,3 חודשים,5415,6,0,0,1,0.5,2,0.2,87,2.1
זכר,30-39,6 חודשים,30487,5.4,0,0,4,0.7,16,0.4,222,1.4
זכר,30-39,שנה,190848,5.7,11,0.3,33,1.7,77,0.7,677,1.7
זכר,30-39,חודש אחרון,1862,4.6,0,0,1,0.9,0,0,23,1.1
זכר,30-39,מתחילת קורונה,272447,5.8,53,0.4,107,1.6,642,2,2389,2.6
זכר,30-39,3 חודשים,3952,4.4,0,0,1,0.5,1,0.1,41,1
נקבה,30-39,מתחילת קורונה,393470,8.4,40,0.3,115,1.7,607,1.9,5561,6.1
נקבה,30-39,חודש אחרון,2878,7.2,0,0,2,1.7,4,1,53,2.5
נקבה,30-39,3 חודשים,6058,6.7,0,0,3,1.4,8,1,104,2.5
נקבה,30-39,שנה,289810,8.7,8,0.2,26,1.3,83,0.8,2286,5.7
נקבה,30-39,6 חודשים,42453,7.5,2,0.2,13,2.1,15,0.4,603,3.8
זכר,40-49,6 חודשים,29665,5.3,5,0.5,10,1.6,37,1,299,1.9
זכר,40-49,שנה,179450,5.4,25,0.7,59,3,179,1.7,884,2.2
זכר,40-49,מתחילת קורונה,247071,5.3,125,1.1,271,4.1,1439,4.4,3778,4.1
זכר,40-49,חודש אחרון,1916,4.8,0,0,0,0,3,0.7,23,1.1
זכר,40-49,3 חודשים,4033,4.5,0,0,2,0.9,6,0.7,63,1.5
נקבה,40-49,מתחילת קורונה,355661,7.6,82,0.7,145,2.2,986,3,3749,4.1
נקבה,40-49,חודש אחרון,3526,8.8,2,2.2,2,1.7,0,0,25,1.2
נקבה,40-49,3 חודשים,7338,8.1,2,0.9,3,1.4,3,0.4,62,1.5
נקבה,40-49,שנה,271328,8.1,18,0.5,28,1.4,111,1.1,1015,2.5
נקבה,40-49,6 חודשים,44990,8,6,0.6,8,1.3,25,0.7,299,1.9
זכר,50-59,מתחילת קורונה,174786,3.7,401,3.4,571,8.6,2319,7.2,5267,5.8
זכר,50-59,חודש אחרון,1966,4.9,1,1.1,7,6.1,15,3.6,68,3.2
זכר,50-59,3 חודשים,4227,4.7,2,0.9,12,5.6,21,2.6,140,3.3
זכר,50-59,שנה,128924,3.9,84,2.3,133,6.7,395,3.8,1504,3.8
זכר,50-59,6 חודשים,27534,4.9,12,1.2,27,4.4,97,2.7,517,3.3
נקבה,50-59,מתחילת קורונה,252201,5.4,209,1.8,274,4.1,1636,5,4201,4.6
נקבה,50-59,חודש אחרון,3604,9,2,2.2,3,2.6,8,1.9,57,2.6
