period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,7101,1075,15.14
3_Month,0-9,19469,3659,18.79
6_Month,0-9,107010,45604,42.62
1_Year,0-9,1234577,538399,43.61
All,0-9,1714360,767346,44.76
1_Month,10-19,11503,3027,26.31
3_Month,10-19,28809,6985,24.25
6_Month,10-19,116506,46610,40.01
1_Year,10-19,1158279,576453,49.77
All,10-19,1631187,809845,49.65
1_Month,20-29,17263,4359,25.25
3_Month,20-29,41588,8600,20.68
6_Month,20-29,155780,60196,38.64
1_Year,20-29,1021800,427621,41.85
All,20-29,1476062,606737,41.11
1_Month,30-39,17213,4655,27.04
3_Month,30-39,41082,10047,24.46
6_Month,30-39,169171,73932,43.7
1_Year,30-39,991932,471013,47.48
All,30-39,1374387,615371,44.77
1_Month,40-49,18511,5316,28.72
3_Month,40-49,42824,11390,26.6
6_Month,40-49,166412,75687,45.48
1_Year,40-49,905836,441701,48.76
All,40-49,1221169,559604,45.83
1_Month,50-59,19154,5430,28.35
3_Month,50-59,43334,11966,27.61
6_Month,50-59,154592,72857,47.13
1_Year,50-59,711508,320397,45.03
All,50-59,956790,400709,41.88
1_Month,60-69,21283,5818,27.34
3_Month,60-69,49438,14035,28.39
6_Month,60-69,166074,80321,48.36
1_Year,60-69,600191,254626,42.42
All,60-69,790940,307257,38.85
1_Month,70-79,22907,5728,25.01
3_Month,70-79,51372,14796,28.8
6_Month,70-79,151252,74145,49.02
1_Year,70-79,399864,172259,43.08
All,70-79,516791,200528,38.8
1_Month,80-89,18858,3022,16.03
3_Month,80-89,33720,7092,21.03
6_Month,80-89,77316,33174,42.91
1_Year,80-89,157235,70127,44.6
All,80-89,221094,84747,38.33
1_Month,90+,6909,892,12.91
3_Month,90+,11258,1883,16.73
6_Month,90+,21798,8311,38.13
1_Year,90+,37754,17449,46.22
All,90+,58004,21999,37.93
