cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Sinan,קטן מ-15,אין מידע,18,12.58,6.21,כתום,14306
Afula,קטן מ-15,אין מידע,119,20.93,8.65,אדום,56844
Akko,קטן מ-15,אין מידע,46,9.29,5.7,צהוב,49517
Arad,קטן מ-15,אין מידע,36,13.25,7.38,כתום,27170
Ashdod,34,7.44,457,20.19,8.69,אדום,226329
Ashqelon,50,14.62,342,23.35,7.84,אדום,146442
Bat Yam,21,9.09,231,18.08,6.67,כתום,127772
Be'er Sheva,66,13.47,490,23.26,6.61,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,36,12.49,8.49,אדום,28818
Bene Beraq,קטן מ-15,אין מידע,81,3.89,4.65,צהוב,208031
Bet She'an,0,0,28,14.75,6.72,כתום,18980
Bet Shemesh,קטן מ-15,אין מידע,33,2.50,6.04,כתום,132210
Binyamina-Giv'at Ada,קטן מ-15,אין מידע,23,14.40,9.59,אדום,15971
Dimona,קטן מ-15,אין מידע,86,24.60,6.28,כתום,34954
Efrat,קטן מ-15,אין מידע,21,18.39,9.28,אדום,11420
Elat,קטן מ-15,אין מידע,57,10.86,8.67,אדום,52507
Even Yehuda,0,0,44,31.35,8.05,אדום,14036
Gan Yavne,קטן מ-15,אין מידע,31,12.98,9.42,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,29,13.48,7.05,כתום,21508
Gedera,קטן מ-15,אין מידע,69,23.95,6.7,כתום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,24,8.81,7.73,אדום,27236
Giv'atayim,15,13.76,109,17.91,8.28,אדום,60872
Hadera,קטן מ-15,אין מידע,168,16.98,7.44,כתום,98928
Haifa,38,7.05,539,18.91,6.29,כתום,284981
Harish,קטן מ-15,אין מידע,24,12.24,8.54,אדום,19608
Herzliyya,21,11.80,178,17.94,7.55,אדום,99208
Hod Hasharon,קטן מ-15,אין מידע,113,17.45,7.29,כתום,64755
