gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,417432,10.5,7,0.1,30,0.5,113,0.4
זכר,0-9,3 חודשים,236322,11.1,2,0.1,15,1.3,50,0.9
זכר,0-9,שנה,348921,11,5,0.1,22,0.9,81,0.7
זכר,0-9,חודש אחרון,19451,6.9,0,0,1,0.4,13,1.7
זכר,0-9,6 חודשים,280935,10.5,4,0.2,17,1.1,57,0.8
נקבה,0-9,מתחילת קורונה,333208,8.3,5,0,15,0.3,70,0.2
נקבה,0-9,חודש אחרון,15103,5.4,0,0,2,0.8,2,0.3
נקבה,0-9,3 חודשים,172266,8.1,2,0.1,8,0.7,31,0.5
נקבה,0-9,6 חודשים,214293,8,2,0.1,8,0.5,38,0.6
נקבה,0-9,שנה,275704,8.7,2,0,9,0.4,53,0.4
זכר,10-19,חודש אחרון,16470,5.8,0,0,0,0,1,0.1
זכר,10-19,מתחילת קורונה,418460,10.5,7,0.1,23,0.4,78,0.3
זכר,10-19,3 חודשים,211627,9.9,4,0.2,9,0.8,21,0.4
זכר,10-19,6 חודשים,271609,10.1,4,0.2,10,0.7,27,0.4
זכר,10-19,שנה,321935,10.2,5,0.1,14,0.6,43,0.4
נקבה,10-19,מתחילת קורונה,398147,10,7,0.1,23,0.4,77,0.3
נקבה,10-19,חודש אחרון,16638,5.9,0,0,1,0.4,3,0.4
נקבה,10-19,3 חודשים,194258,9.1,2,0.1,8,0.7,11,0.2
נקבה,10-19,6 חודשים,263125,9.8,2,0.1,10,0.7,17,0.2
נקבה,10-19,שנה,314056,9.9,4,0.1,15,0.6,35,0.3
זכר,20-29,מתחילת קורונה,243780,6.1,24,0.2,53,0.9,238,0.8
זכר,20-29,3 חודשים,107316,5,2,0.1,10,0.8,28,0.5
זכר,20-29,6 חודשים,143798,5.4,3,0.1,15,1,40,0.6
זכר,20-29,שנה,172747,5.5,5,0.1,22,0.9,90,0.8
זכר,20-29,חודש אחרון,16336,5.8,1,0.5,3,1.1,1,0.1
נקבה,20-29,מתחילת קורונה,341766,8.6,22,0.2,58,1,271,0.9
נקבה,20-29,חודש אחרון,23280,8.3,0,0,1,0.4,2,0.3
נקבה,20-29,3 חודשים,168717,7.9,5,0.2,10,0.8,18,0.3
נקבה,20-29,6 חודשים,221609,8.3,7,0.3,14,0.9,33,0.5
נקבה,20-29,שנה,258533,8.2,9,0.2,21,0.9,99,0.8
זכר,30-39,מתחילת קורונה,236006,5.9,52,0.5,102,1.7,629,2.2
זכר,30-39,3 חודשים,123989,5.8,8,0.4,23,1.9,54,0.9
