name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
קדימה-צורן,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,62.93426093082647,60.970454845669494,
קרית עקרון,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,61.38299800616277,58.337864781584194,0.0
כפר סבא,0.9,ירוק,0.4,0.0015686274509,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,68.98115360402896,67.05028328611898,
תל מונד,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,70.5593938043236,68.31587549216255,0.0
גן יבנה,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,63.959475865533555,61.0038933311006,0.0
עילוט,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,47.027090418670106,42.51202064031899,
כפר כנא,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,54.238527375166655,49.701088125241924,
כפר כמא,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,65.01766784452296,62.75029446407538,0.0
גבעת שמואל,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,61.41871053018064,58.79718020267294,0.0
אבו רוקייק (שבט),2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,6.172960281745255,5.028370181960478,0.0
יבנאל,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,34.045485871812545,31.587410980932688,0.0
עפולה,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,60.22623319963408,57.20568573640138,0.0
מעלה אדומים,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,64.56007618644516,61.211047034548436,0.0
דייר אל-אסד,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,54.4138473642801,48.39496459480724,0.0
קרית טבעון,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,66.81265739625533,65.08814190298916,0.0
קרני שומרון,2.5,ירוק,1.1,0.0046948356807,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,54.97260851243152,52.43362831858407,
שוהם,1.4,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,76.21379999048933,73.56507679870656,
גבע בנימין,3.2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,41.584158415841586,38.50964043772798,
נשר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,66.90190838100806,64.68451162984925,0.0
ערד,1.4,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,65.44350386455649,60.51527419948472,
חולון,0.4,ירוק,0.1,0.0005502063273,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,63.57895272505216,60.905806320289045,
"כפר חב""ד",2,צהוב,0.0,0,0, 0 ,צהוב,2021-05-13T00:00:00.000Z,38.44097995545657,33.48181143281366,0.0
כוכב השחר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,46.06164383561644,43.321917808219176,0.0
קרית ים,1.4,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,68.37695803396888,65.66554114092767,
אלעד,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,25.809796864515345,21.584416112568373,0.0
בת ים,1.1,ירוק,0.4,0.002004008016,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,65.37191246908556,62.13802711079109,
נצרת,0.6,ירוק,0.1,0.000936329588,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,55.96006895309645,51.187382612499036,
בוקעאתא,2.6,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,64.47506365134042,53.212520593080725,
כפר מצר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,53.59971202303816,49.24406047516199,0.0
חיפה,0.5,ירוק,0.1,0.0007988815658,0,24,ירוק,2021-05-13T00:00:00.000Z,66.4661854649959,63.80320091514873,0.8
קרית יערים,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,35.86052463211772,31.110044785668585,
רבבה,2,צהוב,0.0,0,0, 0 ,צהוב,2021-05-13T00:00:00.000Z,45.9507670353193,41.990724224045664,0.0
רעננה,0.9,ירוק,0.1,0.0004359197907,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,72.98786350996647,70.54887081265106,
בת חפר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,74.91474043198181,72.39484653277756,0.0
עספיא,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,56.098914163430294,51.486090195767616,0.0
לפיד,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,75.99147121535181,73.56076759061834,0.0
בית אל,2.2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,50.72561592980088,47.63752953088086,0.0
כפר יאסיף,2,ירוק,1.0,0.0055248618784,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,60.69860474192604,56.63967216313787,
נס ציונה,1.7,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,62.06562178421594,60.00356209926383,0.0
אליכין,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,63.646855164454706,60.99249855741489,0.0
נתניה,0.6,ירוק,0.2,0.0011235955056,0,16,ירוק,2021-05-13T00:00:00.000Z,60.16272890741718,57.03115914153568,0.7
נאעורה,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,58.46481876332622,54.45628997867804,0.0
תל שבע,3,ירוק,0.9,0.02,0, קטן מ-15 ,ירוק,2021-05-13T00:00:00.000Z,26.278389299150064,22.85077330360875,
סלמה,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,52.63312739040894,48.720211827007944,0.0
מעגלים,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,48.25750242013553,44.48209099709584,0.0
בסמת טבעון,2,ירוק,0.0,0,0, 0 ,ירוק,2021-05-13T00:00:00.000Z,49.26884139482565,46.21922259717535,0.0
