period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,24013,7928,33.02
3_Month,0-9,111190,43591,39.2
6_Month,0-9,374870,123724,33
1_Year,0-9,1447840,635382,43.88
All,0-9,1710008,764444,44.7
1_Month,10-19,24223,5993,24.74
3_Month,10-19,111674,42150,37.74
6_Month,10-19,392341,119452,30.45
1_Year,10-19,1334372,643159,48.2
All,10-19,1627448,805290,49.48
1_Month,20-29,35432,10747,30.33
3_Month,20-29,141799,53557,37.77
6_Month,20-29,510904,128571,25.17
1_Year,20-29,1180856,466576,39.51
All,20-29,1468365,599950,40.86
1_Month,30-39,40650,13071,32.15
3_Month,30-39,157261,66453,42.26
6_Month,30-39,504688,154841,30.68
1_Year,30-39,1131043,509531,45.05
All,30-39,1368174,607494,44.4
1_Month,40-49,39030,12662,32.44
3_Month,40-49,154389,67079,43.45
6_Month,40-49,478621,151392,31.63
1_Year,40-49,1014527,465736,45.91
All,40-49,1215385,550815,45.32
1_Month,50-59,37115,12368,33.32
3_Month,50-59,142598,63638,44.63
6_Month,50-59,419609,128967,30.74
1_Year,50-59,791045,326220,41.24
All,50-59,950469,390361,41.07
1_Month,60-69,41310,14206,34.39
3_Month,60-69,149937,69059,46.06
6_Month,60-69,380275,122753,32.28
1_Year,60-69,658295,249797,37.95
All,60-69,783578,293780,37.49
1_Month,70-79,40757,13343,32.74
3_Month,70-79,131128,61703,47.06
6_Month,70-79,270990,97409,35.95
1_Year,70-79,428248,161351,37.68
All,70-79,507319,185451,36.56
1_Month,80-89,28272,6837,24.18
3_Month,80-89,66170,26758,40.44
6_Month,80-89,107611,39816,37
1_Year,80-89,167127,65095,38.95
All,80-89,215516,77657,36.03
1_Month,90+,9299,1887,20.29
3_Month,90+,18581,6559,35.3
6_Month,90+,26177,9584,36.61
1_Year,90+,39766,16217,40.78
All,90+,55990,20235,36.14
