section,male,female,period
0-9,"{'amount': 45128, 'percentage': 5.3}","{'amount': 37962, 'percentage': 4.5}",6 חודשים
0-9,"{'amount': 887, 'percentage': 3}","{'amount': 1167, 'percentage': 4}",חודש אחרון
0-9,"{'amount': 441728, 'percentage': 9.6}","{'amount': 363187, 'percentage': 7.9}",מתחילת קורונה
0-9,"{'amount': 322702, 'percentage': 9.5}","{'amount': 259986, 'percentage': 7.7}",שנה
0-9,"{'amount': 18947, 'percentage': 4.7}","{'amount': 16638, 'percentage': 4.1}",3 חודשים
10-19,"{'amount': 984, 'percentage': 3.4}","{'amount': 1442, 'percentage': 4.9}",חודש אחרון
10-19,"{'amount': 439404, 'percentage': 9.5}","{'amount': 429738, 'percentage': 9.3}",מתחילת קורונה
10-19,"{'amount': 38543, 'percentage': 4.6}","{'amount': 40059, 'percentage': 4.7}",6 חודשים
10-19,"{'amount': 304809, 'percentage': 9}","{'amount': 306236, 'percentage': 9}",שנה
10-19,"{'amount': 15257, 'percentage': 3.8}","{'amount': 16413, 'percentage': 4}",3 חודשים
20-29,"{'amount': 39987, 'percentage': 4.7}","{'amount': 56571, 'percentage': 6.7}",6 חודשים
20-29,"{'amount': 268763, 'percentage': 5.8}","{'amount': 381159, 'percentage': 8.3}",מתחילת קורונה
20-29,"{'amount': 969, 'percentage': 3.3}","{'amount': 1618, 'percentage': 5.5}",חודש אחרון
20-29,"{'amount': 18185, 'percentage': 4.5}","{'amount': 25084, 'percentage': 6.2}",3 חודשים
20-29,"{'amount': 174123, 'percentage': 5.1}","{'amount': 267967, 'percentage': 7.9}",שנה
30-39,"{'amount': 50069, 'percentage': 5.9}","{'amount': 68674, 'percentage': 8.1}",6 חודשים
30-39,"{'amount': 1234, 'percentage': 4.2}","{'amount': 2055, 'percentage': 7}",חודש אחרון
30-39,"{'amount': 268948, 'percentage': 5.8}","{'amount': 388403, 'percentage': 8.4}",מתחילת קורונה
30-39,"{'amount': 193577, 'percentage': 5.7}","{'amount': 295623, 'percentage': 8.7}",שנה
30-39,"{'amount': 22826, 'percentage': 5.6}","{'amount': 31292, 'percentage': 7.7}",3 חודשים
40-49,"{'amount': 47766, 'percentage': 5.6}","{'amount': 69559, 'percentage': 8.2}",6 חודשים
40-49,"{'amount': 243535, 'percentage': 5.3}","{'amount': 349523, 'percentage': 7.6}",מתחילת קורונה
40-49,"{'amount': 1363, 'percentage': 4.7}","{'amount': 2366, 'percentage': 8.1}",חודש אחרון
40-49,"{'amount': 180924, 'percentage': 5.3}","{'amount': 272039, 'percentage': 8}",שנה
40-49,"{'amount': 21937, 'percentage': 5.4}","{'amount': 32131, 'percentage': 7.9}",3 חודשים
50-59,"{'amount': 41091, 'percentage': 4.9}","{'amount': 64738, 'percentage': 7.6}",6 חודשים
50-59,"{'amount': 1293, 'percentage': 4.4}","{'amount': 2436, 'percentage': 8.3}",חודש אחרון
50-59,"{'amount': 170996, 'percentage': 3.7}","{'amount': 245710, 'percentage': 5.3}",מתחילת קורונה
50-59,"{'amount': 127503, 'percentage': 3.8}","{'amount': 193585, 'percentage': 5.7}",שנה
50-59,"{'amount': 19841, 'percentage': 4.9}","{'amount': 31384, 'percentage': 7.7}",3 חודשים
60-69,"{'amount': 43833, 'percentage': 5.2}","{'amount': 64458, 'percentage': 7.6}",6 חודשים
60-69,"{'amount': 132484, 'percentage': 2.9}","{'amount': 178853, 'percentage': 3.9}",מתחילת קורונה
60-69,"{'amount': 1672, 'percentage': 5.7}","{'amount': 2742, 'percentage': 9.4}",חודש אחרון
60-69,"{'amount': 103021, 'percentage': 3}","{'amount': 146836, 'percentage': 4.3}",שנה
60-69,"{'amount': 23179, 'percentage': 5.7}","{'amount': 33292, 'percentage': 8.2}",3 חודשים
70-79,"{'amount': 40022, 'percentage': 4.7}","{'amount': 50816, 'percentage': 6}",6 חודשים
70-79,"{'amount': 1889, 'percentage': 6.5}","{'amount': 2686, 'percentage': 9.2}",חודש אחרון
70-79,"{'amount': 88084, 'percentage': 1.9}","{'amount': 107454, 'percentage': 2.3}",מתחילת קורונה
70-79,"{'amount': 73062, 'percentage': 2.2}","{'amount': 90973, 'percentage': 2.7}",שנה
70-79,"{'amount': 22229, 'percentage': 5.5}","{'amount': 28488, 'percentage': 7}",3 חודשים
80-89,"{'amount': 16131, 'percentage': 1.9}","{'amount': 21761, 'percentage': 2.6}",6 חודשים
80-89,"{'amount': 776, 'percentage': 2.7}","{'amount': 1171, 'percentage': 4}",חודש אחרון
80-89,"{'amount': 34668, 'percentage': 0.8}","{'amount': 47814, 'percentage': 1}",מתחילת קורונה
80-89,"{'amount': 27887, 'percentage': 0.8}","{'amount': 38337, 'percentage': 1.1}",שנה
80-89,"{'amount': 9577, 'percentage': 2.4}","{'amount': 13489, 'percentage': 3.3}",3 חודשים
90+,"{'amount': 178, 'percentage': 0.6}","{'amount': 330, 'percentage': 1.1}",חודש אחרון
90+,"{'amount': 7407, 'percentage': 0.2}","{'amount': 14349, 'percentage': 0.3}",מתחילת קורונה
90+,"{'amount': 3174, 'percentage': 0.4}","{'amount': 6031, 'percentage': 0.7}",6 חודשים
90+,"{'amount': 1963, 'percentage': 0.5}","{'amount': 3935, 'percentage': 1}",3 חודשים
90+,"{'amount': 5744, 'percentage': 0.2}","{'amount': 10881, 'percentage': 0.3}",שנה
