period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,10109,2148,21.25
3_Month,0-9,84112,37955,45.12
6_Month,0-9,303843,89295,29.39
1_Year,0-9,1350202,574635,42.56
All,0-9,1711429,765796,44.75
1_Month,10-19,12328,2453,19.9
3_Month,10-19,83408,33848,40.58
6_Month,10-19,321443,85539,26.61
1_Year,10-19,1255655,599939,47.78
All,10-19,1628603,806812,49.54
1_Month,20-29,19361,2695,13.92
3_Month,20-29,111781,45205,40.44
6_Month,20-29,427066,103767,24.3
1_Year,20-29,1122973,435772,38.81
All,20-29,1470471,601826,40.93
1_Month,30-39,19446,3399,17.48
3_Month,30-39,126390,56095,44.38
6_Month,30-39,425608,125774,29.55
1_Year,30-39,1079566,480445,44.5
All,30-39,1370206,609822,44.51
1_Month,40-49,19894,3793,19.07
3_Month,40-49,123708,56204,45.43
6_Month,40-49,407758,124073,30.43
1_Year,40-49,975467,445731,45.69
All,40-49,1217276,553467,45.47
1_Month,50-59,20105,3774,18.77
3_Month,50-59,113854,53085,46.63
6_Month,50-59,362468,110479,30.48
1_Year,50-59,765511,317533,41.48
All,50-59,952497,393316,41.29
1_Month,60-69,22960,4494,19.57
3_Month,60-69,122655,58201,47.45
6_Month,60-69,336565,111567,33.15
1_Year,60-69,640090,247414,38.65
All,60-69,785943,297495,37.85
1_Month,70-79,23321,4666,20.01
3_Month,70-79,111315,52301,46.98
6_Month,70-79,247816,92729,37.42
1_Year,70-79,418892,162417,38.77
All,70-79,510170,189450,37.13
1_Month,80-89,15971,1997,12.5
3_Month,80-89,59988,23648,39.42
6_Month,80-89,101344,38404,37.89
1_Year,80-89,163014,65223,40.01
All,80-89,217140,79295,36.52
1_Month,90+,5390,543,10.07
3_Month,90+,17461,6018,34.47
6_Month,90+,25214,9291,36.85
1_Year,90+,38716,16222,41.9
All,90+,56490,20640,36.54
