priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
month3,New Zealand ,כתום,2,220,3,1.36,2022-08-12T00:00:00.000Z,2,1
month3,Senegal ,כתום,2,82,4,4.88,2022-08-12T00:00:00.000Z,3,1
month3,Oman  ,כתום,2,38,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Democratic Republic Of The Congo,כתום,2,89,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Liechtenstein ,כתום,2,4,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Turkey,כתום,2,199213,2715,1.36,2022-08-12T00:00:00.000Z,2671,44
month3,Tanzania,כתום,2,1867,38,2.04,2022-08-12T00:00:00.000Z,36,2
month3,Belgium,כתום,2,23264,506,2.18,2022-08-12T00:00:00.000Z,488,18
month3,Cuba ,כתום,2,148,4,2.7,2022-08-12T00:00:00.000Z,4,0
month3,Malawi  ,כתום,2,24,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Maldives,כתום,2,1457,19,1.3,2022-08-12T00:00:00.000Z,18,1
month3,Botswana  ,כתום,2,36,2,5.56,2022-08-12T00:00:00.000Z,2,0
month3,Lao,כתום,2,6,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Madagascar,כתום,2,41,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Romania ,כתום,2,40412,899,2.22,2022-08-12T00:00:00.000Z,888,11
month3,Benin ,כתום,2,8,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Paraguay ,כתום,2,107,1,0.93,2022-08-12T00:00:00.000Z,0,1
month3,Republic Of Kosovo,כתום,2,24,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Sierra Leone,כתום,2,9,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Iraq,כתום,2,40,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Ukraine ,כתום,2,141,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Trinidad And Tobago,כתום,2,18,0,0,2022-08-12T00:00:00.000Z,0,0
month3,El Salvador ,כתום,2,71,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Brunei,כתום,2,1,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Sweden  ,כתום,2,4999,68,1.36,2022-08-12T00:00:00.000Z,67,1
month3,Austria ,כתום,2,47988,1446,3.01,2022-08-12T00:00:00.000Z,1413,33
month3,Jordan ,כתום,2,34511,235,0.68,2022-08-12T00:00:00.000Z,128,107
month3,Ivory Coast,כתום,2,588,1,0.17,2022-08-12T00:00:00.000Z,0,1
month3,Haiti ,כתום,2,2,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Philippines,כתום,2,5445,36,0.66,2022-08-12T00:00:00.000Z,26,10
month3,Andorra,כתום,2,57,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Myanmar  ,כתום,2,12,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Belarus ,כתום,2,761,4,0.53,2022-08-12T00:00:00.000Z,3,1
month3,Sri Lanka ,כתום,2,859,7,0.81,2022-08-12T00:00:00.000Z,2,5
month3,Croatia ,כתום,2,4357,154,3.53,2022-08-12T00:00:00.000Z,152,2
month3,South Africa,כתום,2,7133,43,0.6,2022-08-12T00:00:00.000Z,31,12
month3,Republic Of The Congo,כתום,2,19,1,5.26,2022-08-12T00:00:00.000Z,1,0
month3,Belize ,כתום,2,29,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Mexico,כתום,2,5135,42,0.82,2022-08-12T00:00:00.000Z,41,1
month3,Saint Lucia ,כתום,2,6,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Somalia,כתום,2,3,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Guam ,כתום,2,15,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Angola ,כתום,2,327,9,2.75,2022-08-12T00:00:00.000Z,9,0
month3,Rwanda  ,כתום,2,288,3,1.04,2022-08-12T00:00:00.000Z,3,0
month3,Afghanistan,כתום,2,66,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Nicaragua ,כתום,2,3,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Sikkim,כתום,2,1,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Cyprus ,כתום,2,73637,1374,1.87,2022-08-12T00:00:00.000Z,1366,8
month3,Swaziland  ,כתום,2,11,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Democratic Republic Of The Congo,כתום,2,14,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Pakistan ,כתום,2,13,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Hungary,כתום,2,50639,1279,2.53,2022-08-12T00:00:00.000Z,1266,13
month3,Zimbabwe ,כתום,2,146,10,6.85,2022-08-12T00:00:00.000Z,10,0
month3,Kenya ,כתום,2,856,6,0.7,2022-08-12T00:00:00.000Z,5,1
month3,Gabon ,כתום,2,13,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Estonia,כתום,2,833,18,2.16,2022-08-12T00:00:00.000Z,18,0
month3,Moldova,כתום,2,10650,58,0.54,2022-08-12T00:00:00.000Z,53,5
month3,Qatar,כתום,2,143,2,1.4,2022-08-12T00:00:00.000Z,1,1
month3,Kuwait  ,כתום,2,29,0,0,2022-08-12T00:00:00.000Z,0,0
month3,Guadeloupe ,כתום,2,4,0,0,2022-08-12T00:00:00.000Z,0,0
