name,coronaOccupancy,normalOccupancy,isolatedTeam
יוספטל,100,,0
סורוקה,33,,0
הכרמל,25,,0
הלל יפה,15,,0
קפלן,14.000000000000002,,0
ברזילי,13,,0
לניאדו,13,,0
אסותא אשדוד,13,,0
סוראסקי,12,,0
פוריה,11,,0
נהריה,10,,0
שיבא,9,,0
המשפחה הקדושה,9,,0
שערי צדק,9,,0
"רמב""ם",8,,0
מאיר,8,,0
שמיר,7.000000000000001,,0
בני ציון,6,,0
הסקוטי,6,,0
רבין ק. בילינסון,5,,0
המרכזי בעמק,5,,0
אוגוסטה ויקטוריה,5,,0
וולפסון,1,,0
הדסה עין כרם,1,,0
הדסה הר הצופים,1,,0
זיו צפת,0,,0
רבין ק. השרון,0,,0
סנט וינסנט,0,,0
סנט ג'וזף,0,,0
אל מקאסד,0,,0
מעייני הישועה,0,,0
