section,female,male,period
0-9,"{'amount': 276885, 'percentage': 8.7}","{'amount': 348956, 'percentage': 11}",שנה
0-9,"{'amount': 334420, 'percentage': 8.3}","{'amount': 417525, 'percentage': 10.4}",מתחילת קורונה
0-9,"{'amount': 214867, 'percentage': 8}","{'amount': 280510, 'percentage': 10.4}",6 חודשים
0-9,"{'amount': 155705, 'percentage': 8.1}","{'amount': 213309, 'percentage': 11.1}",3 חודשים
0-9,"{'amount': 14051, 'percentage': 5.3}","{'amount': 18072, 'percentage': 6.8}",חודש אחרון
10-19,"{'amount': 315125, 'percentage': 9.9}","{'amount': 321704, 'percentage': 10.1}",שנה
10-19,"{'amount': 263786, 'percentage': 9.8}","{'amount': 271082, 'percentage': 10.1}",6 חודשים
10-19,"{'amount': 399325, 'percentage': 10}","{'amount': 418241, 'percentage': 10.4}",מתחילת קורונה
10-19,"{'amount': 171945, 'percentage': 8.9}","{'amount': 187035, 'percentage': 9.7}",3 חודשים
10-19,"{'amount': 14673, 'percentage': 5.5}","{'amount': 14824, 'percentage': 5.6}",חודש אחרון
20-29,"{'amount': 222439, 'percentage': 8.3}","{'amount': 143972, 'percentage': 5.3}",6 חודשים
20-29,"{'amount': 150645, 'percentage': 7.8}","{'amount': 95996, 'percentage': 5}",3 חודשים
20-29,"{'amount': 21372, 'percentage': 8}","{'amount': 15158, 'percentage': 5.7}",חודש אחרון
20-29,"{'amount': 342879, 'percentage': 8.6}","{'amount': 243927, 'percentage': 6.1}",מתחילת קורונה
20-29,"{'amount': 259553, 'percentage': 8.2}","{'amount': 172943, 'percentage': 5.4}",שנה
30-39,"{'amount': 279487, 'percentage': 8.8}","{'amount': 183697, 'percentage': 5.8}",שנה
30-39,"{'amount': 341591, 'percentage': 8.5}","{'amount': 236465, 'percentage': 5.9}",מתחילת קורונה
30-39,"{'amount': 239985, 'percentage': 8.9}","{'amount': 155548, 'percentage': 5.8}",6 חודשים
30-39,"{'amount': 174717, 'percentage': 9.1}","{'amount': 112739, 'percentage': 5.9}",3 חודשים
30-39,"{'amount': 24213, 'percentage': 9.1}","{'amount': 18138, 'percentage': 6.8}",חודש אחרון
40-49,"{'amount': 247443, 'percentage': 7.8}","{'amount': 167207, 'percentage': 5.3}",שנה
40-49,"{'amount': 301355, 'percentage': 7.5}","{'amount': 211310, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 218419, 'percentage': 8.1}","{'amount': 144465, 'percentage': 5.4}",6 חודשים
40-49,"{'amount': 159144, 'percentage': 8.3}","{'amount': 104882, 'percentage': 5.4}",3 חודשים
40-49,"{'amount': 23305, 'percentage': 8.7}","{'amount': 16336, 'percentage': 6.1}",חודש אחרון
50-59,"{'amount': 160503, 'percentage': 5.1}","{'amount': 109199, 'percentage': 3.4}",שנה
50-59,"{'amount': 144373, 'percentage': 5.4}","{'amount': 96448, 'percentage': 3.6}",6 חודשים
50-59,"{'amount': 108350, 'percentage': 5.6}","{'amount': 70465, 'percentage': 3.7}",3 חודשים
50-59,"{'amount': 19421, 'percentage': 7.3}","{'amount': 12625, 'percentage': 4.7}",חודש אחרון
50-59,"{'amount': 199155, 'percentage': 5}","{'amount': 141960, 'percentage': 3.5}",מתחילת קורונה
60-69,"{'amount': 106739, 'percentage': 3.4}","{'amount': 76470, 'percentage': 2.4}",שנה
60-69,"{'amount': 96885, 'percentage': 3.6}","{'amount': 68287, 'percentage': 2.5}",6 חודשים
60-69,"{'amount': 130448, 'percentage': 3.3}","{'amount': 98869, 'percentage': 2.5}",מתחילת קורונה
60-69,"{'amount': 72401, 'percentage': 3.8}","{'amount': 48994, 'percentage': 2.5}",3 חודשים
60-69,"{'amount': 16533, 'percentage': 6.2}","{'amount': 11094, 'percentage': 4.2}",חודש אחרון
70-79,"{'amount': 54799, 'percentage': 1.7}","{'amount': 44511, 'percentage': 1.4}",שנה
70-79,"{'amount': 66774, 'percentage': 1.7}","{'amount': 55642, 'percentage': 1.4}",מתחילת קורונה
70-79,"{'amount': 49521, 'percentage': 1.8}","{'amount': 40100, 'percentage': 1.5}",6 חודשים
70-79,"{'amount': 37350, 'percentage': 1.9}","{'amount': 29310, 'percentage': 1.5}",3 חודשים
70-79,"{'amount': 10372, 'percentage': 3.9}","{'amount': 8211, 'percentage': 3.1}",חודש אחרון
80-89,"{'amount': 22846, 'percentage': 0.7}","{'amount': 16178, 'percentage': 0.5}",שנה
80-89,"{'amount': 20169, 'percentage': 0.7}","{'amount': 14188, 'percentage': 0.5}",6 חודשים
80-89,"{'amount': 30067, 'percentage': 0.8}","{'amount': 21182, 'percentage': 0.5}",מתחילת קורונה
80-89,"{'amount': 15527, 'percentage': 0.8}","{'amount': 10711, 'percentage': 0.6}",3 חודשים
80-89,"{'amount': 3929, 'percentage': 1.5}","{'amount': 2950, 'percentage': 1.1}",חודש אחרון
90+,"{'amount': 6598, 'percentage': 0.2}","{'amount': 3447, 'percentage': 0.1}",שנה
90+,"{'amount': 5773, 'percentage': 0.2}","{'amount': 3017, 'percentage': 0.1}",6 חודשים
90+,"{'amount': 1014, 'percentage': 0.4}","{'amount': 557, 'percentage': 0.2}",חודש אחרון
90+,"{'amount': 9377, 'percentage': 0.2}","{'amount': 4728, 'percentage': 0.1}",מתחילת קורונה
90+,"{'amount': 4421, 'percentage': 0.2}","{'amount': 2311, 'percentage': 0.1}",3 חודשים
