cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
ABU GHOSH,קטן מ-15,אין מידע,35,44.52,6.86,כתום,7862
ABU SINAN,15,19.48,77,53.82,9.5,אדום,14306
AFULA,45,19.31,233,40.99,9.82,אדום,56844
AKKO,24,12.37,194,39.18,10,אדום,49517
ALFE MENASHE,קטן מ-15,אין מידע,25,31.21,9.38,אדום,8011
ARAD,קטן מ-15,אין מידע,86,31.65,9.27,אדום,27170
ARI'EL,קטן מ-15,אין מידע,76,37.09,9.94,אדום,20488
ARRABE,קטן מ-15,אין מידע,24,9.13,7.5,אדום,26274
ASHDOD,172,18.44,933,41.22,9.8,אדום,226329
ASHQELON,123,19.28,638,43.57,9.92,אדום,146442
ATLIT,15,25.86,58,59.70,10,אדום,9716
AZOR,קטן מ-15,אין מידע,64,48.38,9.75,אדום,13228
BAQA AL-GHARBIYYE,קטן מ-15,אין מידע,31,10.18,6.67,כתום,30448
BAT HEFER,קטן מ-15,אין מידע,26,49.26,10,אדום,5278
BAT YAM,44,8.35,527,41.25,9.31,אדום,127772
BE'ER SHEVA,205,17.76,1154,54.79,9.61,אדום,210624
BE'ER YA'AQOV,32,29.91,107,37.13,9.96,אדום,28818
BENE AYISH,קטן מ-15,אין מידע,25,36.22,9.7,אדום,6902
BENE BERAQ,קטן מ-15,אין מידע,141,6.78,7.51,אדום,208031
BET ARYE,קטן מ-15,אין מידע,31,58.03,8.61,אדום,5342
BET DAGAN,קטן מ-15,אין מידע,44,60.29,10,אדום,7298
BET HASHMONAY,קטן מ-15,אין מידע,26,118.78,9.07,אדום,2189
BET SHE'AN,קטן מ-15,אין מידע,67,35.30,8.84,אדום,18980
BET SHEMESH,23,16.31,141,10.66,7.87,אדום,132210
BET YIZHAQ-SH. HEFER,קטן מ-15,אין מידע,16,74.63,6.2,כתום,2144
BINYAMINA-GIV'AT ADA,25,32.89,76,47.59,10,אדום,15971
DALIYAT AL-KARMEL,קטן מ-15,אין מידע,16,8.96,5.79,צהוב,17862
DEIR HANNA,קטן מ-15,אין מידע,26,24.86,8.09,אדום,10459
DIMONA,47,21.36,220,62.94,9.35,אדום,34954
EFRAT,קטן מ-15,אין מידע,39,34.15,9.75,אדום,11420
EILABUN,16,15.53,103,178.17,10,אדום,5781
EL'AD,קטן מ-15,אין מידע,28,5.69,4.71,צהוב,49179
ELAT,42,22.70,185,35.23,9.86,אדום,52507
ELQANA,קטן מ-15,אין מידע,35,88.41,9.64,אדום,3959
EVEN YEHUDA,16,18.60,86,61.27,8.67,אדום,14036
FASSUTA,קטן מ-15,אין מידע,24,75.31,6.49,כתום,3187
FUREIDIS,קטן מ-15,אין מידע,18,13.39,5.98,צהוב,13439
GAN NER,קטן מ-15,אין מידע,23,85.19,7.56,אדום,2700
GAN YAVNE,28,22.76,123,51.49,10,אדום,23887
GANNE TIQWA,36,22.09,163,75.79,10,אדום,21508
GEDERA,38,26.57,143,49.64,9.68,אדום,28805
GIV'AT SHEMU'EL,33,19.30,171,62.78,10,אדום,27236
GIV'AT ZE'EV,קטן מ-15,אין מידע,43,22.39,9.15,אדום,19205
GIV'ATAYIM,45,15.68,287,47.15,9.48,אדום,60872
HADERA,74,16.16,458,46.30,9.82,אדום,98928
HAIFA,157,10.71,1466,51.44,9.77,אדום,284981
HAR ADAR,קטן מ-15,אין מידע,30,73.22,10,אדום,4097
HARISH,קטן מ-15,אין מידע,60,30.60,9.94,אדום,19608
HASHMONA'IM,קטן מ-15,אין מידע,21,78.56,10,אדום,2673
