date,visited_country,positive_Vaccination_ind,positive_None_vaccination_ind,percent_positive_Vaccination,percent_Positive_None_vaccination,sum_positive
2021-09-13T00:00:00.000Z,גאורגיה,0,0,0,0,
2021-09-13T00:00:00.000Z,גאנה,0,0,0,0,
2021-09-13T00:00:00.000Z,בלגיה,1,1,0.4,0.4,2
2021-09-13T00:00:00.000Z,בילורוסיה,0,0,0,0,
2021-09-13T00:00:00.000Z,בוסניה הרצגובינה,0,0,0,0,
2021-09-13T00:00:00.000Z,בולגריה,0,2,0,6.9,2
2021-09-13T00:00:00.000Z,בוטסואנה,0,0,0,0,
2021-09-13T00:00:00.000Z,אתיופיה,0,0,0,0,
2021-09-13T00:00:00.000Z,ארצות הברית,3,12,0.1,0.5,15
2021-09-13T00:00:00.000Z,ארמניה,0,0,0,0,
2021-09-13T00:00:00.000Z,ארגנטינה,0,0,0,0,
2021-09-13T00:00:00.000Z,אסטוניה,1,1,33.3,33.3,2
2021-09-13T00:00:00.000Z,אל סלבדור,0,0,0,0,
2021-09-13T00:00:00.000Z,אירלנד,0,0,0,0,
2021-09-13T00:00:00.000Z,איסלנד,0,0,0,0,
2021-09-13T00:00:00.000Z,איטליה,4,3,1,0.8,7
2021-09-13T00:00:00.000Z,אזרביג'אן,0,0,0,0,
2021-09-13T00:00:00.000Z,אורגוואי,0,0,0,0,
2021-09-13T00:00:00.000Z,אוקראינה,19,171,1.4,12.5,190
2021-09-13T00:00:00.000Z,אוסטרליה,0,0,0,0,
2021-09-13T00:00:00.000Z,אוסטריה,2,4,0.3,0.7,6
2021-09-13T00:00:00.000Z,אוזבקיסטן,0,0,0,0,
2021-09-13T00:00:00.000Z,אוגנדה,0,0,0,0,
2021-09-13T00:00:00.000Z,גווטאמלה,0,0,0,0,
2021-09-13T00:00:00.000Z,גיברלטר,0,0,0,0,
2021-09-13T00:00:00.000Z,גרמניה,2,1,0.5,0.2,3
2021-09-13T00:00:00.000Z,דומיניקה,0,0,0,0,
2021-09-13T00:00:00.000Z,דנמרק,0,0,0,0,
2021-09-13T00:00:00.000Z,דרום אפריקה,0,0,0,0,
2021-09-13T00:00:00.000Z,הודו,0,0,0,0,
2021-09-13T00:00:00.000Z,הולנד,0,0,0,0,
2021-09-13T00:00:00.000Z,איחוד האמירויות הערב,1,0,1.1,0,1
2021-09-13T00:00:00.000Z,הונג קונג,0,0,0,0,
2021-09-13T00:00:00.000Z,הונגריה,0,2,0,0.4,2
2021-09-13T00:00:00.000Z,הונדורס,0,0,0,0,
2021-09-13T00:00:00.000Z,הממלכה המאוחדת,1,1,0.1,0.1,2
2021-09-13T00:00:00.000Z,הרפ הדומיניקנית,0,0,0,0,
2021-09-13T00:00:00.000Z,זימבאבווה,0,0,0,0,
2021-09-13T00:00:00.000Z,זמביה,0,0,0,0,
2021-09-13T00:00:00.000Z,חוף השנהב,0,0,0,0,
2021-09-13T00:00:00.000Z,טנזניה,0,0,0,0,
2021-09-13T00:00:00.000Z,יוון,2,1,0.4,0.2,3
2021-09-13T00:00:00.000Z,יפן,0,0,0,0,
2021-09-13T00:00:00.000Z,ירדן,0,0,0,0,
2021-09-13T00:00:00.000Z,כלל המדינות,50,227,0.3,1.5,277
2021-09-13T00:00:00.000Z,לבנון,0,0,0,0,
2021-09-13T00:00:00.000Z,לוכסמבורג,0,0,0,0,
2021-09-13T00:00:00.000Z,לטביה,0,0,0,0,
2021-09-13T00:00:00.000Z,ליטא,0,0,0,0,
2021-09-13T00:00:00.000Z,מאלי,0,0,0,0,
