period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,121587,9149,7.52
3_Month,0-9,309058,85773,27.75
6_Month,0-9,1225022,503476,41.1
1_Year,0-9,1491279,624463,41.87
All,0-9,1697958,732481,43.14
1_Month,10-19,129069,7984,6.19
3_Month,10-19,326558,82657,25.31
6_Month,10-19,1146380,539454,47.06
1_Year,10-19,1391063,628466,45.18
All,10-19,1616641,774148,47.89
1_Month,20-29,169813,8213,4.84
3_Month,20-29,420911,78424,18.63
6_Month,20-29,986339,373123,37.83
1_Year,20-29,1220864,435310,35.66
All,20-29,1445704,557252,38.55
1_Month,30-39,159484,11643,7.3
3_Month,30-39,408461,92916,22.75
6_Month,30-39,959417,404387,42.15
1_Year,30-39,1163643,467788,40.2
All,30-39,1347091,554271,41.15
1_Month,40-49,153725,11481,7.47
3_Month,40-49,388998,88392,22.72
6_Month,40-49,876226,372096,42.47
1_Year,40-49,1041772,420964,40.41
All,40-49,1195568,495413,41.44
1_Month,50-59,139021,10015,7.2
3_Month,50-59,337994,67915,20.09
6_Month,50-59,674968,249337,36.94
1_Year,50-59,803956,277063,34.46
All,50-59,928538,334433,36.02
1_Month,60-69,122035,10555,8.65
3_Month,60-69,294414,55504,18.85
6_Month,60-69,554062,173974,31.4
1_Year,60-69,659583,191539,29.04
All,60-69,758338,230056,30.34
1_Month,70-79,80002,8429,10.54
3_Month,70-79,194909,36679,18.82
6_Month,70-79,346630,96591,27.87
1_Year,70-79,414936,106220,25.6
All,70-79,479131,126698,26.44
1_Month,80-89,31704,3262,10.29
3_Month,80-89,73263,13528,18.46
6_Month,80-89,129054,36961,28.64
1_Year,80-89,159235,41551,26.09
All,80-89,200951,52557,26.15
1_Month,90+,8807,818,9.29
3_Month,90+,17806,3147,17.67
6_Month,90+,30173,9393,31.13
1_Year,90+,37764,10593,28.05
All,90+,51889,14259,27.48
