day_date,flue_vaccinations_amount_cum
2021-07-01T00:00:00.000Z,3428
2021-07-02T00:00:00.000Z,3817
2021-07-03T00:00:00.000Z,3903
2021-07-04T00:00:00.000Z,8298
2021-07-05T00:00:00.000Z,12425
2021-07-06T00:00:00.000Z,16819
2021-07-07T00:00:00.000Z,20937
2021-07-08T00:00:00.000Z,24643
2021-07-09T00:00:00.000Z,25060
2021-07-10T00:00:00.000Z,25156
2021-07-11T00:00:00.000Z,29766
2021-07-12T00:00:00.000Z,34312
2021-07-13T00:00:00.000Z,38771
2021-07-14T00:00:00.000Z,42905
2021-07-15T00:00:00.000Z,46632
2021-07-16T00:00:00.000Z,47085
2021-07-17T00:00:00.000Z,47179
2021-07-18T00:00:00.000Z,49548
2021-07-19T00:00:00.000Z,53499
2021-07-20T00:00:00.000Z,56741
2021-07-21T00:00:00.000Z,59601
2021-07-22T00:00:00.000Z,62235
2021-07-23T00:00:00.000Z,62549
2021-07-24T00:00:00.000Z,62654
2021-07-25T00:00:00.000Z,67035
2021-07-26T00:00:00.000Z,71770
2021-07-27T00:00:00.000Z,75673
2021-07-28T00:00:00.000Z,79544
2021-07-29T00:00:00.000Z,82956
2021-07-30T00:00:00.000Z,83294
2021-07-31T00:00:00.000Z,83408
2021-08-01T00:00:00.000Z,87464
2021-08-02T00:00:00.000Z,91143
2021-08-03T00:00:00.000Z,94709
2021-08-04T00:00:00.000Z,98133
2021-08-05T00:00:00.000Z,101161
2021-08-06T00:00:00.000Z,101490
2021-08-07T00:00:00.000Z,101571
2021-08-08T00:00:00.000Z,105923
2021-08-09T00:00:00.000Z,110021
2021-08-10T00:00:00.000Z,113943
2021-08-11T00:00:00.000Z,117873
2021-08-12T00:00:00.000Z,121252
2021-08-13T00:00:00.000Z,121625
2021-08-14T00:00:00.000Z,121707
2021-08-15T00:00:00.000Z,125854
2021-08-16T00:00:00.000Z,130185
2021-08-17T00:00:00.000Z,134556
2021-08-18T00:00:00.000Z,138426
2021-08-19T00:00:00.000Z,141537
2021-08-20T00:00:00.000Z,141836
2021-08-21T00:00:00.000Z,141935
2021-08-22T00:00:00.000Z,145856
2021-08-23T00:00:00.000Z,149952
2021-08-24T00:00:00.000Z,153630
2021-08-25T00:00:00.000Z,157010
2021-08-26T00:00:00.000Z,159872
2021-08-27T00:00:00.000Z,160251
2021-08-28T00:00:00.000Z,160361
2021-08-29T00:00:00.000Z,164261
2021-08-30T00:00:00.000Z,167985
2021-08-31T00:00:00.000Z,171101
2021-09-01T00:00:00.000Z,173861
2021-09-02T00:00:00.000Z,177064
2021-09-03T00:00:00.000Z,177516
2021-09-04T00:00:00.000Z,177593
2021-09-05T00:00:00.000Z,181477
2021-09-06T00:00:00.000Z,182123
2021-09-07T00:00:00.000Z,182718
2021-09-08T00:00:00.000Z,183245
2021-09-09T00:00:00.000Z,187143
2021-09-10T00:00:00.000Z,187735
2021-09-11T00:00:00.000Z,187919
2021-09-12T00:00:00.000Z,197320
