gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,417511,10.3,7,0.1,31,0.5,111,0.4
זכר,0-9,שנה,349142,10.8,5,0.1,23,1,80,0.7
זכר,0-9,חודש אחרון,4948,6.1,0,0,1,0.7,3,0.6
זכר,0-9,6 חודשים,278649,10.2,4,0.2,17,1.2,54,0.8
זכר,0-9,3 חודשים,50417,8.1,0,0,8,1.2,19,0.7
נקבה,0-9,חודש אחרון,4167,5.1,0,0,0,0,3,0.6
נקבה,0-9,שנה,284015,8.8,2,0,8,0.3,55,0.5
נקבה,0-9,3 חודשים,39713,6.4,1,0.1,4,0.6,15,0.6
נקבה,0-9,6 חודשים,219559,8,2,0.1,8,0.6,37,0.5
נקבה,0-9,מתחילת קורונה,342026,8.4,5,0,15,0.2,73,0.3
זכר,10-19,חודש אחרון,3859,4.7,0,0,0,0,1,0.2
זכר,10-19,6 חודשים,269229,9.8,4,0.2,9,0.6,26,0.4
זכר,10-19,שנה,321072,9.9,5,0.1,14,0.6,41,0.3
זכר,10-19,מתחילת קורונה,417353,10.3,7,0.1,23,0.4,77,0.3
זכר,10-19,3 חודשים,43414,7,1,0.1,4,0.6,6,0.2
נקבה,10-19,מתחילת קורונה,407091,10,8,0.1,24,0.4,78,0.3
נקבה,10-19,שנה,321944,9.9,5,0.1,16,0.7,35,0.3
נקבה,10-19,חודש אחרון,4152,5.1,1,0.8,2,1.3,2,0.4
נקבה,10-19,6 חודשים,268564,9.8,3,0.1,10,0.7,17,0.3
נקבה,10-19,3 חודשים,43325,6.9,1,0.1,3,0.4,8,0.3
זכר,20-29,חודש אחרון,3261,4,0,0,0,0,3,0.6
זכר,20-29,6 חודשים,144704,5.3,2,0.1,11,0.8,39,0.6
זכר,20-29,שנה,173768,5.4,5,0.1,22,0.9,90,0.7
זכר,20-29,מתחילת קורונה,244284,6,24,0.2,54,0.9,241,0.8
זכר,20-29,3 חודשים,32032,5.1,1,0.1,5,0.7,13,0.5
נקבה,20-29,חודש אחרון,4944,6.1,0,0,1,0.7,0,0
נקבה,20-29,6 חודשים,227149,8.3,6,0.2,14,1,27,0.4
נקבה,20-29,שנה,265391,8.2,9,0.2,20,0.8,98,0.8
נקבה,20-29,מתחילת קורונה,349340,8.6,22,0.2,57,0.9,271,0.9
נקבה,20-29,3 חודשים,48365,7.8,0,0,1,0.1,5,0.2
זכר,30-39,חודש אחרון,4883,6,0,0,4,2.7,3,0.6
זכר,30-39,שנה,186046,5.7,25,0.6,48,2,217,1.8
זכר,30-39,מתחילת קורונה,238583,5.9,53,0.5,102,1.7,626,2.2
זכר,30-39,3 חודשים,39571,6.3,4,0.4,20,2.9,20,0.8
זכר,30-39,6 חודשים,157524,5.7,12,0.5,29,2.1,61,0.9
נקבה,30-39,מתחילת קורונה,348614,8.6,38,0.4,104,1.7,592,2.1
נקבה,30-39,שנה,286124,8.8,17,0.4,38,1.6,221,1.8
נקבה,30-39,חודש אחרון,6777,8.3,1,0.8,3,2,5,1.1
נקבה,30-39,6 חודשים,245391,8.9,6,0.2,18,1.3,70,1
נקבה,30-39,3 חודשים,56088,9,3,0.3,12,1.7,22,0.9
זכר,40-49,חודש אחרון,4761,5.8,0,0,5,3.4,9,1.9
זכר,40-49,6 חודשים,146633,5.3,21,0.8,54,3.8,144,2.1
זכר,40-49,שנה,169750,5.2,52,1.2,105,4.4,463,3.8
זכר,40-49,מתחילת קורונה,213739,5.3,120,1.1,261,4.3,1398,4.8
זכר,40-49,3 חודשים,36737,5.9,5,0.5,18,2.6,47,1.8
נקבה,40-49,מתחילת קורונה,308144,7.6,77,0.7,139,2.3,968,3.4
נקבה,40-49,חודש אחרון,6768,8.3,1,0.8,5,3.4,5,1.1
נקבה,40-49,שנה,253921,7.8,21,0.5,51,2.1,334,2.8
נקבה,40-49,6 חודשים,224101,8.2,12,0.5,22,1.6,90,1.3
נקבה,40-49,3 חודשים,54140,8.7,3,0.3,11,1.6,28,1.1
זכר,50-59,מתחילת קורונה,144090,3.5,385,3.6,546,9.1,2221,7.7
זכר,50-59,שנה,111408,3.4,134,3.1,194,8.1,708,5.9
זכר,50-59,חודש אחרון,3856,4.7,6,4.8,16,10.7,17,3.6
זכר,50-59,3 חודשים,26886,4.3,27,2.9,55,8,112,4.4
זכר,50-59,6 חודשים,98519,3.6,69,2.6,110,7.8,303,4.5
נקבה,50-59,מתחילת קורונה,205030,5,199,1.8,255,4.2,1570,5.4
נקבה,50-59,חודש אחרון,6168,7.6,1,0.8,5,3.4,10,2.1
נקבה,50-59,6 חודשים,149724,5.5,41,1.6,59,4.2,206,3
נקבה,50-59,שנה,166180,5.1,78,1.8,113,4.7,529,4.4
נקבה,50-59,3 חודשים,42455,6.8,11,1.2,21,3.1,61,2.4
זכר,60-69,חודש אחרון,4089,5,3,2.4,19,12.8,37,7.9
זכר,60-69,6 חודשים,71133,2.6,183,7,168,11.9,600,8.8
זכר,60-69,שנה,79398,2.5,353,8,296,12.4,1172,9.7
זכר,60-69,מתחילת קורונה,101756,2.5,995,9.2,926,15.4,3265,11.3
זכר,60-69,3 חודשים,22321,3.6,73,7.9,96,14,222,8.7
נקבה,60-69,מתחילת קורונה,135914,3.3,552,5.1,503,8.3,2212,7.7
נקבה,60-69,שנה,112095,3.5,250,5.7,210,8.8,880,7.3
נקבה,60-69,חודש אחרון,6447,7.9,3,2.4,12,8.1,32,6.9
נקבה,60-69,3 חודשים,34035,5.5,48,5.2,57,8.3,163,6.4
נקבה,60-69,6 חודשים,102009,3.7,110,4.2,99,7,433,6.4
זכר,70-79,מתחילת קורונה,58438,1.4,1633,15.1,1016,16.8,3648,12.6
זכר,70-79,שנה,47297,1.5,604,13.8,365,15.3,1537,12.7
זכר,70-79,חודש אחרון,3705,4.5,13,10.3,27,18.1,68,14.6
זכר,70-79,6 חודשים,42824,1.6,345,13.1,225,15.9,946,13.9
זכר,70-79,3 חודשים,16333,2.6,130,14.1,115,16.8,368,14.4
נקבה,70-79,מתחילת קורונה,70710,1.7,1034,9.6,581,9.6,2778,9.6
נקבה,70-79,שנה,58686,1.8,437,10,247,10.4,1211,10
נקבה,70-79,חודש אחרון,4744,5.8,17,13.5,15,10.1,41,8.8
נקבה,70-79,6 חודשים,53282,1.9,251,9.5,145,10.3,713,10.5
נקבה,70-79,3 חודשים,20838,3.3,95,10.3,67,9.8,276,10.8
זכר,80-89,חודש אחרון,1356,1.7,14,11.1,17,11.4,64,13.7
זכר,80-89,שנה,17212,0.5,785,17.9,262,11,1512,12.5
זכר,80-89,3 חודשים,5791,0.9,167,18.1,83,12.1,399,15.6
זכר,80-89,6 חודשים,15195,0.6,496,18.8,178,12.6,1007,14.8
זכר,80-89,מתחילת קורונה,22231,0.5,1900,17.6,638,10.6,3027,10.5
נקבה,80-89,מתחילת קורונה,31563,0.8,1740,16.1,476,7.9,3144,10.9
נקבה,80-89,שנה,24328,0.8,750,17.1,222,9.3,1567,13
נקבה,80-89,חודש אחרון,1913,2.3,23,18.3,8,5.4,64,13.7
נקבה,80-89,6 חודשים,21611,0.8,475,18,143,10.1,1045,15.4
נקבה,80-89,3 חודשים,7948,1.3,150,16.2,68,9.9,368,14.4
זכר,90+,חודש אחרון,272,0.3,17,13.5,3,2,45,9.7
זכר,90+,6 חודשים,3201,0.1,276,10.5,46,3.3,427,6.3
