averageInfected,begin_date,end_date,isCurrentWeek
16082,2022-01-02T00:00:00.000Z,2022-01-08T00:00:00.000Z,False
43975,2022-01-09T00:00:00.000Z,2022-01-15T00:00:00.000Z,False
70520,2022-01-16T00:00:00.000Z,2022-01-22T00:00:00.000Z,False
78187,2022-01-23T00:00:00.000Z,2022-01-27T00:00:00.000Z,True
