section,female,male,period,order_period
0-9,"{'amount': 3, 'percentage': 0.2}","{'amount': 8, 'percentage': 0.6}",6 חודשים,3
0-9,"{'amount': 9, 'percentage': 0.3}","{'amount': 11, 'percentage': 0.4}",שנה,2
0-9,"{'amount': 11, 'percentage': 0.2}","{'amount': 16, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 3, 'percentage': 0.9}","{'amount': 3, 'percentage': 0.9}",חודש אחרון,5
0-9,"{'amount': 3, 'percentage': 0.6}","{'amount': 4, 'percentage': 0.8}",3 חודשים,4
10-19,"{'amount': 4, 'percentage': 1.2}","{'amount': 1, 'percentage': 0.3}",חודש אחרון,5
10-19,"{'amount': 17, 'percentage': 0.3}","{'amount': 17, 'percentage': 0.3}",מתחילת קורונה,1
10-19,"{'amount': 5, 'percentage': 1}","{'amount': 1, 'percentage': 0.2}",3 חודשים,4
10-19,"{'amount': 12, 'percentage': 0.5}","{'amount': 9, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 9, 'percentage': 0.7}","{'amount': 8, 'percentage': 0.6}",6 חודשים,3
20-29,"{'amount': 12, 'percentage': 0.9}","{'amount': 16, 'percentage': 1.2}",6 חודשים,3
20-29,"{'amount': 7, 'percentage': 1.4}","{'amount': 6, 'percentage': 1.2}",3 חודשים,4
20-29,"{'amount': 4, 'percentage': 1.2}","{'amount': 3, 'percentage': 0.9}",חודש אחרון,5
20-29,"{'amount': 50, 'percentage': 1}","{'amount': 46, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 28, 'percentage': 1.1}","{'amount': 37, 'percentage': 1.4}",שנה,2
30-39,"{'amount': 3, 'percentage': 0.9}","{'amount': 8, 'percentage': 2.5}",חודש אחרון,5
30-39,"{'amount': 25, 'percentage': 1.9}","{'amount': 26, 'percentage': 2}",6 חודשים,3
30-39,"{'amount': 8, 'percentage': 1.6}","{'amount': 13, 'percentage': 2.6}",3 חודשים,4
30-39,"{'amount': 84, 'percentage': 1.7}","{'amount': 81, 'percentage': 1.6}",מתחילת קורונה,1
30-39,"{'amount': 60, 'percentage': 2.3}","{'amount': 51, 'percentage': 2}",שנה,2
40-49,"{'amount': 80, 'percentage': 3.1}","{'amount': 145, 'percentage': 5.6}",שנה,2
40-49,"{'amount': 17, 'percentage': 3.5}","{'amount': 32, 'percentage': 6.5}",3 חודשים,4
40-49,"{'amount': 38, 'percentage': 2.9}","{'amount': 69, 'percentage': 5.3}",6 חודשים,3
40-49,"{'amount': 8, 'percentage': 2.5}","{'amount': 17, 'percentage': 5.3}",חודש אחרון,5
40-49,"{'amount': 129, 'percentage': 2.5}","{'amount': 225, 'percentage': 4.4}",מתחילת קורונה,1
50-59,"{'amount': 33, 'percentage': 6.7}","{'amount': 47, 'percentage': 9.6}",3 חודשים,4
50-59,"{'amount': 22, 'percentage': 6.8}","{'amount': 25, 'percentage': 7.8}",חודש אחרון,5
50-59,"{'amount': 74, 'percentage': 5.6}","{'amount': 116, 'percentage': 8.8}",6 חודשים,3
50-59,"{'amount': 143, 'percentage': 5.5}","{'amount': 259, 'percentage': 10}",שנה,2
50-59,"{'amount': 227, 'percentage': 4.5}","{'amount': 469, 'percentage': 9.3}",מתחילת קורונה,1
60-69,"{'amount': 141, 'percentage': 10.7}","{'amount': 175, 'percentage': 13.3}",6 חודשים,3
60-69,"{'amount': 49, 'percentage': 10}","{'amount': 65, 'percentage': 13.2}",3 חודשים,4
60-69,"{'amount': 29, 'percentage': 9}","{'amount': 38, 'percentage': 11.8}",חודש אחרון,5
60-69,"{'amount': 427, 'percentage': 8.4}","{'amount': 800, 'percentage': 15.8}",מתחילת קורונה,1
60-69,"{'amount': 257, 'percentage': 9.9}","{'amount': 365, 'percentage': 14}",שנה,2
70-79,"{'amount': 26, 'percentage': 8.1}","{'amount': 49, 'percentage': 15.2}",חודש אחרון,5
70-79,"{'amount': 127, 'percentage': 9.7}","{'amount': 189, 'percentage': 14.4}",6 חודשים,3
70-79,"{'amount': 45, 'percentage': 9.2}","{'amount': 61, 'percentage': 12.4}",3 חודשים,4
70-79,"{'amount': 484, 'percentage': 9.6}","{'amount': 876, 'percentage': 17.3}",מתחילת קורונה,1
70-79,"{'amount': 257, 'percentage': 9.9}","{'amount': 370, 'percentage': 14.2}",שנה,2
80-89,"{'amount': 30, 'percentage': 9.3}","{'amount': 33, 'percentage': 10.2}",חודש אחרון,5
80-89,"{'amount': 379, 'percentage': 7.5}","{'amount': 518, 'percentage': 10.2}",מתחילת קורונה,1
80-89,"{'amount': 196, 'percentage': 7.5}","{'amount': 223, 'percentage': 8.6}",שנה,2
80-89,"{'amount': 35, 'percentage': 7.1}","{'amount': 41, 'percentage': 8.4}",3 חודשים,4
80-89,"{'amount': 109, 'percentage': 8.3}","{'amount': 119, 'percentage': 9.1}",6 חודשים,3
90+,"{'amount': 101, 'percentage': 2}","{'amount': 108, 'percentage': 2.1}",מתחילת קורונה,1
90+,"{'amount': 7, 'percentage': 2.2}","{'amount': 9, 'percentage': 2.8}",חודש אחרון,5
90+,"{'amount': 10, 'percentage': 2}","{'amount': 9, 'percentage': 1.8}",3 חודשים,4
90+,"{'amount': 25, 'percentage': 1.9}","{'amount': 23, 'percentage': 1.8}",6 חודשים,3
90+,"{'amount': 46, 'percentage': 1.8}","{'amount': 43, 'percentage': 1.7}",שנה,2
