name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
חריש,10,אדום,747.7,0.2258211678832,0.5350785340313999,1383,אדום,2022-01-26T00:00:00.000Z,59.06,53.61,37.13,705.3
עתלית,10,אדום,636.1,0.1801853997682,0.4507042253521001,603,אדום,2022-01-26T00:00:00.000Z,73.39,68.80,52.85,620.6
כפר ורדים,10,אדום,555.1,0.1603528801245,0.4734299516908,278,אדום,2022-01-26T00:00:00.000Z,87.79,84.24,70.54,505.9
מיתר,10,אדום,737.7,0.2108689499009,0.4161849710982,737,אדום,2022-01-26T00:00:00.000Z,מעל 90%,88.33,69.5,739.7
להבים,10,אדום,534.6,0.1939890710382,0.1754966887417,394,אדום,2022-01-26T00:00:00.000Z,מעל 90%,87.86,73.71,593.3
גן נר,10,אדום,722.2,0.1964636542239,0.3356164383561,225,אדום,2022-01-26T00:00:00.000Z,87.30,82.78,67.37,833.3
נופית,10,אדום,559.0,0.2324840764331,0.3035714285714,126,אדום,2022-01-26T00:00:00.000Z,מעל 90%,88.17,75.8,482.4
שגב-שלום,10,כתום,259.5,0.3337104072398,1.9108910891089,326,אדום,2022-01-26T00:00:00.000Z,31.43,26.42,11.08,287.8
זמר,10,אדום,685.3,0.2361367837338,0.93359375,461,אדום,2022-01-26T00:00:00.000Z,65.97,57.73,34.02,638.2
ג'דיידה-מכר,10,אדום,765.1,0.2739073282944,2.5478260869565,1575,אדום,2022-01-26T00:00:00.000Z,66.74,57.93,33.84,738.4
גבעת אבני,10,אדום,548.1,0.1360946745562,-0.04201680672270003,129,אדום,2022-01-26T00:00:00.000Z,89.04,84.23,68.46,620.2
יאנוח-ג'ת,10,אדום,1158.4,0.3009672619047,0.6139630390143,779,אדום,2022-01-26T00:00:00.000Z,73.85,61.72,41.24,1148.1
כוכב יאיר,10,אדום,547.0,0.1715095676824,0.1773399014778001,460,אדום,2022-01-26T00:00:00.000Z,מעל 90%,מעל 90%,80.61,526.4
מודיעין-מכבים-רעות,10,אדום,650.3,0.2060721812434,0.2270464050984999,5672,אדום,2022-01-26T00:00:00.000Z,86.44,82.15,65.73,598.7
ערערה-בנגב,10,כתום,252.4,0.3424068767908,1.845238095238,490,אדום,2022-01-26T00:00:00.000Z,33.47,27.66,11.52,258.8
הושעיה,10,אדום,971.8,0.2236559139784,0.5736434108527,222,אדום,2022-01-26T00:00:00.000Z,88.51,82.29,62.95,1062.7
סייד (שבט),7.1,אפור,92.5,0.1149425287356,1,21,כתום,2022-01-26T00:00:00.000Z,16.47,13.04,3.33,97.1
הוואשלה (שבט),7.9,אפור,85.1,0.1639344262295,1,22,אדום,2022-01-26T00:00:00.000Z,13.02,11.02,3.7,93.6
קיסריה,10,אדום,642.4,0.2202274087372,0.4516129032258001,322,אדום,2022-01-26T00:00:00.000Z,מעל 90%,87.33,71.72,574.6
