name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,107.2151870727539,26
יוספטל,,44.61538314819336,3
שמיר,,71.49270629882812,10
וולפסון,,71.7423095703125,17
זיו צפת,,79.25071716308594,9
הלל יפה,,82.5242691040039,13
נהריה,,81.36986541748047,17
ברזילי,,75.99337768554688,36
פוריה,,65.35211181640625,5
סוראסקי,,119.4705352783203,21
בני ציון,,84.06466674804688,3
רבין ק. בילינסון,,90.29940032958984,17
סורוקה,,79.40921020507812,24
מאיר,,83.67609405517578,6
קפלן,,93.8628158569336,14
"רמב""ם",,95.38934326171875,7
הכרמל,,,0
השרון ק. גולדה,,68.04978942871094,7
הדסה עין כרם,,109.523811340332,30
הסקוטי,,28.5714282989502,8
סנט וינסנט,,,0
המשפחה הקדושה,,,0
סנט ג'וזף,,,1
שערי צדק,,102.0884552001953,13
אל מקאסד,,,0
לניאדו,,89.9721450805664,5
אוגוסטה ויקטוריה,,,1
מעייני הישועה,,91.13924407958984,8
אסותא אשדוד,,,4
שניידר,,,0
המרכזי בעמק,,75,11
