period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,25215,8578,34.02
3_Month,0-9,112683,43701,38.78
6_Month,0-9,378752,125720,33.19
1_Year,0-9,1450421,636857,43.91
All,0-9,1709955,764371,44.7
1_Month,10-19,25101,6408,25.53
3_Month,10-19,113606,42274,37.21
6_Month,10-19,396153,121592,30.69
1_Year,10-19,1336556,644298,48.21
All,10-19,1627408,805220,49.48
1_Month,20-29,37038,11558,31.21
3_Month,20-29,145826,53665,36.8
6_Month,20-29,514691,129844,25.23
1_Year,20-29,1182834,467570,39.53
All,20-29,1468284,599852,40.85
1_Month,30-39,42583,14074,33.05
3_Month,30-39,161093,66602,41.34
6_Month,30-39,508381,156637,30.81
1_Year,30-39,1132798,510429,45.06
All,30-39,1368090,607366,44.4
1_Month,40-49,40880,13604,33.28
3_Month,40-49,158025,67182,42.51
6_Month,40-49,482023,152979,31.74
1_Year,40-49,1015933,466391,45.91
All,40-49,1215325,550663,45.31
1_Month,50-59,38799,13313,34.31
3_Month,50-59,145914,63744,43.69
6_Month,50-59,422184,130034,30.8
1_Year,50-59,792098,326627,41.24
All,50-59,950379,390224,41.06
1_Month,60-69,43101,15279,35.45
3_Month,60-69,152926,69135,45.21
6_Month,60-69,382171,123440,32.3
1_Year,60-69,659061,249947,37.92
All,60-69,783474,293599,37.47
1_Month,70-79,42247,14180,33.56
3_Month,70-79,132585,61699,46.54
6_Month,70-79,271953,97659,35.91
1_Year,70-79,428595,161321,37.64
All,70-79,507166,185236,36.52
1_Month,80-89,29206,7310,25.03
3_Month,80-89,66478,26738,40.22
6_Month,80-89,107907,39920,36.99
1_Year,80-89,167321,65093,38.9
All,80-89,215435,77559,36
1_Month,90+,9618,1977,20.56
3_Month,90+,18599,6534,35.13
6_Month,90+,26239,9586,36.53
1_Year,90+,39817,16203,40.69
All,90+,55959,20197,36.09
