section,female,male,period
0-9,"{'amount': 57, 'percentage': 0.4}","{'amount': 90, 'percentage': 0.7}",שנה
0-9,"{'amount': 20, 'percentage': 0.4}","{'amount': 28, 'percentage': 0.6}",6 חודשים
0-9,"{'amount': 9, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.3}",3 חודשים
0-9,"{'amount': 3, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.4}",חודש אחרון
0-9,"{'amount': 78, 'percentage': 0.2}","{'amount': 124, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 81, 'percentage': 0.3}","{'amount': 82, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.2}",חודש אחרון
10-19,"{'amount': 33, 'percentage': 0.2}","{'amount': 45, 'percentage': 0.3}",שנה
10-19,"{'amount': 12, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.2}",6 חודשים
10-19,"{'amount': 5, 'percentage': 0.2}","{'amount': 4, 'percentage': 0.1}",3 חודשים
20-29,"{'amount': 106, 'percentage': 0.8}","{'amount': 94, 'percentage': 0.7}",שנה
20-29,"{'amount': 17, 'percentage': 0.3}","{'amount': 19, 'percentage': 0.4}",6 חודשים
20-29,"{'amount': 13, 'percentage': 0.5}","{'amount': 7, 'percentage': 0.2}",3 חודשים
20-29,"{'amount': 5, 'percentage': 0.4}","{'amount': 4, 'percentage': 0.3}",חודש אחרון
20-29,"{'amount': 283, 'percentage': 0.9}","{'amount': 248, 'percentage': 0.8}",מתחילת קורונה
30-39,"{'amount': 206, 'percentage': 1.5}","{'amount': 216, 'percentage': 1.6}",שנה
30-39,"{'amount': 29, 'percentage': 0.6}","{'amount': 34, 'percentage': 0.7}",6 חודשים
30-39,"{'amount': 10, 'percentage': 0.4}","{'amount': 13, 'percentage': 0.5}",3 חודשים
30-39,"{'amount': 4, 'percentage': 0.3}","{'amount': 6, 'percentage': 0.5}",חודש אחרון
30-39,"{'amount': 600, 'percentage': 1.9}","{'amount': 640, 'percentage': 2}",מתחילת קורונה
40-49,"{'amount': 332, 'percentage': 2.4}","{'amount': 448, 'percentage': 3.3}",שנה
40-49,"{'amount': 44, 'percentage': 0.9}","{'amount': 72, 'percentage': 1.4}",6 חודשים
40-49,"{'amount': 21, 'percentage': 0.7}","{'amount': 32, 'percentage': 1.1}",3 חודשים
40-49,"{'amount': 8, 'percentage': 0.7}","{'amount': 11, 'percentage': 0.9}",חודש אחרון
40-49,"{'amount': 982, 'percentage': 3.1}","{'amount': 1432, 'percentage': 4.5}",מתחילת קורונה
50-59,"{'amount': 56, 'percentage': 2}","{'amount': 76, 'percentage': 2.7}",3 חודשים
50-59,"{'amount': 105, 'percentage': 2.1}","{'amount': 166, 'percentage': 3.3}",6 חודשים
50-59,"{'amount': 1619, 'percentage': 5.1}","{'amount': 2296, 'percentage': 7.3}",מתחילת קורונה
50-59,"{'amount': 18, 'percentage': 1.5}","{'amount': 38, 'percentage': 3.1}",חודש אחרון
50-59,"{'amount': 523, 'percentage': 3.8}","{'amount': 731, 'percentage': 5.3}",שנה
60-69,"{'amount': 936, 'percentage': 6.8}","{'amount': 1271, 'percentage': 9.2}",שנה
60-69,"{'amount': 279, 'percentage': 5.5}","{'amount': 422, 'percentage': 8.4}",6 חודשים
60-69,"{'amount': 139, 'percentage': 4.9}","{'amount': 232, 'percentage': 8.2}",3 חודשים
60-69,"{'amount': 62, 'percentage': 5.1}","{'amount': 100, 'percentage': 8.2}",חודש אחרון
60-69,"{'amount': 2347, 'percentage': 7.4}","{'amount': 3482, 'percentage': 11}",מתחילת קורונה
70-79,"{'amount': 548, 'percentage': 10.9}","{'amount': 725, 'percentage': 14.4}",6 חודשים
70-79,"{'amount': 3074, 'percentage': 9.7}","{'amount': 4050, 'percentage': 12.8}",מתחילת קורונה
70-79,"{'amount': 128, 'percentage': 10.5}","{'amount': 172, 'percentage': 14.1}",חודש אחרון
70-79,"{'amount': 1401, 'percentage': 10.2}","{'amount': 1775, 'percentage': 12.9}",שנה
70-79,"{'amount': 315, 'percentage': 11.1}","{'amount': 406, 'percentage': 14.3}",3 חודשים
80-89,"{'amount': 1896, 'percentage': 13.8}","{'amount': 1845, 'percentage': 13.4}",שנה
80-89,"{'amount': 789, 'percentage': 15.6}","{'amount': 841, 'percentage': 16.7}",6 חודשים
80-89,"{'amount': 475, 'percentage': 16.7}","{'amount': 484, 'percentage': 17}",3 חודשים
80-89,"{'amount': 216, 'percentage': 17.7}","{'amount': 221, 'percentage': 18.2}",חודש אחרון
80-89,"{'amount': 3600, 'percentage': 11.4}","{'amount': 3504, 'percentage': 11.1}",מתחילת קורונה
90+,"{'amount': 1059, 'percentage': 7.7}","{'amount': 712, 'percentage': 5.2}",שנה
90+,"{'amount': 512, 'percentage': 10.2}","{'amount': 372, 'percentage': 7.4}",6 חודשים
90+,"{'amount': 331, 'percentage': 11.6}","{'amount': 206, 'percentage': 7.2}",3 חודשים
90+,"{'amount': 134, 'percentage': 11}","{'amount': 79, 'percentage': 6.5}",חודש אחרון
90+,"{'amount': 1839, 'percentage': 5.8}","{'amount': 1224, 'percentage': 3.9}",מתחילת קורונה
