cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
'QAZIR,קטן מ-15,אין מידע,23,77.78,8.57,אדום,2957
ABU GHOSH,קטן מ-15,אין מידע,52,66.14,9.93,אדום,7862
ABU JUWEI'ID,קטן מ-15,אין מידע,20,43.02,9.44,אדום,4649
ABU SINAN,15,11.45,131,91.57,10,אדום,14306
AFULA,52,12.18,427,75.12,10,אדום,56844
AHUZZAT BARAQ,קטן מ-15,אין מידע,19,79.23,9.64,אדום,2398
AKKO,65,19.40,335,67.65,10,אדום,49517
ALFE MENASHE,קטן מ-15,אין מידע,61,76.15,9.77,אדום,8011
AR'ARA,קטן מ-15,אין מידע,21,8.23,5.85,צהוב,25525
ARAD,17,10.30,165,60.73,10,אדום,27170
ARI'EL,33,23.08,143,69.80,10,אדום,20488
ARRABE,קטן מ-15,אין מידע,36,13.70,8.25,אדום,26274
ASHDOD,328,21.91,1497,66.14,10,אדום,226329
ASHQELON,227,21.06,1078,73.61,10,אדום,146442
ATLIT,22,29.33,75,77.19,10,אדום,9716
AZOR,21,22.34,94,71.06,9.64,אדום,13228
BAQA AL-GHARBIYYE,קטן מ-15,אין מידע,41,13.47,9.19,אדום,30448
BASMAT TAB'UN,קטן מ-15,אין מידע,26,32.50,6.6,כתום,8001
BAT HEFER,קטן מ-15,אין מידע,34,64.42,10,אדום,5278
BAT YAM,109,12.26,889,69.58,10,אדום,127772
BE'ER SHEVA,276,16.88,1635,77.63,10,אדום,210624
BE'ER YA'AQOV,37,25.17,147,51.01,10,אדום,28818
BEIT JANN,קטן מ-15,אין מידע,17,13.97,7.65,אדום,12169
BENE AYISH,קטן מ-15,אין מידע,50,72.44,9.43,אדום,6902
BENE BERAQ,30,14.29,210,10.09,7.94,אדום,208031
BET ARYE,קטן מ-15,אין מידע,51,95.47,10,אדום,5342
BET DAGAN,קטן מ-15,אין מידע,67,91.81,10,אדום,7298
BET HASHMONAY,קטן מ-15,אין מידע,32,146.19,10,אדום,2189
BET SHE'AN,19,22.62,84,44.26,10,אדום,18980
BET SHEMESH,57,24.68,231,17.47,9.5,אדום,132210
BET YIZHAQ-SH. HEFER,קטן מ-15,אין מידע,21,97.95,8.35,אדום,2144
BETAR ILLIT,קטן מ-15,אין מידע,16,2.61,5.71,צהוב,61297
BI'NE,קטן מ-15,אין מידע,18,21.38,6.73,כתום,8421
BINYAMINA-GIV'AT ADA,43,31.16,138,86.41,10,אדום,15971
BIR EL-MAKSUR,קטן מ-15,אין מידע,19,19.53,7.11,כתום,9729
DABURIYYA,קטן מ-15,אין מידע,23,21.53,6.12,כתום,10682
DALIYAT AL-KARMEL,קטן מ-15,אין מידע,47,26.31,8.56,אדום,17862
DEIR HANNA,קטן מ-15,אין מידע,37,35.38,9.51,אדום,10459
DIMONA,86,24.36,353,100.99,10,אדום,34954
EFRAT,קטן מ-15,אין מידע,59,51.66,10,אדום,11420
EILABUN,19,27.54,69,119.36,10,אדום,5781
EL'AD,קטן מ-15,אין מידע,42,8.54,9.1,אדום,49179
ELAT,60,23.26,258,49.14,10,אדום,52507
ELQANA,קטן מ-15,אין מידע,34,85.88,10,אדום,3959
EVEN YEHUDA,16,12.31,130,92.62,9.82,אדום,14036
FASSUTA,קטן מ-15,אין מידע,26,81.58,10,אדום,3187
FUREIDIS,קטן מ-15,אין מידע,22,16.37,9.33,אדום,13439
GAN NER,קטן מ-15,אין מידע,18,66.67,10,אדום,2700
GAN YAVNE,63,33.33,189,79.12,10,אדום,23887
GANNE TIQWA,53,21.54,246,114.38,9.41,אדום,21508
GEDERA,55,25.94,212,73.60,9.81,אדום,28805
GEVA BINYAMIN,קטן מ-15,אין מידע,18,31.27,8.92,אדום,5757
GIV'AT AVNI,קטן מ-15,אין מידע,22,105.77,7.56,אדום,2080
GIV'AT SHEMU'EL,58,22.48,258,94.73,10,אדום,27236
GIV'AT ZE'EV,קטן מ-15,אין מידע,51,26.56,10,אדום,19205
GIV'ATAYIM,114,21.19,538,88.38,10,אדום,60872
HADERA,116,18.18,638,64.49,10,אדום,98928
HAIFA,284,12.73,2231,78.29,10,אדום,284981
HAR ADAR,קטן מ-15,אין מידע,28,68.34,10,אדום,4097
HARISH,21,23.60,89,45.39,9.97,אדום,19608
HASHMONA'IM,קטן מ-15,אין מידע,33,123.46,10,אדום,2673
HAZOR HAGELILIT,קטן מ-15,אין מידע,34,35.65,9.71,אדום,9538
HERZLIYYA,196,18.96,1034,104.23,10,אדום,99208
HOD HASHARON,138,19.80,697,107.64,10,אדום,64755
HOLON,430,24.27,1772,90.17,10,אדום,196510
HURFEISH,0,0,16,24.65,7.99,אדום,6490
I'BILLIN,18,31.58,57,42.18,9.95,אדום,13515
ISIFYA,קטן מ-15,אין מידע,27,21.40,6.66,כתום,12617
JATT,קטן מ-15,אין מידע,19,15.51,6.82,כתום,12252
JERUSALEM,377,14.10,2673,28.05,9.46,אדום,952916
JISR AZ-ZARQA,קטן מ-15,אין מידע,18,11.91,6.33,כתום,15113
JUDEIDE-MAKER,20,29.85,67,31.41,9.71,אדום,21331
KAFAR KANNA,קטן מ-15,אין מידע,32,13.76,8.3,אדום,23251
KAFAR MANDA,קטן מ-15,אין מידע,16,7.76,4.1,ירוק,20610
KAFAR QARA,קטן מ-15,אין מידע,30,15.52,9.4,אדום,19330
KAFAR QASEM,קטן מ-15,אין מידע,20,8.25,8.4,אדום,24236
KAFAR YASIF,קטן מ-15,אין מידע,69,67.32,9.72,אדום,10249
KARMI'EL,50,13.66,366,79.24,10,אדום,46190
KEFAR ADUMMIM,קטן מ-15,אין מידע,21,44.41,10,אדום,4729
KEFAR HAORANIM,קטן מ-15,אין מידע,24,91.15,8.35,אדום,2633
KEFAR SAVA,172,15.26,1127,110.86,10,אדום,101664
KEFAR TAVOR,קטן מ-15,אין מידע,31,70.44,9.97,אדום,4401
KEFAR WERADIM,קטן מ-15,אין מידע,50,90.99,10,אדום,5495
KEFAR YONA,64,27.71,231,88.37,10,אדום,26140
KOKHAV YA'IR,קטן מ-15,אין מידע,115,131.61,10,אדום,8738
KUSEIFE,קטן מ-15,אין מידע,18,8.03,5.12,צהוב,22418
LAPPID,קטן מ-15,אין מידע,30,127.93,9.07,אדום,2345
LEHAVIM,קטן מ-15,אין מידע,80,120.46,10,אדום,6641
LOD,87,23.39,372,46.05,9.79,אדום,80786
MA'ALE ADUMMIM,37,19.17,193,51.06,10,אדום,37802
MA'ALE IRON,קטן מ-15,אין מידע,39,25.41,9.88,אדום,15351
MA'ALOT-TARSHIHA,17,13.71,124,55.96,9.55,אדום,22158
MAJD AL-KURUM,קטן מ-15,אין מידע,20,12.82,6.36,כתום,15599
MATTAN,קטן מ-15,אין מידע,22,60.61,9.64,אדום,3630
MAZKERET BATYA,54,34.62,156,103.35,10,אדום,15095
MERKAZ SHAPPIRA,קטן מ-15,אין מידע,16,66.69,10,אדום,2399
METAR,32,26.67,120,120.45,10,אדום,9963
MEVASSERET ZIYYON,28,12.67,221,90.77,10,אדום,24347
MI'ELYA,קטן מ-15,אין מידע,25,77.04,9.61,אדום,3245
MIGDAL HAEMEQ,48,26.52,181,70.18,10,אדום,25790
MIZPE RAMON,קטן מ-15,אין מידע,21,40.52,7.63,אדום,5183
MODI'IN ILLIT,קטן מ-15,אין מידע,35,4.44,7.31,כתום,78775
MODI'IN-MAKKABBIM-RE'UT,164,19.18,855,90.24,10,אדום,94744
MUGHAR,17,21.25,80,34.38,9.89,אדום,23271
NA'ALE,קטן מ-15,אין מידע,17,71.88,9.64,אדום,2365
NAHARIYYA,76,14.05,541,91.40,10,אדום,59189
NAZARETH,55,23.50,234,30.10,10,אדום,77734
NES ZIYYONA,159,30.00,530,104.88,10,אדום,50532
NESHER,31,17.51,177,73.91,10,אדום,23947
NETANYA,203,15.31,1326,59.31,10,אדום,223562
NETIVOT,25,20.33,123,31.17,10,אדום,39456
NIZZAN,קטן מ-15,אין מידע,18,70.98,7.42,כתום,2536
NOF AYYALON,קטן מ-15,אין מידע,16,76.19,8.21,אדום,2100
NOFIT,קטן מ-15,אין מידע,21,80.40,10,אדום,2612
Nof Hagalil,61,16.90,361,86.05,10,אדום,41950
