age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,139576,16898,1505185,9.3,1.1
20-29,348312,107184,1277634,27.3,8.4
30-39,413653,148166,1186386,34.9,12.5
40-49,601710,237959,1080768,55.7,22
50-59,559578,318126,832687,67.2,38.2
60-69,563974,479943,735380,76.7,65.3
70-79,431926,387324,462148,93.5,83.8
80-89,192602,170856,222547,86.5,76.8
90+,45261,39529,50589,89.5,78.1
