cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,68,146.27,4.55,צהוב,4649
אבו גוש,24,17.39,138,175.53,5.31,צהוב,7862
אבו סנאן,30,30.00,100,69.90,6.04,כתום,14306
אבו רובייעה (שבט),קטן מ-15,אין מידע,16,18.09,5.46,צהוב,8843
אבן יהודה,81,39.51,205,146.05,8.16,אדום,14036
אום אל-פחם,145,39.51,367,64.71,6.38,כתום,56713
אופקים,100,30.58,327,100.99,7.94,אדום,32378
אור יהודה,85,28.05,303,82.82,7.76,אדום,36587
אור עקיבא,53,25.48,208,107.12,7.65,אדום,19417
אורנית,35,33.65,104,115.43,8.38,אדום,9010
אזור,37,28.91,128,96.76,8.62,אדום,13228
אחוזת ברק,26,48.15,54,225.19,9.89,אדום,2398
אילת,266,40.06,664,126.46,7.82,אדום,52507
אכסאל,38,37.25,102,67.82,5.02,צהוב,15039
אלון שבות,26,50.00,52,167.15,9.49,אדום,3111
אליכין,קטן מ-15,אין מידע,53,152.91,9.38,אדום,3466
אלעד,33,31.73,104,21.15,4.12,ירוק,49179
אלעזר,קטן מ-15,אין מידע,21,85.78,9.67,אדום,2448
אלפי מנשה,45,39.82,113,141.06,9.96,אדום,8011
אלקנה,22,33.33,66,166.71,8.28,אדום,3959
אעבלין,31,42.47,73,54.01,5.06,צהוב,13515
אעצם (שבט),19,46.34,41,37.78,5.37,צהוב,10853
אפרת,72,49.32,146,127.85,8.78,אדום,11420
אריאל,101,36.46,277,135.20,9.45,אדום,20488
אשדוד,471,29.07,1620,71.58,7.59,אדום,226329
אשקלון,528,29.45,1793,122.44,8.6,אדום,146442
באקה אל-גרביה,75,33.94,221,72.58,6.19,כתום,30448
באר יעקב,122,45.69,267,92.65,8.56,אדום,28818
באר שבע,835,31.06,2688,127.62,8.2,אדום,210624
בועיינה-נוג'ידאת,קטן מ-15,אין מידע,64,63.93,4.93,צהוב,10011
בוקעאתא,קטן מ-15,אין מידע,41,61.40,5.95,צהוב,6677
ביר אל-מכסור,34,50.00,68,69.89,5.06,צהוב,9729
בית אל,קטן מ-15,אין מידע,33,55.69,8.71,אדום,5926
בית אריה,15,29.41,51,95.47,8.49,אדום,5342
בית ג'ן,21,36.21,58,47.66,9.12,אדום,12169
בית דגן,15,30.61,49,67.14,7.7,אדום,7298
בית חשמונאי,קטן מ-15,אין מידע,16,73.09,7.96,אדום,2189
בית יצחק-שער חפר,קטן מ-15,אין מידע,22,102.61,8.29,אדום,2144
בית שאן,81,26.05,311,163.86,8.08,אדום,18980
בית שמש,73,25.00,292,22.09,5.47,צהוב,132210
ביתר עילית,קטן מ-15,אין מידע,36,5.87,1.96,ירוק,61297
בני ברק,104,24.41,426,20.48,3.33,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,43,62.30,7.58,אדום,6902
בנימינה-גבעת עדה,104,44.44,234,146.52,8.96,אדום,15971
"בסמ""ה",39,37.86,103,100.47,6.05,כתום,10252
בסמת טבעון,29,40.85,71,88.74,5.67,צהוב,8001
בענה,קטן מ-15,אין מידע,26,30.88,4.43,ירוק,8421
ברכה,19,55.88,34,117.73,9.98,אדום,2888
בת חפר,27,35.53,76,143.99,9.13,אדום,5278
בת ים,210,21.36,983,76.93,7.52,אדום,127772
ג'דיידה-מכר,15,25.42,59,27.66,5.48,צהוב,21331
ג'ולס,קטן מ-15,אין מידע,43,65.70,7.74,אדום,6545
ג'לג'וליה,35,41.18,85,82.56,5.77,צהוב,10295
ג'סר א-זרקא,62,50.82,122,80.73,5.5,צהוב,15113
ג'ש (גוש חלב),קטן מ-15,אין מידע,24,76.92,6.99,כתום,3120
ג'ת,27,29.67,91,74.27,7.03,כתום,12252
גבע בנימין,קטן מ-15,אין מידע,28,48.64,8.61,אדום,5757
גבעת אבני,קטן מ-15,אין מידע,33,158.65,8.44,אדום,2080
גבעת ברנר,קטן מ-15,אין מידע,26,97.56,8.23,אדום,2665
גבעת זאב,18,23.08,78,40.61,6.11,כתום,19205
גבעת שמואל,87,33.08,263,96.56,8.34,אדום,27236
גבעתיים,162,28.37,571,93.80,8.33,אדום,60872
גדרה,121,39.67,305,105.88,7.58,אדום,28805
גן יבנה,115,43.56,264,110.52,8.62,אדום,23887
גן נר,קטן מ-15,אין מידע,49,181.48,9.43,אדום,2700
גני תקווה,135,41.54,325,151.11,8.64,אדום,21508
דאלית אל-כרמל,20,31.25,64,35.83,7.3,כתום,17862
דבוריה,23,25.27,91,85.19,4.86,צהוב,10682
דייר אל-אסד,קטן מ-15,אין מידע,38,29.90,3.59,ירוק,12710
דייר חנא,26,33.33,78,74.58,5.39,צהוב,10459
דימונה,193,35.67,541,154.77,7.99,אדום,34954
הוד השרון,337,38.74,870,134.35,8.95,אדום,64755
הושעיה,קטן מ-15,אין מידע,30,143.61,6.2,כתום,2089
הר אדר,קטן מ-15,אין מידע,51,124.48,8.18,אדום,4097
הרצליה,345,29.39,1174,118.34,8.39,אדום,99208
זכרון יעקב,86,34.82,247,105.09,8.55,אדום,23503
זמר,27,40.30,67,92.76,6.28,כתום,7223
זרזיר,21,33.33,63,76.10,6.65,כתום,8279
חדרה,281,29.52,952,96.23,7.77,אדום,98928
