period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,343410,156556,45.59
3_Month,0-9,1143562,441830,38.64
6_Month,0-9,1345482,519477,38.61
1_Year,0-9,1503928,580497,38.6
All,0-9,1666661,676774,40.61
1_Month,10-19,302376,140771,46.55
6_Month,10-19,1217169,535691,44.01
1_Year,10-19,1378916,584860,42.41
All,10-19,1576164,721419,45.77
3_Month,10-19,1044007,480846,46.06
All,20-29,1368633,499379,36.49
1_Year,20-29,1171505,382048,32.61
6_Month,20-29,996758,342861,34.4
3_Month,20-29,799016,310578,38.87
1_Month,20-29,254952,80157,31.44
1_Year,30-39,1101809,403353,36.61
1_Month,30-39,275723,104153,37.77
3_Month,30-39,780208,331337,42.47
6_Month,30-39,951831,365587,38.41
All,30-39,1261781,486290,38.54
6_Month,40-49,854956,325761,38.1
3_Month,40-49,717758,302297,42.12
1_Year,40-49,978208,357616,36.56
All,40-49,1117785,429677,38.44
1_Month,40-49,266908,96012,35.97
All,50-59,848464,281806,33.21
1_Year,50-59,730853,225611,30.87
6_Month,50-59,633605,205220,32.39
3_Month,50-59,520725,194128,37.28
1_Month,50-59,198969,61320,30.82
1_Month,60-69,165002,39617,24.01
3_Month,60-69,415753,127140,30.58
6_Month,60-69,507736,133372,26.27
1_Year,60-69,587718,147134,25.03
All,60-69,682147,184731,27.08
1_Month,70-79,104850,20646,19.69
3_Month,70-79,250265,64725,25.86
6_Month,70-79,308177,67721,21.97
1_Year,70-79,361877,75602,20.89
All,70-79,423014,95395,22.55
1_Month,80-89,45885,8500,18.52
6_Month,80-89,119019,26833,22.55
3_Month,80-89,98039,25278,25.78
1_Year,80-89,144939,30562,21.09
All,80-89,182350,41142,22.56
All,90+,48085,11679,24.29
1_Year,90+,35906,8141,22.67
6_Month,90+,28997,7125,24.57
1_Month,90+,12228,2225,18.2
3_Month,90+,24290,6715,27.65
