period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,40768,8202,20.12
3_Month,0-9,235317,51974,22.09
6_Month,0-9,1197399,504635,42.14
1_Year,0-9,1490001,631323,42.37
All,0-9,1701183,739238,43.45
1_Month,10-19,44669,11292,25.28
3_Month,10-19,256631,52321,20.39
6_Month,10-19,1120181,544842,48.64
1_Year,10-19,1389498,637897,45.91
All,10-19,1621084,783351,48.32
1_Month,20-29,56612,11401,20.14
3_Month,20-29,346354,59120,17.07
6_Month,20-29,962650,382445,39.73
1_Year,20-29,1224020,445786,36.42
All,20-29,1456147,567239,38.95
1_Month,30-39,59401,14093,23.73
3_Month,30-39,337585,70205,20.8
6_Month,30-39,939463,415773,44.26
1_Year,30-39,1166792,480813,41.21
All,30-39,1356414,566795,41.79
1_Month,40-49,60169,15052,25.02
3_Month,40-49,325283,68423,21.03
6_Month,40-49,859010,384922,44.81
1_Year,40-49,1045628,435035,41.61
All,40-49,1203582,508945,42.29
1_Month,50-59,58183,14637,25.16
3_Month,50-59,289696,57830,19.96
6_Month,50-59,664188,262978,39.59
1_Year,50-59,810487,291203,35.93
All,50-59,937777,348040,37.11
1_Month,60-69,59925,15619,26.06
3_Month,60-69,260162,53843,20.7
6_Month,60-69,549537,189000,34.39
1_Year,60-69,667857,206873,30.98
All,60-69,768347,245057,31.89
1_Month,70-79,50908,14246,27.98
3_Month,70-79,179794,40905,22.75
6_Month,70-79,348346,110546,31.73
1_Year,70-79,424042,120295,28.37
All,70-79,488667,140604,28.77
1_Month,80-89,27653,5135,18.57
3_Month,80-89,69773,14974,21.46
6_Month,80-89,130303,41951,32.19
1_Year,80-89,162955,46581,28.59
All,80-89,204900,57536,28.08
1_Month,90+,8676,1050,12.1
3_Month,90+,17514,3319,18.95
6_Month,90+,30399,10401,34.21
1_Year,90+,38568,11617,30.12
All,90+,52913,15271,28.86
