coronaOccupancy,isolatedTeam,name,normalOccupancy
160,114,הדסה עין כרם,111.2010803222656
128,81,שמיר (אסף הרופא),71.49270629882812
113.99999999999999,58,סוראסקי,108.7105026245117
96,70,שערי צדק,103.1940994262695
78,45,קפלן,78.51985931396484
74,55,שיבא,97.97468566894531
74,41,מאיר,79.4344482421875
72,43,וולפסון,66.47145080566406
68,60,רבין ק. בילינסון,83.59281158447266
68,32,הלל יפה,82.5242691040039
64,39,ברזילי,75.16666412353516
57.99999999999999,57,מעייני הישועה,97.444091796875
50,78,סורוקה,67.85404205322266
48,18,פוריה,68.16901397705078
46,21,השרון ק. גולדה,62.65560150146484
44,18,אסותא אשדוד,
44,98,לניאדו,19.22005653381348
42,77,"רמב""ם",91.54639434814453
40,25,המרכזי בעמק,78.62068939208984
38,145,נהריה,77.31673431396484
28.000000000000004,28,בני ציון,78.75288391113281
10,7,זיו צפת,77.52161407470703
8,37,שניידר,72.57383728027344
2,14,הכרמל,76.27812194824219
0,11,יוספטל,47.69230651855469
0,0,"מר""ג דורות נתניה",
0,0,נאות התיכון,
0,18,הסקוטי,98.4962387084961
0,0,סנט ג'וזף,
0,0,עמל בשרון - רעננה,
0,0,מ.גריאטרי פרדס חנה,
0,0,אל מקאסד,
0,29,המשפחה הקדושה,150
0,0,הסהר האדום,
0,24,הר הצופים,93.75
0,44,הצרפתי,64.92537689208984
0,7,אלישע,
0,1,אסותא באר שבע,
0,3,אסותא חיפה,
0,12,אסותא רמת החייל,
0,5,אסותא ראשון לציון,
