actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
2738,בני ברק,136,7137,"נדרשים הסברה, בדיקות ואכיפת בידוד",5412,1104
1003,ביתר עילית,163,1780,"נדרשים הסברה, בדיקות ואכיפת בידוד",1249,249
722,מודיעין עילית,94,1449,"נדרשים הסברה, בדיקות ואכיפת בידוד",1603,337
591,אלעד,124,1188,"נדרשים הסברה, בדיקות ואכיפת בידוד",1359,299
500,קלנסווה,217,548,"נדרשים הסברה, בדיקות ואכיפת בידוד",1585,249
301,טייבה,68,398,"נדרשים הסברה, בדיקות ואכיפת בידוד",923,169
150,עין מאהל,110,164,"נדרשים הסברה, בדיקות ואכיפת בידוד",655,92
75,כפר מנדא,37,75,"נדרשים הסברה, בדיקות ואכיפת בידוד",226,41
38,זמר,54,45,"נדרשים הסברה, בדיקות ואכיפת בידוד",176,32
21,מבוא חורון,83,24,"נדרשים הסברה, בדיקות ואכיפת בידוד",74,17
17,כפר מצר,61,27,"נדרשים הסברה, בדיקות ואכיפת בידוד",58,16
 קטן מ-15 ,מצפה יריחו,45,16,"נדרשים הסברה, בדיקות ואכיפת בידוד",36,6-10
5396,ירושלים,58,11487,נדרשת הגדלה של מספר הבדיקות,17541,2041
1828,תל אביב - יפו,40,3633,נדרשת הגדלה של מספר הבדיקות,6428,370
1055,בית שמש,83,1970,נדרשת הגדלה של מספר הבדיקות,2625,451
754,באר שבע,38,1153,נדרשת הגדלה של מספר הבדיקות,4112,317
277,נצרת,35,328,נדרשת הגדלה של מספר הבדיקות,949,137
272,קרית מלאכי,111,449,נדרשת הגדלה של מספר הבדיקות,380,50
201,נתיבות,52,364,נדרשת הגדלה של מספר הבדיקות,900,97
137,אום אל-פחם,24,279,נדרשת הגדלה של מספר הבדיקות,662,67
116,רכסים,94,229,נדרשת הגדלה של מספר הבדיקות,282,41
112,גבעת שמואל,45,190,נדרשת הגדלה של מספר הבדיקות,483,51
103,טירה,39,148,נדרשת הגדלה של מספר הבדיקות,464,49
75,יפיע,39,89,נדרשת הגדלה של מספר הבדיקות,260,32
65,"כפר חב""ד",95,123,נדרשת הגדלה של מספר הבדיקות,166,26
63,יבנאל,152,98,נדרשת הגדלה של מספר הבדיקות,53,6-10
49,אכסאל,33,66,נדרשת הגדלה של מספר הבדיקות,209,26
31,פוריידיס,23,48,נדרשת הגדלה של מספר הבדיקות,239,22
31,שלומי,47,44,נדרשת הגדלה של מספר הבדיקות,142,17
30,כפר כנא,13,49,נדרשת הגדלה של מספר הבדיקות,262,22
29,מעלה עירון,19,49,נדרשת הגדלה של מספר הבדיקות,163,21
29,חשמונאים,96,37,נדרשת הגדלה של מספר הבדיקות,96,11-14
28,גבע בנימין,52,42,נדרשת הגדלה של מספר הבדיקות,154,18
22,אבו גוש,28,25,נדרשת הגדלה של מספר הבדיקות,213,11-14
21,קרני שומרון,25,29,נדרשת הגדלה של מספר הבדיקות,105,11-14
18,הושעיה,88,21,נדרשת הגדלה של מספר הבדיקות,28,1-5
16,"בסמ""ה",15,26,נדרשת הגדלה של מספר הבדיקות,181,6-10
15,טורעאן,10,15,נדרשת הגדלה של מספר הבדיקות,161,11-14
15,עפרה,49,28,נדרשת הגדלה של מספר הבדיקות,37,1-5
 קטן מ-15 ,דבוריה,12,46,נדרשת הגדלה של מספר הבדיקות,259,11-14
 קטן מ-15 ,עין נקובא,40,15,נדרשת הגדלה של מספר הבדיקות,49,6-10
 קטן מ-15 ,דייר חנא,12,28,נדרשת הגדלה של מספר הבדיקות,136,6-10
1055,פתח תקווה,43,1789,"נדרשת הידברות, הסברה ואכיפה",4956,347
