amount,date
196,2020-06-29T00:00:00.000Z
133,2020-06-30T00:00:00.000Z
127,2020-07-01T00:00:00.000Z
155,2020-07-02T00:00:00.000Z
143,2020-07-03T00:00:00.000Z
154,2020-07-04T00:00:00.000Z
162,2020-07-05T00:00:00.000Z
176,2020-07-06T00:00:00.000Z
180,2020-07-07T00:00:00.000Z
138,2020-07-08T00:00:00.000Z
195,2020-07-09T00:00:00.000Z
211,2020-07-10T00:00:00.000Z
222,2020-07-11T00:00:00.000Z
278,2020-07-12T00:00:00.000Z
347,2020-07-13T00:00:00.000Z
331,2020-07-14T00:00:00.000Z
437,2020-07-15T00:00:00.000Z
515,2020-07-16T00:00:00.000Z
502,2020-07-17T00:00:00.000Z
594,2020-07-18T00:00:00.000Z
451,2020-07-19T00:00:00.000Z
875,2020-07-20T00:00:00.000Z
1031,2020-07-21T00:00:00.000Z
1802,2020-07-22T00:00:00.000Z
2921,2020-07-23T00:00:00.000Z
644,2020-07-24T00:00:00.000Z
396,2020-07-25T00:00:00.000Z
1016,2020-07-26T00:00:00.000Z
539,2020-07-27T00:00:00.000Z
143,2020-07-28T00:00:00.000Z
90,2020-07-29T00:00:00.000Z
