amount,date
17,
0,2020-02-12T00:00:00.000Z
0,2020-02-13T00:00:00.000Z
0,2020-02-14T00:00:00.000Z
0,2020-02-15T00:00:00.000Z
0,2020-02-16T00:00:00.000Z
0,2020-02-17T00:00:00.000Z
0,2020-02-18T00:00:00.000Z
0,2020-02-19T00:00:00.000Z
0,2020-02-20T00:00:00.000Z
0,2020-02-21T00:00:00.000Z
0,2020-02-22T00:00:00.000Z
0,2020-02-23T00:00:00.000Z
0,2020-02-24T00:00:00.000Z
0,2020-02-25T00:00:00.000Z
0,2020-02-26T00:00:00.000Z
0,2020-02-27T00:00:00.000Z
0,2020-02-28T00:00:00.000Z
0,2020-02-29T00:00:00.000Z
1,2020-03-01T00:00:00.000Z
0,2020-03-02T00:00:00.000Z
1,2020-03-03T00:00:00.000Z
1,2020-03-04T00:00:00.000Z
0,2020-03-05T00:00:00.000Z
1,2020-03-06T00:00:00.000Z
1,2020-03-07T00:00:00.000Z
1,2020-03-08T00:00:00.000Z
2,2020-03-09T00:00:00.000Z
0,2020-03-10T00:00:00.000Z
0,2020-03-11T00:00:00.000Z
0,2020-03-12T00:00:00.000Z
1,2020-03-13T00:00:00.000Z
0,2020-03-14T00:00:00.000Z
1,2020-03-15T00:00:00.000Z
1,2020-03-16T00:00:00.000Z
6,2020-03-17T00:00:00.000Z
5,2020-03-18T00:00:00.000Z
11,2020-03-19T00:00:00.000Z
4,2020-03-20T00:00:00.000Z
4,2020-03-21T00:00:00.000Z
8,2020-03-22T00:00:00.000Z
16,2020-03-23T00:00:00.000Z
10,2020-03-24T00:00:00.000Z
16,2020-03-25T00:00:00.000Z
18,2020-03-26T00:00:00.000Z
11,2020-03-27T00:00:00.000Z
26,2020-03-28T00:00:00.000Z
39,2020-03-29T00:00:00.000Z
33,2020-03-30T00:00:00.000Z
67,2020-03-31T00:00:00.000Z
60,2020-04-01T00:00:00.000Z
98,2020-04-02T00:00:00.000Z
98,2020-04-03T00:00:00.000Z
62,2020-04-04T00:00:00.000Z
107,2020-04-05T00:00:00.000Z
106,2020-04-06T00:00:00.000Z
134,2020-04-07T00:00:00.000Z
152,2020-04-08T00:00:00.000Z
113,2020-04-09T00:00:00.000Z
205,2020-04-10T00:00:00.000Z
172,2020-04-11T00:00:00.000Z
347,2020-04-12T00:00:00.000Z
314,2020-04-13T00:00:00.000Z
386,2020-04-14T00:00:00.000Z
304,2020-04-15T00:00:00.000Z
362,2020-04-16T00:00:00.000Z
374,2020-04-17T00:00:00.000Z
377,2020-04-18T00:00:00.000Z
307,2020-04-19T00:00:00.000Z
541,2020-04-20T00:00:00.000Z
451,2020-04-21T00:00:00.000Z
364,2020-04-22T00:00:00.000Z
391,2020-04-23T00:00:00.000Z
508,2020-04-24T00:00:00.000Z
437,2020-04-25T00:00:00.000Z
234,2020-04-26T00:00:00.000Z
568,2020-04-27T00:00:00.000Z
508,2020-04-28T00:00:00.000Z
431,2020-04-29T00:00:00.000Z
408,2020-04-30T00:00:00.000Z
650,2020-05-01T00:00:00.000Z
268,2020-05-02T00:00:00.000Z
151,2020-05-03T00:00:00.000Z
367,2020-05-04T00:00:00.000Z
360,2020-05-05T00:00:00.000Z
219,2020-05-06T00:00:00.000Z
271,2020-05-07T00:00:00.000Z
303,2020-05-08T00:00:00.000Z
112,2020-05-09T00:00:00.000Z
127,2020-05-10T00:00:00.000Z
451,2020-05-11T00:00:00.000Z
206,2020-05-12T00:00:00.000Z
186,2020-05-13T00:00:00.000Z
253,2020-05-14T00:00:00.000Z
236,2020-05-15T00:00:00.000Z
67,2020-05-16T00:00:00.000Z
140,2020-05-17T00:00:00.000Z
301,2020-05-18T00:00:00.000Z
200,2020-05-19T00:00:00.000Z
130,2020-05-20T00:00:00.000Z
215,2020-05-21T00:00:00.000Z
175,2020-05-22T00:00:00.000Z
37,2020-05-23T00:00:00.000Z
122,2020-05-24T00:00:00.000Z
191,2020-05-25T00:00:00.000Z
97,2020-05-26T00:00:00.000Z
107,2020-05-27T00:00:00.000Z
154,2020-05-28T00:00:00.000Z
42,2020-05-29T00:00:00.000Z
35,2020-05-30T00:00:00.000Z
63,2020-05-31T00:00:00.000Z
116,2020-06-01T00:00:00.000Z
59,2020-06-02T00:00:00.000Z
50,2020-06-03T00:00:00.000Z
82,2020-06-04T00:00:00.000Z
52,2020-06-05T00:00:00.000Z
47,2020-06-06T00:00:00.000Z
68,2020-06-07T00:00:00.000Z
50,2020-06-08T00:00:00.000Z
60,2020-06-09T00:00:00.000Z
83,2020-06-10T00:00:00.000Z
87,2020-06-11T00:00:00.000Z
78,2020-06-12T00:00:00.000Z
54,2020-06-13T00:00:00.000Z
47,2020-06-14T00:00:00.000Z
83,2020-06-15T00:00:00.000Z
50,2020-06-16T00:00:00.000Z
70,2020-06-17T00:00:00.000Z
87,2020-06-18T00:00:00.000Z
72,2020-06-19T00:00:00.000Z
61,2020-06-20T00:00:00.000Z
46,2020-06-21T00:00:00.000Z
105,2020-06-22T00:00:00.000Z
129,2020-06-23T00:00:00.000Z
69,2020-06-24T00:00:00.000Z
135,2020-06-25T00:00:00.000Z
138,2020-06-26T00:00:00.000Z
96,2020-06-27T00:00:00.000Z
111,2020-06-28T00:00:00.000Z
