period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,61188,6003,9.81
3_Month,0-9,248085,55388,22.33
6_Month,0-9,1207240,502784,41.65
1_Year,0-9,1489896,627591,42.12
All,0-9,1700124,735573,43.27
1_Month,10-19,64225,7507,11.69
3_Month,10-19,269478,54449,20.21
6_Month,10-19,1130063,540975,47.87
1_Year,10-19,1389913,632730,45.52
All,10-19,1620061,778350,48.04
1_Month,20-29,98373,7498,7.62
3_Month,20-29,370301,61045,16.49
6_Month,20-29,972403,377387,38.81
1_Year,20-29,1224211,440250,35.96
All,20-29,1454363,562008,38.64
1_Month,30-39,100026,9382,9.38
3_Month,30-39,357666,71898,20.1
6_Month,30-39,946270,409415,43.27
1_Year,30-39,1166483,473840,40.62
All,30-39,1354451,560155,41.36
1_Month,40-49,95385,9936,10.42
3_Month,40-49,342537,69571,20.31
6_Month,40-49,864353,377837,43.71
1_Year,40-49,1045050,427511,40.91
All,40-49,1201658,501757,41.76
1_Month,50-59,89409,9214,10.31
3_Month,50-59,304789,56887,18.66
6_Month,50-59,667457,255610,38.3
1_Year,50-59,809182,283652,35.05
All,50-59,935654,340821,36.43
1_Month,60-69,82767,9872,11.93
3_Month,60-69,271540,50623,18.64
6_Month,60-69,550815,180894,32.84
1_Year,60-69,665673,198664,29.84
All,60-69,765810,237070,30.96
1_Month,70-79,58629,8646,14.75
3_Month,70-79,183689,36340,19.78
6_Month,70-79,347151,102967,29.66
1_Year,70-79,420827,112685,26.78
All,70-79,485492,133105,27.42
1_Month,80-89,26543,3026,11.4
3_Month,80-89,69568,13222,19.01
6_Month,80-89,129410,39164,30.26
1_Year,80-89,161337,43785,27.14
All,80-89,203357,54783,26.94
1_Month,90+,7927,644,8.12
3_Month,90+,17159,2981,17.37
6_Month,90+,30190,9864,32.67
1_Year,90+,38146,11074,29.03
All,90+,52484,14735,28.08
