priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
month3,NAMIBIA  ,כתום,2,219,13,5.94,2022-06-09T00:00:00.000Z,13,0
month6,TUNISIA ,כתום,2,564,23,4.08,2022-06-09T00:00:00.000Z,19,4
month6,COOK ISLANDS,כתום,2,4,0,0,2022-06-09T00:00:00.000Z,0,0
month6,BULGARIA,כתום,2,48854,2840,5.81,2022-06-09T00:00:00.000Z,2811,29
month6,South Korea,כתום,2,6,0,0,2022-06-09T00:00:00.000Z,0,0
month6,LAO,כתום,2,1,1,100,2022-06-09T00:00:00.000Z,1,0
month6,TAIWAN,כתום,2,255,4,1.57,2022-06-09T00:00:00.000Z,3,1
month6,PAPUA,כתום,2,23,1,4.35,2022-06-09T00:00:00.000Z,1,0
month6,REPUBLIC OF KOSOVO,כתום,2,168,12,7.14,2022-06-09T00:00:00.000Z,11,1
month6,PARAGUAY ,כתום,2,187,1,0.53,2022-06-09T00:00:00.000Z,0,1
month6,SAO TOME AND PRINCIPE  ,כתום,2,4,0,0,2022-06-09T00:00:00.000Z,0,0
month6,DOMINICAN REPUBLIC  ,כתום,2,9,1,11.11,2022-06-09T00:00:00.000Z,1,0
month6,IRAQ,כתום,2,98,7,7.14,2022-06-09T00:00:00.000Z,1,6
month6,IRELAND,כתום,2,3317,91,2.74,2022-06-09T00:00:00.000Z,76,15
month6,SWEDEN  ,כתום,2,5925,110,1.86,2022-06-09T00:00:00.000Z,99,11
month6,JORDAN ,כתום,2,72307,2253,3.12,2022-06-09T00:00:00.000Z,1769,484
month6,AUSTRIA ,כתום,2,75733,2925,3.86,2022-06-09T00:00:00.000Z,2820,105
month6,CHINA,כתום,2,2232,3,0.13,2022-06-09T00:00:00.000Z,1,2
month6,IVORY COAST,כתום,2,728,15,2.06,2022-06-09T00:00:00.000Z,12,3
month6,HAITI ,כתום,2,14,0,0,2022-06-09T00:00:00.000Z,0,0
month6,SERBIA,כתום,2,3631,97,2.67,2022-06-09T00:00:00.000Z,93,4
month6,LUXEMBOURG  ,כתום,2,597,8,1.34,2022-06-09T00:00:00.000Z,5,3
month6,SOUTH AFRICA,כתום,2,11052,262,2.37,2022-06-09T00:00:00.000Z,206,56
month6,Republic of the Congo,כתום,2,48,0,0,2022-06-09T00:00:00.000Z,0,0
month6,NEPAL ,כתום,2,1164,98,8.42,2022-06-09T00:00:00.000Z,19,79
month6,MACAO,כתום,2,18,4,22.22,2022-06-09T00:00:00.000Z,4,0
month6,VATICAN,כתום,2,1,0,0,2022-06-09T00:00:00.000Z,0,0
month6,UZBEKISTAN ,כתום,2,5345,160,2.99,2022-06-09T00:00:00.000Z,66,94
month6,GUAM ,כתום,2,7,0,0,2022-06-09T00:00:00.000Z,0,0
month6,SOMALIA,כתום,2,1,0,0,2022-06-09T00:00:00.000Z,0,0
month6,NICARAGUA ,כתום,2,22,0,0,2022-06-09T00:00:00.000Z,0,0
month6,SIKKIM,כתום,2,1,0,0,2022-06-09T00:00:00.000Z,0,0
month6,HONG KONG,כתום,2,488,12,2.46,2022-06-09T00:00:00.000Z,8,4
month6,BAHRAIN,כתום,2,2174,76,3.5,2022-06-09T00:00:00.000Z,65,11
month6,GUADELOUPE ,כתום,2,17,0,0,2022-06-09T00:00:00.000Z,0,0
month6,MONACO  ,כתום,2,70,3,4.29,2022-06-09T00:00:00.000Z,3,0
month6,KYRGYZSTAN ,כתום,2,283,6,2.12,2022-06-09T00:00:00.000Z,4,2
month6,AUSTRALIA,כתום,2,6965,169,2.43,2022-06-09T00:00:00.000Z,124,45
month6,EAST TIMOR,כתום,2,9,0,0,2022-06-09T00:00:00.000Z,0,0
month6,NIGER  ,כתום,2,8,0,0,2022-06-09T00:00:00.000Z,0,0
month6,MALTA ,כתום,2,3808,98,2.57,2022-06-09T00:00:00.000Z,90,8
month6,BOSNIA AND HERZEGOVINA ,כתום,2,458,19,4.15,2022-06-09T00:00:00.000Z,19,0
month6,SAUDI ARABIA ,כתום,2,1549,211,13.62,2022-06-09T00:00:00.000Z,203,8
month6,UNITED ARAB EMIRATES,כתום,2,145752,5047,3.46,2022-06-09T00:00:00.000Z,4902,145
month6,FALKLAND ISLANDS (MALVINAS),כתום,2,3,1,33.33,2022-06-09T00:00:00.000Z,1,0
month6,SAINT HELENA ,כתום,2,2,0,0,2022-06-09T00:00:00.000Z,0,0
month6,SAINT KITTS AND NEVIS ,כתום,2,4,0,0,2022-06-09T00:00:00.000Z,0,0
month6,REUNION ,כתום,2,21,0,0,2022-06-09T00:00:00.000Z,0,0
month6,CHAD  ,כתום,2,33,0,0,2022-06-09T00:00:00.000Z,0,0
month6,IRAN,כתום,2,3,0,0,2022-06-09T00:00:00.000Z,0,0
month6,ALBANIA,כתום,2,1257,30,2.39,2022-06-09T00:00:00.000Z,27,3
month6,BERMUDA ,כתום,2,16,0,0,2022-06-09T00:00:00.000Z,0,0
month6,ICELAND ,כתום,2,651,30,4.61,2022-06-09T00:00:00.000Z,29,1
month6,FIJI,כתום,2,155,0,0,2022-06-09T00:00:00.000Z,0,0
year,ALGERIA,כתום,2,53,3,5.66,2022-06-09T00:00:00.000Z,2,1
year,NEW GUINEA,כתום,2,3,0,0,2022-06-09T00:00:00.000Z,0,0
year,TUNISIA ,כתום,2,783,34,4.34,2022-06-09T00:00:00.000Z,30,4
year,COOK ISLANDS,כתום,2,8,0,0,2022-06-09T00:00:00.000Z,0,0
year,SAN MARINO  ,כתום,2,6,0,0,2022-06-09T00:00:00.000Z,0,0
year,BULGARIA,כתום,2,85598,3339,3.9,2022-06-09T00:00:00.000Z,3309,30
year,South Korea,כתום,2,11,0,0,2022-06-09T00:00:00.000Z,0,0
year,TURKEY,כתום,2,482729,10237,2.12,2022-06-09T00:00:00.000Z,9869,367
year,BELGIUM,כתום,2,51299,671,1.31,2022-06-09T00:00:00.000Z,567,104
month6,ALGERIA,כתום,2,40,3,7.5,2022-06-09T00:00:00.000Z,2,1
month6,NEW GUINEA,כתום,2,1,0,0,2022-06-09T00:00:00.000Z,0,0
month6,Democratic Republic of the Congo,כתום,2,140,3,2.14,2022-06-09T00:00:00.000Z,2,1
month6,LIECHTENSTEIN ,כתום,2,5,0,0,2022-06-09T00:00:00.000Z,0,0
month6,TURKEY,כתום,2,294682,8560,2.9,2022-06-09T00:00:00.000Z,8217,342
month6,TANZANIA,כתום,2,3564,150,4.21,2022-06-09T00:00:00.000Z,142,8
month6,BELGIUM,כתום,2,32221,600,1.86,2022-06-09T00:00:00.000Z,509,91
month6,CUBA ,כתום,2,234,12,5.13,2022-06-09T00:00:00.000Z,12,0
month6,VENEZUELA,כתום,2,299,14,4.68,2022-06-09T00:00:00.000Z,1,13
month6,LESOTHO ,כתום,2,8,0,0,2022-06-09T00:00:00.000Z,0,0
month6,PUERTO RICO ,כתום,2,276,2,0.72,2022-06-09T00:00:00.000Z,2,0
month6,BENIN ,כתום,2,23,1,4.35,2022-06-09T00:00:00.000Z,1,0
month6,UKRAINE ,כתום,2,31635,2350,7.43,2022-06-09T00:00:00.000Z,2167,183
month6,TRINIDAD AND TOBAGO,כתום,2,15,1,6.67,2022-06-09T00:00:00.000Z,1,0
month6,EL SALVADOR ,כתום,2,89,5,5.62,2022-06-09T00:00:00.000Z,1,4
month6,BRUNEI,כתום,2,7,0,0,2022-06-09T00:00:00.000Z,0,0
month6,MAURITIUS  ,כתום,2,842,19,2.26,2022-06-09T00:00:00.000Z,18,1
month6,PHILIPPINES,כתום,2,6302,82,1.3,2022-06-09T00:00:00.000Z,42,40
month6,ANDORRA,כתום,2,111,12,10.81,2022-06-09T00:00:00.000Z,12,0
month6,MYANMAR  ,כתום,2,21,0,0,2022-06-09T00:00:00.000Z,0,0
month6,SOLOMON ISLANDS,כתום,2,1,0,0,2022-06-09T00:00:00.000Z,0,0
month6,BOLIVIA ,כתום,2,154,7,4.55,2022-06-09T00:00:00.000Z,7,0
month6,MARTINIQUE ,כתום,2,25,2,8,2022-06-09T00:00:00.000Z,2,0
month6,BELIZE ,כתום,2,32,2,6.25,2022-06-09T00:00:00.000Z,2,0
month6,EGYPT ,כתום,2,117989,2336,1.98,2022-06-09T00:00:00.000Z,2153,183
month6,SAINT VINCENT,כתום,2,1,0,0,2022-06-09T00:00:00.000Z,0,0
month6,RWANDA  ,כתום,2,556,15,2.7,2022-06-09T00:00:00.000Z,15,0
month6,AFGHANISTAN,כתום,2,61,1,1.64,2022-06-09T00:00:00.000Z,1,0
month6,CYPRUS ,כתום,2,85011,1757,2.07,2022-06-09T00:00:00.000Z,1727,30
month6,SWAZILAND  ,כתום,2,15,0,0,2022-06-09T00:00:00.000Z,0,0
month6,Democratic Republic of the Congo,כתום,2,61,1,1.64,2022-06-09T00:00:00.000Z,1,0
month6,KENYA ,כתום,2,1498,32,2.14,2022-06-09T00:00:00.000Z,30,2
month6,GABON ,כתום,2,42,2,4.76,2022-06-09T00:00:00.000Z,2,0
month6,ESTONIA,כתום,2,954,21,2.2,2022-06-09T00:00:00.000Z,20,1
month6,REPUBLIC OF SOUTH SUDAN,כתום,2,107,2,1.87,2022-06-09T00:00:00.000Z,2,0
month6,Czech Republic,כתום,2,49170,1626,3.31,2022-06-09T00:00:00.000Z,1582,44
month6,MONTENEGRO,כתום,2,4855,149,3.07,2022-06-09T00:00:00.000Z,149,0
month6,MALI  ,כתום,2,58,0,0,2022-06-09T00:00:00.000Z,0,0
month6,ITALY,כתום,2,195130,5698,2.92,2022-06-09T00:00:00.000Z,5499,199
month6,GRENADA,כתום,2,62,3,4.84,2022-06-09T00:00:00.000Z,2,1
month6,NEW CALEDONIA,כתום,2,5,0,0,2022-06-09T00:00:00.000Z,0,0
month6,MALAYSIA ,כתום,2,25,0,0,2022-06-09T00:00:00.000Z,0,0
month6,UGANDA ,כתום,2,754,20,2.65,2022-06-09T00:00:00.000Z,16,4
month6,CAMEROON ,כתום,2,163,4,2.45,2022-06-09T00:00:00.000Z,4,0
month6,EQUATORIAL GUINEA,כתום,2,33,0,0,2022-06-09T00:00:00.000Z,0,0
month6,URUGUAY ,כתום,2,1228,30,2.44,2022-06-09T00:00:00.000Z,26,4
month6,ZAMBIA ,כתום,2,298,9,3.02,2022-06-09T00:00:00.000Z,8,1
month6,SURINAME  ,כתום,2,6,0,0,2022-06-09T00:00:00.000Z,0,0
month6,SLOVENIA ,כתום,2,798,38,4.76,2022-06-09T00:00:00.000Z,36,2
month6,HONDURAS ,כתום,2,176,3,1.7,2022-06-09T00:00:00.000Z,2,1
month6,PERU ,כתום,2,1636,47,2.87,2022-06-09T00:00:00.000Z,40,7
month6,BANGLADESH ,כתום,2,10,0,0,2022-06-09T00:00:00.000Z,0,0
