period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,45169,6048,13.39
3_Month,0-9,240500,52926,22.01
6_Month,0-9,1203146,503101,41.82
1_Year,0-9,1489842,628797,42.21
All,0-9,1700570,736766,43.32
1_Month,10-19,49276,8360,16.97
3_Month,10-19,262000,52354,19.98
6_Month,10-19,1125510,542302,48.18
1_Year,10-19,1389657,634586,45.66
All,10-19,1620546,780146,48.14
1_Month,20-29,74210,8617,11.61
3_Month,20-29,358232,59477,16.6
6_Month,20-29,968017,379323,39.19
1_Year,20-29,1224100,442339,36.14
All,20-29,1455188,563995,38.76
1_Month,30-39,76930,10615,13.8
3_Month,30-39,347207,70404,20.28
6_Month,30-39,943289,411748,43.65
1_Year,30-39,1166720,476454,40.84
All,30-39,1355378,562639,41.51
1_Month,40-49,76836,11443,14.89
3_Month,40-49,333520,68379,20.5
6_Month,40-49,861724,380519,44.16
1_Year,40-49,1045322,430364,41.17
All,40-49,1202540,504475,41.95
1_Month,50-59,72933,10976,15.05
3_Month,50-59,297279,56783,19.1
6_Month,50-59,665594,258422,38.83
1_Year,50-59,809771,286524,35.38
All,50-59,936628,343577,36.68
1_Month,60-69,70657,11740,16.62
3_Month,60-69,265638,51645,19.44
6_Month,60-69,549943,184059,33.47
1_Year,60-69,666654,201871,30.28
All,60-69,766983,240195,31.32
1_Month,70-79,54086,10682,19.75
3_Month,70-79,181473,38067,20.98
6_Month,70-79,347514,105981,30.5
1_Year,70-79,422209,115705,27.4
All,70-79,486860,136086,27.95
1_Month,80-89,26281,3714,14.13
3_Month,80-89,69452,13786,19.85
6_Month,80-89,129688,40238,31.03
1_Year,80-89,161999,44867,27.7
All,80-89,203991,55851,27.38
1_Month,90+,8014,779,9.72
3_Month,90+,17284,3081,17.83
6_Month,90+,30277,10071,33.26
1_Year,90+,38324,11284,29.44
All,90+,52662,14943,28.38
