gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,21097,7.7,0,0,5,1.3,15,1.4
זכר,0-9,6 חודשים,278894,10.8,4,0.1,18,1.1,58,0.8
זכר,0-9,מתחילת קורונה,409195,10.6,7,0.1,30,0.5,110,0.4
זכר,0-9,שנה,341039,11.3,5,0.1,22,0.9,80,0.7
זכר,0-9,3 חודשים,264697,10.6,4,0.2,16,1.4,52,0.9
נקבה,0-9,6 חודשים,212135,8.2,1,0,8,0.5,40,0.6
נקבה,0-9,מתחילת קורונה,324263,8.4,4,0,15,0.3,70,0.2
נקבה,0-9,שנה,267412,8.8,1,0,9,0.4,55,0.5
נקבה,0-9,חודש אחרון,15968,5.8,0,0,3,0.8,8,0.7
נקבה,0-9,3 חודשים,198159,7.9,1,0,8,0.7,33,0.6
זכר,10-19,חודש אחרון,19922,7.3,0,0,3,0.8,4,0.4
זכר,10-19,שנה,317008,10.5,5,0.1,14,0.6,43,0.4
זכר,10-19,3 חודשים,259658,10.4,4,0.2,9,0.8,23,0.4
זכר,10-19,6 חודשים,270300,10.4,5,0.2,12,0.8,32,0.4
זכר,10-19,מתחילת קורונה,413163,10.7,7,0.1,23,0.4,77,0.3
נקבה,10-19,חודש אחרון,19753,7.2,0,0,2,0.5,5,0.5
נקבה,10-19,6 חודשים,260018,10,3,0.1,12,0.8,22,0.3
נקבה,10-19,מתחילת קורונה,389709,10.1,7,0.1,23,0.4,77,0.3
נקבה,10-19,שנה,306397,10.1,4,0.1,16,0.6,36,0.3
נקבה,10-19,3 חודשים,247574,9.9,2,0.1,9,0.8,14,0.2
זכר,20-29,מתחילת קורונה,237932,6.2,23,0.2,52,0.9,239,0.8
זכר,20-29,שנה,166980,5.5,5,0.1,24,1,98,0.8
זכר,20-29,חודש אחרון,16653,6.1,0,0,3,0.8,6,0.6
זכר,20-29,3 חודשים,135787,5.4,1,0,9,0.8,35,0.6
זכר,20-29,6 חודשים,139511,5.4,2,0.1,17,1.1,45,0.6
נקבה,20-29,שנה,249415,8.2,9,0.2,23,0.9,99,0.8
נקבה,20-29,מתחילת קורונה,332103,8.6,22,0.2,58,1,269,1
נקבה,20-29,חודש אחרון,24420,8.9,0,0,1,0.3,3,0.3
נקבה,20-29,3 חודשים,208800,8.4,5,0.2,10,0.8,21,0.4
נקבה,20-29,6 חודשים,215130,8.3,7,0.3,16,1,48,0.7
זכר,30-39,6 חודשים,148332,5.7,13,0.5,34,2.2,88,1.2
זכר,30-39,מתחילת קורונה,227593,5.9,51,0.5,101,1.7,622,2.2
זכר,30-39,שנה,174902,5.8,24,0.6,50,2,219,1.8
זכר,30-39,חודש אחרון,18445,6.7,2,0.7,12,3.2,9,0.8
זכר,30-39,3 חודשים,144172,5.8,9,0.4,25,2.1,51,0.9
נקבה,30-39,חודש אחרון,24477,8.9,0,0,5,1.3,9,0.8
נקבה,30-39,6 חודשים,229160,8.9,5,0.2,19,1.2,94,1.3
נקבה,30-39,מתחילת קורונה,327083,8.5,36,0.3,100,1.7,582,2.1
נקבה,30-39,שנה,265538,8.8,16,0.4,47,1.9,236,2
נקבה,30-39,3 חודשים,221856,8.9,4,0.2,10,0.8,53,0.9
זכר,40-49,מתחילת קורונה,203620,5.3,117,1.1,259,4.4,1398,5
זכר,40-49,שנה,159534,5.3,54,1.3,120,4.8,490,4.1
זכר,40-49,חודש אחרון,16939,6.2,2,0.7,10,2.7,23,2.2
זכר,40-49,3 חודשים,134362,5.4,14,0.6,40,3.4,122,2.1
זכר,40-49,6 חודשים,137947,5.3,33,1.2,72,4.6,213,3
נקבה,40-49,חודש אחרון,24096,8.8,0,0,7,1.9,9,0.8
נקבה,40-49,3 חודשים,201513,8.1,9,0.4,18,1.5,72,1.2
נקבה,40-49,6 חודשים,206743,8,14,0.5,33,2.1,141,2
נקבה,40-49,מתחילת קורונה,287123,7.4,74,0.7,137,2.3,952,3.4
נקבה,40-49,שנה,233736,7.7,25,0.6,59,2.4,348,2.9
זכר,50-59,חודש אחרון,12140,4.4,9,3.1,33,8.8,44,4.1
זכר,50-59,6 חודשים,90587,3.5,82,3,138,8.8,384,5.3
זכר,50-59,מתחילת קורונה,135472,3.5,374,3.6,537,9.1,2204,7.8
זכר,50-59,שנה,102731,3.4,149,3.5,224,9,727,6.1
זכר,50-59,3 חודשים,88689,3.6,51,2.3,88,7.5,269,4.5
נקבה,50-59,חודש אחרון,18636,6.8,5,1.7,13,3.4,27,2.5
נקבה,50-59,6 חודשים,133958,5.2,50,1.9,73,4.6,278,3.9
נקבה,50-59,מתחילת קורונה,187491,4.9,196,1.9,250,4.2,1550,5.5
נקבה,50-59,שנה,149140,4.9,83,1.9,128,5.2,551,4.6
נקבה,50-59,3 חודשים,131414,5.3,35,1.6,50,4.2,179,3
זכר,60-69,מתחילת קורונה,92365,2.4,980,9.4,910,15.4,3225,11.4
זכר,60-69,שנה,70034,2.3,364,8.5,310,12.5,1170,9.8
זכר,60-69,חודש אחרון,9147,3.3,33,11.5,60,15.9,96,9
זכר,60-69,3 חודשים,61022,2.4,155,7,136,11.5,527,8.9
זכר,60-69,6 חודשים,62158,2.4,220,8.2,190,12.1,675,9.4
נקבה,60-69,חודש אחרון,13388,4.9,15,5.2,34,9,55,5.1
נקבה,60-69,6 חודשים,86962,3.4,135,5,135,8.6,490,6.8
נקבה,60-69,מתחילת קורונה,119797,3.1,538,5.1,496,8.4,2161,7.7
נקבה,60-69,שנה,96292,3.2,259,6,234,9.4,891,7.5
נקבה,60-69,3 חודשים,85329,3.4,87,3.9,85,7.2,375,6.3
זכר,70-79,חודש אחרון,6162,2.2,43,15,63,16.7,155,14.5
זכר,70-79,6 חודשים,35161,1.4,354,13.2,225,14.3,952,13.2
זכר,70-79,מתחילת קורונה,50534,1.3,1589,15.2,995,16.9,3569,12.7
זכר,70-79,שנה,39428,1.3,583,13.6,360,14.5,1498,12.5
זכר,70-79,3 חודשים,34548,1.4,293,13.2,193,16.4,829,14
נקבה,70-79,חודש אחרון,7663,2.8,33,11.5,38,10.1,128,12
נקבה,70-79,6 חודשים,43032,1.7,273,10.2,168,10.7,757,10.5
נקבה,70-79,מתחילת קורונה,59893,1.6,1005,9.6,561,9.5,2702,9.6
נקבה,70-79,שנה,48057,1.6,441,10.3,253,10.2,1194,10
נקבה,70-79,3 חודשים,42230,1.7,211,9.5,118,10,630,10.6
זכר,80-89,6 חודשים,12452,0.5,479,17.8,175,11.1,981,13.6
זכר,80-89,מתחילת קורונה,19386,0.5,1841,17.6,617,10.5,2943,10.4
זכר,80-89,שנה,14400,0.5,757,17.6,258,10.4,1470,12.3
זכר,80-89,חודש אחרון,2054,0.7,52,18.2,42,11.1,187,17.5
זכר,80-89,3 חודשים,12203,0.5,432,19.4,153,13,904,15.3
נקבה,80-89,חודש אחרון,2681,1,47,16.4,30,8,141,13.2
נקבה,80-89,6 חודשים,17516,0.7,473,17.6,144,9.1,1018,14.1
נקבה,80-89,מתחילת קורונה,27193,0.7,1692,16.1,462,7.8,3022,10.7
נקבה,80-89,שנה,20063,0.7,730,17,215,8.7,1497,12.5
נקבה,80-89,3 חודשים,17177,0.7,421,18.9,125,10.6,910,15.4
זכר,90+,חודש אחרון,363,0.1,24,8.4,6,1.6,66,6.2
זכר,90+,שנה,3096,0.1,344,8,57,2.3,490,4.1
זכר,90+,3 חודשים,2622,0.1,232,10.4,38,3.2,357,6
זכר,90+,6 חודשים,2677,0.1,246,9.1,40,2.5,380,5.3
זכר,90+,מתחילת קורונה,4374,0.1,824,7.9,133,2.3,957,3.4
נקבה,90+,6 חודשים,5079,0.2,290,10.8,45,2.9,513,7.1
נקבה,90+,מתחילת קורונה,8628,0.2,1092,10.4,131,2.2,1445,5.1
נקבה,90+,שנה,5885,0.2,439,10.2,61,2.5,746,6.2
נקבה,90+,חודש אחרון,689,0.3,21,7.3,7,1.9,79,7.4
נקבה,90+,3 חודשים,4992,0.2,256,11.5,39,3.3,468,7.9
