period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,121763,21426,17.6
3_Month,0-9,535677,244269,45.6
6_Month,0-9,1226353,502065,40.94
1_Year,0-9,1486933,620679,41.74
All,0-9,1690294,728693,43.11
1_Month,10-19,131772,17157,13.02
3_Month,10-19,511842,223841,43.73
6_Month,10-19,1144503,537894,47
1_Year,10-19,1383595,625049,45.18
All,10-19,1607379,770658,47.95
1_Month,20-29,154619,19621,12.69
3_Month,20-29,511029,156173,30.56
6_Month,20-29,972820,370365,38.07
1_Year,20-29,1199685,431861,36
All,20-29,1424054,553950,38.9
1_Month,30-39,156741,27328,17.44
3_Month,30-39,521426,191522,36.73
6_Month,30-39,947866,400515,42.25
1_Year,30-39,1142849,463075,40.52
All,30-39,1325044,549710,41.49
1_Month,40-49,158260,25818,16.31
3_Month,40-49,496384,178775,36.02
6_Month,40-49,866266,367911,42.47
1_Year,40-49,1023226,416129,40.67
All,40-49,1176465,490694,41.71
1_Month,50-59,141484,21798,15.41
3_Month,50-59,399134,124080,31.09
6_Month,50-59,662431,245404,37.05
1_Year,50-59,783592,272878,34.82
All,50-59,908012,330332,36.38
1_Month,60-69,126993,20999,16.54
3_Month,60-69,337409,89391,26.49
6_Month,60-69,541442,169694,31.34
1_Year,60-69,640283,187081,29.22
All,60-69,738956,225653,30.54
1_Month,70-79,87975,15052,17.11
3_Month,70-79,219635,52457,23.88
6_Month,70-79,337858,93104,27.56
1_Year,70-79,402057,102614,25.52
All,70-79,466237,123111,26.41
1_Month,80-89,38196,5932,15.53
3_Month,80-89,84730,20325,23.99
6_Month,80-89,127353,35774,28.09
1_Year,80-89,156076,40325,25.84
All,80-89,197466,51337,26
1_Month,90+,10557,1449,13.73
3_Month,90+,20587,5000,24.29
6_Month,90+,30112,9142,30.36
1_Year,90+,37366,10339,27.67
All,90+,51302,14015,27.32
