amount,date
1613,2020-07-13T00:00:00.000Z
1478,2020-07-14T00:00:00.000Z
1680,2020-07-15T00:00:00.000Z
1828,2020-07-16T00:00:00.000Z
1463,2020-07-17T00:00:00.000Z
1375,2020-07-18T00:00:00.000Z
769,2020-07-19T00:00:00.000Z
