actualSick,city,sickCount,status,testLast7Days,verifiedLast7Days
2067,בני ברק,5437,"נדרשים הסברה, בדיקות ואכיפת בידוד",5306,890
985,ביתר עילית,1341,"נדרשים הסברה, בדיקות ואכיפת בידוד",1763,463
35,עין מאהל,42,"נדרשים הסברה, בדיקות ואכיפת בידוד",201,33
4162,ירושלים,8510,נדרשת הגדלה של מספר הבדיקות,17655,1689
1942,תל אביב - יפו,2949,נדרשת הגדלה של מספר הבדיקות,8489,482
1124,אשדוד,1702,נדרשת הגדלה של מספר הבדיקות,4666,349
682,בית שמש,1282,נדרשת הגדלה של מספר הבדיקות,2029,317
597,לוד,746,נדרשת הגדלה של מספר הבדיקות,2564,244
452,מודיעין עילית,963,נדרשת הגדלה של מספר הבדיקות,1509,197
287,אלעד,761,נדרשת הגדלה של מספר הבדיקות,793,143
158,קלנסווה,174,נדרשת הגדלה של מספר הבדיקות,846,120
149,גן יבנה,191,נדרשת הגדלה של מספר הבדיקות,983,113
113,נצרת,142,נדרשת הגדלה של מספר הבדיקות,726,71
96,רכסים,158,נדרשת הגדלה של מספר הבדיקות,357,47
93,אור עקיבא,104,נדרשת הגדלה של מספר הבדיקות,782,66
27,אכסאל,36,נדרשת הגדלה של מספר הבדיקות,232,21
25,עמנואל,40,נדרשת הגדלה של מספר הבדיקות,67, קטן מ-15 
22,ירוחם,34,נדרשת הגדלה של מספר הבדיקות,190,17
20,אפרת,84,נדרשת הגדלה של מספר הבדיקות,145, קטן מ-15 
16,עספיא,21,נדרשת הגדלה של מספר הבדיקות,145, קטן מ-15 
15,כפר מנדא,15,נדרשת הגדלה של מספר הבדיקות,118, קטן מ-15 
15,ריינה,15,נדרשת הגדלה של מספר הבדיקות,108,15
793,פתח תקווה,1253,"נדרשת הידברות, הסברה ואכיפה",5517,335
573,ראשון לציון,928,"נדרשת הידברות, הסברה ואכיפה",4444,201
515,חולון,829,"נדרשת הידברות, הסברה ואכיפה",3527,206
499,בת ים,868,"נדרשת הידברות, הסברה ואכיפה",2073,114
436,חיפה,717,"נדרשת הידברות, הסברה ואכיפה",5134,235
425,נתניה,731,"נדרשת הידברות, הסברה ואכיפה",4210,127
425,באר שבע,754,"נדרשת הידברות, הסברה ואכיפה",4034,165
393,רמת גן,644,"נדרשת הידברות, הסברה ואכיפה",2954,133
381,רמלה,518,"נדרשת הידברות, הסברה ואכיפה",1886,140
377,רחובות,572,"נדרשת הידברות, הסברה ואכיפה",2701,149
341,קרית גת,465,"נדרשת הידברות, הסברה ואכיפה",1494,159
310,אשקלון,615,"נדרשת הידברות, הסברה ואכיפה",3275,180
293,קרית מלאכי,366,"נדרשת הידברות, הסברה ואכיפה",640,66
271,רעננה,439,"נדרשת הידברות, הסברה ואכיפה",2028,73
263,רהט,468,"נדרשת הידברות, הסברה ואכיפה",871,89
258,מודיעין-מכבים-רעות,397,"נדרשת הידברות, הסברה ואכיפה",2148,92
234,הרצליה,395,"נדרשת הידברות, הסברה ואכיפה",1965,65
228,טבריה,477,"נדרשת הידברות, הסברה ואכיפה",896,74
208,דימונה,275,"נדרשת הידברות, הסברה ואכיפה",899,33
201,אור יהודה,387,"נדרשת הידברות, הסברה ואכיפה",868,50
184,באקה אל-גרביה,244,"נדרשת הידברות, הסברה ואכיפה",657,42
179,חדרה,274,"נדרשת הידברות, הסברה ואכיפה",2355,72
174,כפר סבא,270,"נדרשת הידברות, הסברה ואכיפה",1847,71
172,ראש העין,239,"נדרשת הידברות, הסברה ואכיפה",1276,64
159,אילת,199,"נדרשת הידברות, הסברה ואכיפה",727,68
153,יבנה,226,"נדרשת הידברות, הסברה ואכיפה",898,59
147,קרית אתא,179,"נדרשת הידברות, הסברה ואכיפה",1247,69
143,כפר קאסם,182,"נדרשת הידברות, הסברה ואכיפה",281,23
137,ערערה-בנגב,302,"נדרשת הידברות, הסברה ואכיפה",119, קטן מ-15 
135,כפר קרע,173,"נדרשת הידברות, הסברה ואכיפה",780,59
133,גבעתיים,198,"נדרשת הידברות, הסברה ואכיפה",982,41
125,כסיפה,144,"נדרשת הידברות, הסברה ואכיפה",360,44
125,נס ציונה,165,"נדרשת הידברות, הסברה ואכיפה",899,54
120,טייבה,177,"נדרשת הידברות, הסברה ואכיפה",789,48
118,אופקים,178,"נדרשת הידברות, הסברה ואכיפה",764,61
116,הוד השרון,178,"נדרשת הידברות, הסברה ואכיפה",1048,34
116,נהריה,191,"נדרשת הידברות, הסברה ואכיפה",1056,54
111,רמת השרון,163,"נדרשת הידברות, הסברה ואכיפה",958,33
106,פרדס חנה-כרכור,138,"נדרשת הידברות, הסברה ואכיפה",881,52
105,מעלה אדומים,167,"נדרשת הידברות, הסברה ואכיפה",907,50
103,בית שאן,129,"נדרשת הידברות, הסברה ואכיפה",289,29
102,נתיבות,222,"נדרשת הידברות, הסברה ואכיפה",882,41
100,קרית אונו,163,"נדרשת הידברות, הסברה ואכיפה",671,30
100,גבעת זאב,163,"נדרשת הידברות, הסברה ואכיפה",498,55
88,ערד,116,"נדרשת הידברות, הסברה ואכיפה",620,42
83,אום אל-פחם,194,"נדרשת הידברות, הסברה ואכיפה",502,34
77,יהוד,161,"נדרשת הידברות, הסברה ואכיפה",537,32
75,באר יעקב,121,"נדרשת הידברות, הסברה ואכיפה",781,26
69,גדרה,132,"נדרשת הידברות, הסברה ואכיפה",954,28
67,צפת,176,"נדרשת הידברות, הסברה ואכיפה",330,26
66,גבעת שמואל,122,"נדרשת הידברות, הסברה ואכיפה",510,33
65,טירה,83,"נדרשת הידברות, הסברה ואכיפה",473, קטן מ-15 
64,גני תקווה,121,"נדרשת הידברות, הסברה ואכיפה",604,21
63,ערערה,79,"נדרשת הידברות, הסברה ואכיפה",535,23
