date,amount,recovered,avg,sum,coronaEvents,recovered_cum
2020-02-12T00:00:00.000Z,0,0,7,7,,103
2020-02-13T00:00:00.000Z,0,0,3,7,,103
2020-02-14T00:00:00.000Z,0,0,2,7,,103
2020-02-15T00:00:00.000Z,0,0,1,7,,103
2020-02-16T00:00:00.000Z,0,0,1,7,,103
2020-02-17T00:00:00.000Z,0,0,1,7,,103
2020-02-18T00:00:00.000Z,0,0,1,7,,103
2020-02-19T00:00:00.000Z,0,0,0,7,,103
2020-02-20T00:00:00.000Z,0,1,0,7,,104
2020-02-21T00:00:00.000Z,1,0,0,8,,104
2020-02-22T00:00:00.000Z,0,0,0,8,,104
2020-02-23T00:00:00.000Z,0,0,0,8,,104
2020-02-24T00:00:00.000Z,1,0,0,9,,104
2020-02-25T00:00:00.000Z,0,0,0,9,,104
2020-02-26T00:00:00.000Z,0,0,0,9,,104
2020-02-27T00:00:00.000Z,1,0,0,10,,104
2020-02-28T00:00:00.000Z,3,0,0,13,,104
2020-02-29T00:00:00.000Z,0,0,0,13,,104
2020-03-01T00:00:00.000Z,1,0,0,14,,104
2020-03-02T00:00:00.000Z,5,0,0,19,,104
2020-03-03T00:00:00.000Z,3,0,1,22,,104
2020-03-04T00:00:00.000Z,0,0,1,22,,104
2020-03-05T00:00:00.000Z,9,0,1,31,,104
2020-03-06T00:00:00.000Z,4,0,3,35,,104
2020-03-07T00:00:00.000Z,4,0,3,39,,104
2020-03-08T00:00:00.000Z,9,0,3,48,,104
2020-03-09T00:00:00.000Z,4,0,4,52,,104
2020-03-10T00:00:00.000Z,33,0,4,85,,104
2020-03-11T00:00:00.000Z,19,0,9,104,,104
2020-03-12T00:00:00.000Z,22,0,11,126,,104
2020-03-13T00:00:00.000Z,35,1,13,161,,105
2020-03-14T00:00:00.000Z,29,0,18,190,סגר ראשון ,105
2020-03-15T00:00:00.000Z,40,0,21,230,,105
2020-03-16T00:00:00.000Z,73,0,26,303,,105
2020-03-17T00:00:00.000Z,94,2,35,397,,107
2020-03-18T00:00:00.000Z,125,2,44,522,,109
2020-03-19T00:00:00.000Z,136,4,59,658,,113
2020-03-20T00:00:00.000Z,168,1,76,826,,114
2020-03-21T00:00:00.000Z,209,1,95,1035,,115
2020-03-22T00:00:00.000Z,252,5,120,1287,,120
2020-03-23T00:00:00.000Z,350,6,151,1637,,126
2020-03-24T00:00:00.000Z,421,5,190,2058,,131
2020-03-25T00:00:00.000Z,424,6,237,2482,,137
2020-03-26T00:00:00.000Z,519,10,280,3001,,147
2020-03-27T00:00:00.000Z,432,18,334,3433,,165
2020-03-28T00:00:00.000Z,476,9,372,3909,,174
2020-03-29T00:00:00.000Z,529,14,410,4438,,188
2020-03-30T00:00:00.000Z,551,33,450,4989,,221
2020-03-31T00:00:00.000Z,737,43,478,5726,,264
2020-04-01T00:00:00.000Z,694,32,524,6420,,296
2020-04-02T00:00:00.000Z,724,79,562,7144,,375
2020-04-03T00:00:00.000Z,599,55,591,7743,,430
2020-04-04T00:00:00.000Z,428,53,615,8171,,483
2020-04-05T00:00:00.000Z,584,101,608,8755,,584
2020-04-06T00:00:00.000Z,449,119,616,9204,,703
2020-04-07T00:00:00.000Z,376,120,602,9580,,823
2020-04-08T00:00:00.000Z,340,107,550,9920,,930
2020-04-09T00:00:00.000Z,340,111,500,10260,,1041
2020-04-10T00:00:00.000Z,356,127,445,10616,,1168
2020-04-11T00:00:00.000Z,342,121,410,10958,,1289
2020-04-12T00:00:00.000Z,551,258,398,11509,,1547
2020-04-13T00:00:00.000Z,437,280,393,11946,,1827
2020-04-14T00:00:00.000Z,394,288,391,12340,,2115
2020-04-15T00:00:00.000Z,305,280,394,12645,,2395
2020-04-16T00:00:00.000Z,296,328,389,12941,,2723
2020-04-17T00:00:00.000Z,297,357,383,13238,,3080
2020-04-18T00:00:00.000Z,288,249,374,13526,,3329
2020-04-19T00:00:00.000Z,274,381,366,13800,פתיחת משק חלקית לאחר סגר ראשון,3710
2020-04-20T00:00:00.000Z,297,449,327,14097,,4159
2020-04-21T00:00:00.000Z,279,373,307,14376,,4532
2020-04-22T00:00:00.000Z,226,391,290,14602,,4923
2020-04-23T00:00:00.000Z,275,331,279,14877,,5254
2020-04-24T00:00:00.000Z,249,337,276,15126,,5591
2020-04-25T00:00:00.000Z,159,376,269,15285,,5967
2020-04-26T00:00:00.000Z,82,432,251,15367,,6399
2020-04-27T00:00:00.000Z,127,469,223,15494,,6868
2020-04-28T00:00:00.000Z,161,565,199,15655,,7433
2020-04-29T00:00:00.000Z,82,352,182,15737,,7785
2020-04-30T00:00:00.000Z,143,426,162,15880,,8211
2020-05-01T00:00:00.000Z,116,424,143,15996,,8635
2020-05-02T00:00:00.000Z,57,279,124,16053,,8914
2020-05-03T00:00:00.000Z,27,287,109,16080,,9201
2020-05-04T00:00:00.000Z,55,259,101,16135,,9460
2020-05-05T00:00:00.000Z,33,318,91,16168,,9778
2020-05-06T00:00:00.000Z,65,261,73,16233,,10039
2020-05-07T00:00:00.000Z,61,226,70,16294,,10265
2020-05-08T00:00:00.000Z,33,222,59,16327,,10487
2020-05-09T00:00:00.000Z,20,91,47,16347,,10578
2020-05-10T00:00:00.000Z,29,168,42,16376,,10746
2020-05-11T00:00:00.000Z,39,329,42,16415,,11075
2020-05-12T00:00:00.000Z,23,258,40,16438,,11333
2020-05-13T00:00:00.000Z,39,177,38,16477,,11510
2020-05-14T00:00:00.000Z,22,240,34,16499,,11750
2020-05-15T00:00:00.000Z,12,160,29,16511,,11910
2020-05-16T00:00:00.000Z,5,102,26,16516,,12012
2020-05-17T00:00:00.000Z,15,151,24,16531,,12163
2020-05-18T00:00:00.000Z,27,275,22,16558,,12438
2020-05-19T00:00:00.000Z,22,153,20,16580,,12591
2020-05-20T00:00:00.000Z,15,110,20,16595,,12701
2020-05-21T00:00:00.000Z,18,122,16,16613,,12823
2020-05-22T00:00:00.000Z,19,162,16,16632,,12985
2020-05-23T00:00:00.000Z,5,44,17,16637,,13029
2020-05-24T00:00:00.000Z,13,115,17,16650,,13144
2020-05-25T00:00:00.000Z,22,132,17,16672,,13276
2020-05-26T00:00:00.000Z,50,91,16,16722,,13367
2020-05-27T00:00:00.000Z,40,60,20,16762,פתיחת משק מלאה לאחר סגר ראשון,13427
2020-05-28T00:00:00.000Z,77,113,23,16839,,13540
2020-05-29T00:00:00.000Z,113,39,32,16952,,13579
2020-05-30T00:00:00.000Z,29,41,45,16981,,13620
2020-05-31T00:00:00.000Z,87,61,49,17068,,13681
2020-06-01T00:00:00.000Z,100,68,59,17168,,13749
2020-06-02T00:00:00.000Z,121,53,70,17289,,13802
2020-06-03T00:00:00.000Z,96,27,81,17385,,13829
2020-06-04T00:00:00.000Z,142,42,89,17527,,13871
2020-06-05T00:00:00.000Z,127,37,98,17654,,13908
2020-06-06T00:00:00.000Z,78,24,100,17732,,13932
2020-06-07T00:00:00.000Z,140,42,107,17872,,13974
2020-06-08T00:00:00.000Z,179,39,114,18051,,14013
2020-06-09T00:00:00.000Z,174,46,126,18225,,14059
2020-06-10T00:00:00.000Z,241,52,133,18466,,14111
2020-06-11T00:00:00.000Z,192,55,154,18658,,14166
2020-06-12T00:00:00.000Z,184,54,161,18842,,14220
2020-06-13T00:00:00.000Z,149,41,169,18991,,14261
2020-06-14T00:00:00.000Z,137,50,179,19128,,14311
2020-06-15T00:00:00.000Z,200,89,179,19328,,14400
2020-06-16T00:00:00.000Z,298,51,182,19626,,14451
2020-06-17T00:00:00.000Z,270,48,200,19896,,14499
2020-06-18T00:00:00.000Z,303,50,204,20199,,14549
2020-06-19T00:00:00.000Z,311,57,220,20510,,14606
2020-06-20T00:00:00.000Z,160,37,238,20670,,14643
2020-06-21T00:00:00.000Z,174,50,239,20844,,14693
2020-06-22T00:00:00.000Z,344,60,245,21188,,14753
2020-06-23T00:00:00.000Z,452,85,265,21640,,14838
2020-06-24T00:00:00.000Z,486,72,287,22126,,14910
2020-06-25T00:00:00.000Z,516,77,318,22642,,14987
2020-06-26T00:00:00.000Z,464,130,349,23106,,15117
2020-06-27T00:00:00.000Z,397,50,370,23503,,15167
2020-06-28T00:00:00.000Z,383,140,404,23886,,15307
2020-06-29T00:00:00.000Z,759,166,434,24645,,15473
2020-06-30T00:00:00.000Z,789,127,493,25434,,15600
2020-07-01T00:00:00.000Z,968,99,542,26402,,15699
2020-07-02T00:00:00.000Z,1153,125,610,27555,,15824
2020-07-03T00:00:00.000Z,941,119,701,28496,,15943
2020-07-04T00:00:00.000Z,821,76,770,29317,,16019
2020-07-05T00:00:00.000Z,825,143,830,30142,,16162
2020-07-06T00:00:00.000Z,1129,196,893,31271,,16358
2020-07-07T00:00:00.000Z,1383,175,946,32654,,16533
2020-07-08T00:00:00.000Z,1328,226,1031,33982,,16759
2020-07-09T00:00:00.000Z,1522,225,1082,35504,,16984
2020-07-10T00:00:00.000Z,1407,212,1135,36911,,17196
2020-07-11T00:00:00.000Z,1169,191,1202,38080,,17387
2020-07-12T00:00:00.000Z,1236,336,1251,39316,,17723
2020-07-13T00:00:00.000Z,1718,362,1310,41034,,18085
2020-07-14T00:00:00.000Z,1600,314,1394,42634,,18399
2020-07-15T00:00:00.000Z,1873,361,1425,44507,,18760
2020-07-16T00:00:00.000Z,1936,508,1503,46443,,19268
2020-07-17T00:00:00.000Z,1602,481,1562,48045,,19749
2020-07-18T00:00:00.000Z,1445,448,1590,49490,,20197
2020-07-19T00:00:00.000Z,1016,518,1630,50506,,20715
2020-07-20T00:00:00.000Z,1885,627,1598,52391,,21342
2020-07-21T00:00:00.000Z,2004,641,1622,54395,,21983
2020-07-22T00:00:00.000Z,2041,3724,1680,56436,,25707
2020-07-23T00:00:00.000Z,1989,6745,1704,58425,,32452
2020-07-24T00:00:00.000Z,1824,1596,1711,60249,,34048
2020-07-25T00:00:00.000Z,1110,589,1743,61359,,34637
2020-07-26T00:00:00.000Z,1040,2736,1695,62399,,37373
2020-07-27T00:00:00.000Z,2047,1764,1699,64446,,39137
2020-07-28T00:00:00.000Z,2121,1551,1722,66567,,40688
2020-07-29T00:00:00.000Z,1956,1400,1738,68523,,42088
2020-07-30T00:00:00.000Z,1786,1682,1726,70309,,43770
2020-07-31T00:00:00.000Z,1360,1299,1697,71669,,45069
2020-08-01T00:00:00.000Z,623,536,1631,72292,,45605
2020-08-02T00:00:00.000Z,708,2437,1561,73000,,48042
2020-08-03T00:00:00.000Z,1799,1797,1514,74799,,49839
2020-08-04T00:00:00.000Z,1726,1649,1479,76525,,51488
2020-08-05T00:00:00.000Z,1686,1482,1422,78211,,52970
2020-08-06T00:00:00.000Z,1675,1751,1384,79886,,54721
2020-08-07T00:00:00.000Z,1762,1213,1368,81648,,55934
2020-08-08T00:00:00.000Z,755,608,1425,82403,,56542
2020-08-09T00:00:00.000Z,923,2335,1444,83326,,58877
2020-08-10T00:00:00.000Z,1697,1397,1475,85023,,60274
2020-08-11T00:00:00.000Z,1823,985,1460,86846,,61259
2020-08-12T00:00:00.000Z,1617,1137,1474,88463,,62396
2020-08-13T00:00:00.000Z,1641,1310,1464,90104,,63706
2020-08-14T00:00:00.000Z,1389,986,1459,91493,,64692
2020-08-15T00:00:00.000Z,754,567,1406,92247,,65259
2020-08-16T00:00:00.000Z,1069,2223,1406,93316,,67482
2020-08-17T00:00:00.000Z,1651,1193,1427,94967,,68675
2020-08-18T00:00:00.000Z,1648,1117,1420,96615,,69792
2020-08-19T00:00:00.000Z,1639,1479,1395,98254,,71271
2020-08-20T00:00:00.000Z,1485,1433,1398,99739,,72704
2020-08-21T00:00:00.000Z,1492,1040,1376,101231,,73744
2020-08-22T00:00:00.000Z,710,666,1391,101941,,74410
2020-08-23T00:00:00.000Z,964,2122,1384,102905,,76532
2020-08-24T00:00:00.000Z,1901,1404,1369,104806,,77936
2020-08-25T00:00:00.000Z,1958,798,1405,106764,,78734
2020-08-26T00:00:00.000Z,1984,3643,1449,108748,,82377
2020-08-27T00:00:00.000Z,2106,1514,1499,110854,,83891
2020-08-28T00:00:00.000Z,1833,1832,1587,112687,,85723
2020-08-29T00:00:00.000Z,909,711,1636,113596,,86434
2020-08-30T00:00:00.000Z,1100,2266,1665,114696,,88700
2020-08-31T00:00:00.000Z,2171,1473,1684,116867,,90173
2020-09-01T00:00:00.000Z,2253,1009,1723,119120,,91182
2020-09-02T00:00:00.000Z,3194,1401,1765,122314,,92583
2020-09-03T00:00:00.000Z,2664,1801,1938,124978,,94384
2020-09-04T00:00:00.000Z,2623,1193,2017,127601,,95577
2020-09-05T00:00:00.000Z,1504,886,2130,129105,,96463
2020-09-06T00:00:00.000Z,2174,2403,2215,131279,,98866
2020-09-07T00:00:00.000Z,3386,1597,2369,134665,,100463
2020-09-08T00:00:00.000Z,3487,1431,2542,138152,,101894
2020-09-09T00:00:00.000Z,3991,1464,2718,142143,,103358
2020-09-10T00:00:00.000Z,4158,1977,2832,146301,,105335
2020-09-11T00:00:00.000Z,3971,1775,3046,150272,,107110
2020-09-12T00:00:00.000Z,2716,1266,3238,152988,,108376
2020-09-13T00:00:00.000Z,3172,3275,3411,156160,,111651
2020-09-14T00:00:00.000Z,4803,2402,3554,160963,,114053
2020-09-15T00:00:00.000Z,5528,2273,3756,166491,,116326
2020-09-16T00:00:00.000Z,4568,2794,4048,171059,,119120
2020-09-17T00:00:00.000Z,5378,3720,4130,176437,,122840
2020-09-18T00:00:00.000Z,5332,2850,4305,181769,סגר שני,125690
2020-09-19T00:00:00.000Z,3809,1444,4499,185578,,127134
2020-09-20T00:00:00.000Z,2576,2480,4655,188154,,129614
2020-09-21T00:00:00.000Z,3869,4666,4570,192023,,134280
2020-09-22T00:00:00.000Z,7020,3511,4437,199043,,137791
2020-09-23T00:00:00.000Z,7140,3821,4650,206183,,141612
2020-09-24T00:00:00.000Z,8260,4597,5017,214443,,146209
2020-09-25T00:00:00.000Z,8386,4150,5429,222829,,150359
2020-09-26T00:00:00.000Z,5880,2396,5865,228709,,152755
2020-09-27T00:00:00.000Z,3435,5700,6161,232144,,158455
2020-09-28T00:00:00.000Z,1154,2173,6284,233298,,160628
2020-09-29T00:00:00.000Z,4989,5791,5896,238287,,166419
2020-09-30T00:00:00.000Z,9050,5161,5606,247337,,171580
2020-10-01T00:00:00.000Z,7721,5774,5879,255058,,177354
2020-10-02T00:00:00.000Z,7053,5603,5802,262111,,182957
2020-10-03T00:00:00.000Z,2595,3505,5611,264706,,186462
2020-10-04T00:00:00.000Z,2936,8118,5142,267642,,194580
2020-10-05T00:00:00.000Z,5710,6981,5071,273352,,201561
2020-10-06T00:00:00.000Z,4719,6435,5722,278071,,207996
2020-10-07T00:00:00.000Z,4156,4907,5683,282227,,212903
2020-10-08T00:00:00.000Z,3751,4815,4984,285978,,217718
2020-10-09T00:00:00.000Z,2954,5106,4417,288932,,222824
2020-10-10T00:00:00.000Z,912,3792,3831,289844,,226616
2020-10-11T00:00:00.000Z,1638,7570,3591,291482,,234186
2020-10-12T00:00:00.000Z,3154,5525,3405,294636,,239711
2020-10-13T00:00:00.000Z,2336,5734,3040,296972,,245445
2020-10-14T00:00:00.000Z,2118,5840,2700,299090,,251285
2020-10-15T00:00:00.000Z,1611,5423,2409,300701,,256708
2020-10-16T00:00:00.000Z,1496,3481,2103,302197,,260189
2020-10-17T00:00:00.000Z,410,2515,1895,302607,,262704
2020-10-18T00:00:00.000Z,924,4916,1823,303531,פתיחת סגר שני,267620
2020-10-19T00:00:00.000Z,1516,2345,1721,305047,,269965
