section,female,male,period,order_period
0-9,"{'amount': 7, 'percentage': 0.3}","{'amount': 14, 'percentage': 0.5}",חודש אחרון,5
0-9,"{'amount': 28, 'percentage': 0.2}","{'amount': 39, 'percentage': 0.2}",שנה,2
0-9,"{'amount': 14, 'percentage': 0.3}","{'amount': 24, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 12, 'percentage': 0.3}","{'amount': 23, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 33, 'percentage': 0.2}","{'amount': 47, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 54, 'percentage': 0.3}","{'amount': 39, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 4, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.2}",חודש אחרון,5
10-19,"{'amount': 10, 'percentage': 0.2}","{'amount': 10, 'percentage': 0.2}",3 חודשים,4
10-19,"{'amount': 12, 'percentage': 0.2}","{'amount': 11, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 42, 'percentage': 0.2}","{'amount': 29, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 54, 'percentage': 1.1}","{'amount': 50, 'percentage': 1}",6 חודשים,3
20-29,"{'amount': 51, 'percentage': 1.1}","{'amount': 43, 'percentage': 1}",3 חודשים,4
20-29,"{'amount': 37, 'percentage': 1.4}","{'amount': 34, 'percentage': 1.3}",חודש אחרון,5
20-29,"{'amount': 211, 'percentage': 1}","{'amount': 178, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 171, 'percentage': 1}","{'amount': 156, 'percentage': 0.9}",שנה,2
30-39,"{'amount': 400, 'percentage': 2.3}","{'amount': 428, 'percentage': 2.5}",שנה,2
30-39,"{'amount': 141, 'percentage': 2.9}","{'amount': 142, 'percentage': 2.9}",6 חודשים,3
30-39,"{'amount': 119, 'percentage': 2.7}","{'amount': 132, 'percentage': 2.9}",3 חודשים,4
30-39,"{'amount': 78, 'percentage': 3}","{'amount': 101, 'percentage': 3.9}",חודש אחרון,5
30-39,"{'amount': 465, 'percentage': 2.2}","{'amount': 524, 'percentage': 2.5}",מתחילת קורונה,1
40-49,"{'amount': 646, 'percentage': 3.8}","{'amount': 982, 'percentage': 5.7}",שנה,2
40-49,"{'amount': 207, 'percentage': 4.2}","{'amount': 290, 'percentage': 5.9}",6 חודשים,3
40-49,"{'amount': 190, 'percentage': 4.2}","{'amount': 262, 'percentage': 5.9}",3 חודשים,4
40-49,"{'amount': 141, 'percentage': 5.5}","{'amount': 185, 'percentage': 7.2}",חודש אחרון,5
40-49,"{'amount': 769, 'percentage': 3.6}","{'amount': 1182, 'percentage': 5.5}",מתחילת קורונה,1
50-59,"{'amount': 279, 'percentage': 5.7}","{'amount': 386, 'percentage': 7.8}",6 חודשים,3
50-59,"{'amount': 243, 'percentage': 5.4}","{'amount': 350, 'percentage': 7.8}",3 חודשים,4
50-59,"{'amount': 1000, 'percentage': 5.8}","{'amount': 1524, 'percentage': 8.9}",שנה,2
50-59,"{'amount': 1241, 'percentage': 5.8}","{'amount': 1878, 'percentage': 8.8}",מתחילת קורונה,1
50-59,"{'amount': 147, 'percentage': 5.7}","{'amount': 230, 'percentage': 8.9}",חודש אחרון,5
60-69,"{'amount': 366, 'percentage': 8.2}","{'amount': 491, 'percentage': 11}",3 חודשים,4
60-69,"{'amount': 416, 'percentage': 8.4}","{'amount': 528, 'percentage': 10.7}",6 חודשים,3
60-69,"{'amount': 221, 'percentage': 8.6}","{'amount': 283, 'percentage': 11}",חודש אחרון,5
60-69,"{'amount': 1693, 'percentage': 7.9}","{'amount': 2591, 'percentage': 12.1}",מתחילת קורונה,1
60-69,"{'amount': 1374, 'percentage': 8}","{'amount': 2027, 'percentage': 11.8}",שנה,2
70-79,"{'amount': 231, 'percentage': 9}","{'amount': 252, 'percentage': 9.8}",חודש אחרון,5
70-79,"{'amount': 403, 'percentage': 9}","{'amount': 530, 'percentage': 11.8}",3 חודשים,4
70-79,"{'amount': 452, 'percentage': 9.2}","{'amount': 580, 'percentage': 11.8}",6 חודשים,3
70-79,"{'amount': 1603, 'percentage': 9.3}","{'amount': 2162, 'percentage': 12.6}",שנה,2
70-79,"{'amount': 1981, 'percentage': 9.3}","{'amount': 2755, 'percentage': 12.9}",מתחילת קורונה,1
80-89,"{'amount': 451, 'percentage': 10.1}","{'amount': 465, 'percentage': 10.4}",3 חודשים,4
80-89,"{'amount': 1657, 'percentage': 9.6}","{'amount': 1652, 'percentage': 9.6}",שנה,2
80-89,"{'amount': 488, 'percentage': 9.9}","{'amount': 504, 'percentage': 10.2}",6 חודשים,3
80-89,"{'amount': 228, 'percentage': 8.9}","{'amount': 207, 'percentage': 8}",חודש אחרון,5
80-89,"{'amount': 2065, 'percentage': 9.7}","{'amount': 2032, 'percentage': 9.5}",מתחילת קורונה,1
90+,"{'amount': 984, 'percentage': 4.6}","{'amount': 624, 'percentage': 2.9}",מתחילת קורונה,1
90+,"{'amount': 115, 'percentage': 4.5}","{'amount': 53, 'percentage': 2.1}",חודש אחרון,5
90+,"{'amount': 219, 'percentage': 4.9}","{'amount': 108, 'percentage': 2.4}",3 חודשים,4
90+,"{'amount': 240, 'percentage': 4.9}","{'amount': 117, 'percentage': 2.4}",6 חודשים,3
90+,"{'amount': 789, 'percentage': 4.6}","{'amount': 499, 'percentage': 2.9}",שנה,2
