period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
3_Month,0-9,1147947,431668,37.6
All,0-9,1663931,665610,40
1_Year,0-9,1507222,574074,38.09
6_Month,0-9,1375928,527999,38.37
1_Month,0-9,670900,283204,42.21
6_Month,10-19,1244616,539813,43.37
1_Month,10-19,539886,269038,49.83
All,10-19,1572638,710379,45.17
1_Year,10-19,1380731,577544,41.83
3_Month,10-19,1045880,470240,44.96
1_Month,20-29,410258,164251,40.04
1_Year,20-29,1171309,378021,32.27
3_Month,20-29,798583,302692,37.9
6_Month,20-29,1015738,348146,34.28
All,20-29,1362321,491679,36.09
3_Month,30-39,780377,321882,41.25
All,30-39,1255366,476892,37.99
1_Month,30-39,436928,194067,44.42
1_Year,30-39,1100186,396566,36.05
6_Month,30-39,965989,368299,38.13
All,40-49,1111567,420978,37.87
1_Year,40-49,975090,350626,35.96
6_Month,40-49,865252,326464,37.73
3_Month,40-49,717988,293540,40.88
1_Month,40-49,410850,177407,43.18
All,50-59,842449,275791,32.74
1_Year,50-59,726729,220714,30.37
6_Month,50-59,639452,204373,31.96
3_Month,50-59,520152,187991,36.14
1_Month,50-59,293270,114499,39.04
1_Month,60-69,231543,71297,30.79
3_Month,60-69,414470,122872,29.65
6_Month,60-69,511623,131730,25.75
1_Year,60-69,583438,143492,24.59
All,60-69,676855,180469,26.66
3_Month,70-79,248315,62338,25.1
1_Month,70-79,137753,35341,25.66
6_Month,70-79,309745,66623,21.51
1_Year,70-79,358456,73520,20.51
All,70-79,418933,93027,22.21
1_Month,80-89,57970,14534,25.07
3_Month,80-89,97103,24346,25.07
6_Month,80-89,120163,26533,22.08
1_Year,80-89,143960,29809,20.71
All,80-89,180762,40200,22.24
All,90+,47746,11455,23.99
1_Year,90+,35835,7965,22.23
6_Month,90+,29310,7073,24.13
3_Month,90+,24147,6492,26.89
1_Month,90+,15405,3877,25.17
