day_date,flue_vaccinations_amount_cum
2021-09-02T00:00:00.000Z,2
2021-09-03T00:00:00.000Z,3
2021-09-04T00:00:00.000Z,4
2021-09-05T00:00:00.000Z,7
2021-09-06T00:00:00.000Z,9
2021-09-08T00:00:00.000Z,10
2021-09-09T00:00:00.000Z,188
2021-09-10T00:00:00.000Z,380
2021-09-11T00:00:00.000Z,462
2021-09-12T00:00:00.000Z,4923
2021-09-13T00:00:00.000Z,13050
2021-09-14T00:00:00.000Z,24026
2021-09-15T00:00:00.000Z,28903
2021-09-16T00:00:00.000Z,29760
2021-09-17T00:00:00.000Z,34603
2021-09-18T00:00:00.000Z,35597
2021-09-19T00:00:00.000Z,52315
2021-09-20T00:00:00.000Z,60406
2021-09-21T00:00:00.000Z,62597
2021-09-22T00:00:00.000Z,73648
2021-09-23T00:00:00.000Z,87608
2021-09-24T00:00:00.000Z,93969
2021-09-25T00:00:00.000Z,95092
2021-09-26T00:00:00.000Z,112489
2021-09-27T00:00:00.000Z,123693
2021-09-28T00:00:00.000Z,126208
2021-09-29T00:00:00.000Z,145881
2021-09-30T00:00:00.000Z,168671
2021-10-01T00:00:00.000Z,177022
2021-10-02T00:00:00.000Z,178624
2021-10-03T00:00:00.000Z,208875
2021-10-04T00:00:00.000Z,235405
2021-10-05T00:00:00.000Z,263462
2021-10-06T00:00:00.000Z,286125
2021-10-07T00:00:00.000Z,314577
2021-10-08T00:00:00.000Z,326103
2021-10-09T00:00:00.000Z,327922
2021-10-10T00:00:00.000Z,362027
2021-10-11T00:00:00.000Z,388727
2021-10-12T00:00:00.000Z,416445
2021-10-13T00:00:00.000Z,436740
2021-10-14T00:00:00.000Z,460381
2021-10-15T00:00:00.000Z,468865
2021-10-16T00:00:00.000Z,470226
2021-10-17T00:00:00.000Z,497578
2021-10-18T00:00:00.000Z,517759
2021-10-19T00:00:00.000Z,538997
2021-10-20T00:00:00.000Z,555501
2021-10-21T00:00:00.000Z,574990
2021-10-22T00:00:00.000Z,581342
2021-10-23T00:00:00.000Z,582263
2021-10-24T00:00:00.000Z,603516
2021-10-25T00:00:00.000Z,620703
2021-10-26T00:00:00.000Z,638428
2021-10-27T00:00:00.000Z,650896
2021-10-28T00:00:00.000Z,656637
2021-10-29T00:00:00.000Z,657502
2021-10-30T00:00:00.000Z,657707
2021-10-31T00:00:00.000Z,662287
2021-11-01T00:00:00.000Z,666559
2021-11-02T00:00:00.000Z,670536
2021-11-03T00:00:00.000Z,673744
2021-11-04T00:00:00.000Z,676833
2021-11-05T00:00:00.000Z,677641
2021-11-06T00:00:00.000Z,677855
2021-11-07T00:00:00.000Z,680791
2021-11-08T00:00:00.000Z,683242
2021-11-09T00:00:00.000Z,686043
2021-11-10T00:00:00.000Z,688748
2021-11-11T00:00:00.000Z,691589
2021-11-12T00:00:00.000Z,692327
