age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,638360,517891,1538337,41.5,33.7
20-29,1026891,937615,1300361,79,72.1
30-39,996525,928925,1197026,83.3,77.6
40-49,948493,889945,1098556,86.3,81
50-59,762081,718200,849966,89.7,84.5
60-69,673898,644899,741639,90.9,87
70-79,468602,455696,490784,95.5,92.9
80-89,211971,205890,225538,94,91.3
90+,48080,46279,51496,93.4,89.9
