name,value
פסיכולוגיה,5
פיזיותרפיה,5
קלינאות תקשורת,6
מעבדה,7
מערך לוגיסטי,7
ריפוי בעיסוק,8
שירות סוציאלי,9
כוח עזר,16
רוקחות,17
סקטורים אחרים,73
מינהל ומשק,109
