name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,100.6962051391602,27
אל מקאסד,,,0
שמיר,,72.83950805664062,7
וולפסון,,69.98535919189453,19
זיו צפת,,80.97982788085938,10
נהריה,,,0
ברזילי,,,0
בני ציון,,90.06928253173828,7
רבין ק. בילינסון,,86.22754669189453,15
סורוקה,,83.40573120117188,15
מאיר,,85.08997344970703,30
קפלן,,101.2635345458984,20
המרכזי בעמק,,75.3448257446289,11
שערי צדק,,103.7667083740234,7
לניאדו,,84.6796646118164,7
"רמב""ם",,93.54508209228516,10
אסותא אשדוד,,,0
סוראסקי,,120.2391128540039,33
הדסה עין כרם,,105.6878280639648,11
הכרמל,,84.04907989501953,2
הלל יפה,,91.45631408691406,6
המשפחה הקדושה,,,0
הסקוטי,,,0
השרון ק. גולדה,,53.11203384399414,6
יוספטל,,75.38461303710938,5
מעייני הישועה,,,0
סנט וינסנט,,,0
פוריה,,,0
סנט ג'וזף,,,0
אוגוסטה ויקטוריה,,,0
