age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,197020,63544,1505185,13.1,4.2
20-29,589924,222984,1277634,46.2,17.5
30-39,640804,267138,1186386,54,22.5
40-49,723301,468270,1080768,66.9,43.3
50-59,629823,491295,832687,75.6,59
60-69,596179,532993,735380,81.1,72.5
70-79,447138,414889,462148,96.8,89.8
80-89,199647,183498,222547,89.7,82.5
90+,47021,42215,50589,92.9,83.4
