period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6615,972,14.69
3_Month,0-9,22220,4020,18.09
6_Month,0-9,134884,48019,35.6
1_Year,0-9,1251147,541170,43.25
All,0-9,1713616,766936,44.76
1_Month,10-19,9886,2121,21.45
3_Month,10-19,29686,6061,20.42
6_Month,10-19,142480,48644,34.14
1_Year,10-19,1174336,577813,49.2
All,10-19,1630633,808867,49.6
1_Month,20-29,16120,2756,17.1
3_Month,20-29,44182,7483,16.94
6_Month,20-29,189029,61176,32.36
1_Year,20-29,1041656,426254,40.92
All,20-29,1474520,604884,41.02
1_Month,30-39,15615,3034,19.43
3_Month,30-39,43239,9035,20.9
6_Month,30-39,200740,75817,37.77
1_Year,30-39,1010627,469844,46.49
All,30-39,1373342,613487,44.67
1_Month,40-49,16679,3581,21.47
3_Month,40-49,44518,10254,23.03
6_Month,40-49,196896,77672,39.45
1_Year,40-49,921947,440181,47.74
All,40-49,1220144,557605,45.7
1_Month,50-59,17689,3779,21.36
3_Month,50-59,44925,10723,23.87
6_Month,50-59,182497,74614,40.89
1_Year,50-59,724677,318041,43.89
All,50-59,955730,398293,41.67
1_Month,60-69,20285,4391,21.65
3_Month,60-69,51561,13077,25.36
6_Month,60-69,191124,82180,43
1_Year,60-69,609564,251727,41.3
All,60-69,789609,304344,38.54
1_Month,70-79,22219,4343,19.55
3_Month,70-79,52928,13964,26.38
6_Month,70-79,165771,75554,45.58
1_Year,70-79,403885,169026,41.85
All,70-79,515035,197297,38.31
1_Month,80-89,18303,2148,11.74
3_Month,80-89,33617,6385,18.99
6_Month,80-89,80110,32949,41.13
1_Year,80-89,157903,68374,43.3
All,80-89,219981,83015,37.74
1_Month,90+,6508,579,8.9
3_Month,90+,11020,1636,14.85
6_Month,90+,22067,8115,36.77
1_Year,90+,37750,16944,44.88
All,90+,57557,21508,37.37
