age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,359863,327044,1538337,23.4,21.3
20-29,1004966,925987,1300361,77.3,71.2
30-39,973758,912684,1197026,81.3,76.2
40-49,933796,880564,1098556,85,80.2
50-59,759433,717254,849966,89.3,84.4
60-69,669794,641353,741639,90.3,86.5
70-79,480757,465913,490784,98,94.9
80-89,215801,209058,225538,95.7,92.7
90+,50640,48328,51496,98.3,93.8
