section,female,male,period
0-9,"{'amount': 68, 'percentage': 7.7}","{'amount': 83, 'percentage': 9.4}",חודש אחרון
0-9,"{'amount': 57332, 'percentage': 7.1}","{'amount': 60651, 'percentage': 7.5}",שנה
0-9,"{'amount': 41434, 'percentage': 8.4}","{'amount': 44025, 'percentage': 8.9}",6 חודשים
0-9,"{'amount': 7421, 'percentage': 12.2}","{'amount': 7744, 'percentage': 12.8}",3 חודשים
0-9,"{'amount': 57841, 'percentage': 7}","{'amount': 61172, 'percentage': 7.4}",מתחילת קורונה
10-19,"{'amount': 84263, 'percentage': 10.2}","{'amount': 92223, 'percentage': 11.1}",מתחילת קורונה
10-19,"{'amount': 167, 'percentage': 18.9}","{'amount': 126, 'percentage': 14.3}",חודש אחרון
10-19,"{'amount': 7723, 'percentage': 12.7}","{'amount': 6851, 'percentage': 11.3}",3 חודשים
10-19,"{'amount': 55438, 'percentage': 11.2}","{'amount': 53386, 'percentage': 10.8}",6 חודשים
10-19,"{'amount': 83119, 'percentage': 10.2}","{'amount': 90886, 'percentage': 11.2}",שנה
20-29,"{'amount': 48597, 'percentage': 9.8}","{'amount': 41305, 'percentage': 8.3}",6 חודשים
20-29,"{'amount': 5330, 'percentage': 8.8}","{'amount': 3883, 'percentage': 6.4}",3 חודשים
20-29,"{'amount': 30, 'percentage': 3.4}","{'amount': 47, 'percentage': 5.3}",חודש אחרון
20-29,"{'amount': 81144, 'percentage': 9.8}","{'amount': 77297, 'percentage': 9.3}",מתחילת קורונה
20-29,"{'amount': 79477, 'percentage': 9.8}","{'amount': 75101, 'percentage': 9.2}",שנה
30-39,"{'amount': 59449, 'percentage': 7.3}","{'amount': 54712, 'percentage': 6.7}",שנה
30-39,"{'amount': 36805, 'percentage': 7.4}","{'amount': 32490, 'percentage': 6.6}",6 חודשים
30-39,"{'amount': 4659, 'percentage': 7.7}","{'amount': 3428, 'percentage': 5.7}",3 חודשים
30-39,"{'amount': 48, 'percentage': 5.4}","{'amount': 45, 'percentage': 5.1}",חודש אחרון
30-39,"{'amount': 60388, 'percentage': 7.3}","{'amount': 55988, 'percentage': 6.8}",מתחילת קורונה
40-49,"{'amount': 50933, 'percentage': 6.3}","{'amount': 45452, 'percentage': 5.6}",שנה
40-49,"{'amount': 30166, 'percentage': 6.1}","{'amount': 26192, 'percentage': 5.3}",6 חודשים
40-49,"{'amount': 3180, 'percentage': 5.2}","{'amount': 2703, 'percentage': 4.5}",3 חודשים
40-49,"{'amount': 48, 'percentage': 5.4}","{'amount': 48, 'percentage': 5.4}",חודש אחרון
40-49,"{'amount': 51833, 'percentage': 6.3}","{'amount': 46564, 'percentage': 5.6}",מתחילת קורונה
50-59,"{'amount': 20851, 'percentage': 4.2}","{'amount': 18708, 'percentage': 3.8}",6 חודשים
50-59,"{'amount': 1957, 'percentage': 3.2}","{'amount': 1524, 'percentage': 2.5}",3 חודשים
50-59,"{'amount': 36845, 'percentage': 4.5}","{'amount': 33636, 'percentage': 4.1}",שנה
50-59,"{'amount': 37753, 'percentage': 4.6}","{'amount': 34680, 'percentage': 4.2}",מתחילת קורונה
50-59,"{'amount': 38, 'percentage': 4.3}","{'amount': 30, 'percentage': 3.4}",חודש אחרון
60-69,"{'amount': 1277, 'percentage': 2.1}","{'amount': 935, 'percentage': 1.5}",3 חודשים
60-69,"{'amount': 12715, 'percentage': 2.6}","{'amount': 11989, 'percentage': 2.4}",6 חודשים
60-69,"{'amount': 19, 'percentage': 2.2}","{'amount': 22, 'percentage': 2.5}",חודש אחרון
60-69,"{'amount': 23431, 'percentage': 2.8}","{'amount': 23770, 'percentage': 2.9}",מתחילת קורונה
60-69,"{'amount': 22812, 'percentage': 2.8}","{'amount': 22890, 'percentage': 2.8}",שנה
70-79,"{'amount': 16, 'percentage': 1.8}","{'amount': 13, 'percentage': 1.5}",חודש אחרון
70-79,"{'amount': 648, 'percentage': 1.1}","{'amount': 516, 'percentage': 0.9}",3 חודשים
70-79,"{'amount': 6534, 'percentage': 1.3}","{'amount': 5916, 'percentage': 1.2}",6 חודשים
70-79,"{'amount': 11603, 'percentage': 1.4}","{'amount': 11504, 'percentage': 1.4}",שנה
70-79,"{'amount': 11984, 'percentage': 1.4}","{'amount': 12001, 'percentage': 1.4}",מתחילת קורונה
80-89,"{'amount': 390, 'percentage': 0.6}","{'amount': 245, 'percentage': 0.4}",3 חודשים
80-89,"{'amount': 7046, 'percentage': 0.9}","{'amount': 5097, 'percentage': 0.6}",שנה
80-89,"{'amount': 4055, 'percentage': 0.8}","{'amount': 2753, 'percentage': 0.6}",6 חודשים
80-89,"{'amount': 15, 'percentage': 1.7}","{'amount': 11, 'percentage': 1.2}",חודש אחרון
80-89,"{'amount': 7299, 'percentage': 0.9}","{'amount': 5309, 'percentage': 0.6}",מתחילת קורונה
90+,"{'amount': 2947, 'percentage': 0.4}","{'amount': 1411, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 7, 'percentage': 0.8}","{'amount': 2, 'percentage': 0.2}",חודש אחרון
90+,"{'amount': 136, 'percentage': 0.2}","{'amount': 71, 'percentage': 0.1}",3 חודשים
90+,"{'amount': 1507, 'percentage': 0.3}","{'amount': 779, 'percentage': 0.2}",6 חודשים
90+,"{'amount': 2787, 'percentage': 0.3}","{'amount': 1339, 'percentage': 0.2}",שנה
