section,female,male,period,order_period
0-9,"{'amount': 1, 'percentage': 0.1}","{'amount': 6, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 7, 'percentage': 0.3}","{'amount': 9, 'percentage': 0.3}",שנה,2
0-9,"{'amount': 9, 'percentage': 0.2}","{'amount': 14, 'percentage': 0.3}",מתחילת קורונה,1
0-9,"{'amount': 1, 'percentage': 0.6}","{'amount': 1, 'percentage': 0.6}",חודש אחרון,5
0-9,"{'amount': 1, 'percentage': 0.3}","{'amount': 2, 'percentage': 0.5}",3 חודשים,4
10-19,"{'amount': 7, 'percentage': 0.6}","{'amount': 8, 'percentage': 0.7}",6 חודשים,3
10-19,"{'amount': 11, 'percentage': 0.4}","{'amount': 9, 'percentage': 0.3}",שנה,2
10-19,"{'amount': 15, 'percentage': 0.3}","{'amount': 18, 'percentage': 0.4}",מתחילת קורונה,1
10-19,"{'amount': 2, 'percentage': 1.2}","{'amount': 1, 'percentage': 0.6}",חודש אחרון,5
10-19,"{'amount': 3, 'percentage': 0.8}","{'amount': 2, 'percentage': 0.5}",3 חודשים,4
20-29,"{'amount': 28, 'percentage': 1.1}","{'amount': 37, 'percentage': 1.4}",שנה,2
20-29,"{'amount': 10, 'percentage': 0.9}","{'amount': 15, 'percentage': 1.3}",6 חודשים,3
20-29,"{'amount': 50, 'percentage': 1}","{'amount': 44, 'percentage': 0.9}",מתחילת קורונה,1
20-29,"{'amount': 1, 'percentage': 0.6}","{'amount': 2, 'percentage': 1.2}",חודש אחרון,5
20-29,"{'amount': 4, 'percentage': 1}","{'amount': 8, 'percentage': 2.1}",3 חודשים,4
30-39,"{'amount': 24, 'percentage': 2}","{'amount': 27, 'percentage': 2.3}",6 חודשים,3
30-39,"{'amount': 8, 'percentage': 2.1}","{'amount': 15, 'percentage': 3.9}",3 חודשים,4
30-39,"{'amount': 3, 'percentage': 1.8}","{'amount': 9, 'percentage': 5.3}",חודש אחרון,5
30-39,"{'amount': 84, 'percentage': 1.7}","{'amount': 81, 'percentage': 1.7}",מתחילת קורונה,1
30-39,"{'amount': 62, 'percentage': 2.4}","{'amount': 51, 'percentage': 1.9}",שנה,2
40-49,"{'amount': 4, 'percentage': 2.4}","{'amount': 15, 'percentage': 8.8}",חודש אחרון,5
40-49,"{'amount': 125, 'percentage': 2.6}","{'amount': 218, 'percentage': 4.4}",מתחילת קורונה,1
40-49,"{'amount': 13, 'percentage': 3.4}","{'amount': 34, 'percentage': 8.9}",3 חודשים,4
40-49,"{'amount': 34, 'percentage': 2.9}","{'amount': 67, 'percentage': 5.7}",6 חודשים,3
40-49,"{'amount': 85, 'percentage': 3.2}","{'amount': 141, 'percentage': 5.4}",שנה,2
50-59,"{'amount': 136, 'percentage': 5.2}","{'amount': 261, 'percentage': 10}",שנה,2
50-59,"{'amount': 22, 'percentage': 5.7}","{'amount': 44, 'percentage': 11.5}",3 חודשים,4
50-59,"{'amount': 213, 'percentage': 4.3}","{'amount': 455, 'percentage': 9.3}",מתחילת קורונה,1
50-59,"{'amount': 10, 'percentage': 5.9}","{'amount': 15, 'percentage': 8.8}",חודש אחרון,5
50-59,"{'amount': 61, 'percentage': 5.2}","{'amount': 106, 'percentage': 9}",6 חודשים,3
60-69,"{'amount': 43, 'percentage': 11.2}","{'amount': 50, 'percentage': 13.1}",3 חודשים,4
60-69,"{'amount': 417, 'percentage': 8.5}","{'amount': 789, 'percentage': 16.1}",מתחילת קורונה,1
60-69,"{'amount': 261, 'percentage': 10}","{'amount': 378, 'percentage': 14.4}",שנה,2
60-69,"{'amount': 16, 'percentage': 9.4}","{'amount': 21, 'percentage': 12.4}",חודש אחרון,5
60-69,"{'amount': 130, 'percentage': 11.1}","{'amount': 158, 'percentage': 13.5}",6 חודשים,3
70-79,"{'amount': 116, 'percentage': 9.9}","{'amount': 163, 'percentage': 13.9}",6 חודשים,3
70-79,"{'amount': 257, 'percentage': 9.8}","{'amount': 376, 'percentage': 14.4}",שנה,2
70-79,"{'amount': 465, 'percentage': 9.5}","{'amount': 844, 'percentage': 17.2}",מתחילת קורונה,1
70-79,"{'amount': 11, 'percentage': 6.5}","{'amount': 20, 'percentage': 11.8}",חודש אחרון,5
70-79,"{'amount': 39, 'percentage': 10.2}","{'amount': 36, 'percentage': 9.4}",3 חודשים,4
80-89,"{'amount': 15, 'percentage': 8.8}","{'amount': 15, 'percentage': 8.8}",חודש אחרון,5
80-89,"{'amount': 21, 'percentage': 5.5}","{'amount': 25, 'percentage': 6.5}",3 חודשים,4
80-89,"{'amount': 363, 'percentage': 7.4}","{'amount': 498, 'percentage': 10.2}",מתחילת קורונה,1
80-89,"{'amount': 94, 'percentage': 8}","{'amount': 102, 'percentage': 8.7}",6 חודשים,3
80-89,"{'amount': 194, 'percentage': 7.4}","{'amount': 230, 'percentage': 8.8}",שנה,2
90+,"{'amount': 97, 'percentage': 2}","{'amount': 101, 'percentage': 2.1}",מתחילת קורונה,1
90+,"{'amount': 23, 'percentage': 2}","{'amount': 21, 'percentage': 1.8}",6 חודשים,3
90+,"{'amount': 8, 'percentage': 2.1}","{'amount': 5, 'percentage': 1.3}",3 חודשים,4
90+,"{'amount': 4, 'percentage': 2.4}","{'amount': 4, 'percentage': 2.4}",חודש אחרון,5
90+,"{'amount': 47, 'percentage': 1.8}","{'amount': 40, 'percentage': 1.5}",שנה,2
