Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_fourth_dose_cum,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,82,0,0,4,0,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7386,7468,0.08,0,4,0,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24910,32378,0.35,0,4,0,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44642,77020,0.83,0,4,0,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62903,139923,1.5,0,4,0,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73410,213333,2.29,0,4,0,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38503,251836,2.71,0,4,0,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32609,284445,3.06,0,4,0,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104551,388996,4.18,0,4,0,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,135002,523998,5.63,0,4,0,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156265,680263,7.32,1,5,0,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153107,833370,8.96,0,5,0,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158534,991904,10.67,0,5,0,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71408,1063312,11.43,0,5,0,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71725,1135037,12.21,0,5,0,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149725,1284762,13.82,0,5,0,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152156,1436918,15.45,2,7,0,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125171,1562089,16.8,2,9,0,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103337,1665426,17.91,2,11,0,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,116041,1781467,19.16,5,16,0,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66450,1847917,19.87,4,20,0,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44525,1892442,20.35,25,45,0,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37633,1930075,20.76,5994,6039,0.06,0,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21139,1951214,20.98,19254,25293,0.27,0,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24034,1975248,21.24,35660,60953,0.66,0,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52040,2027288,21.8,56862,117815,1.27,0,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56448,2083736,22.41,68826,186641,2.01,0,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30743,2114479,22.74,35926,222567,2.39,0,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29445,2143924,23.05,26003,248570,2.67,0,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68397,2212321,23.79,84577,333147,3.58,0,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69723,2282044,24.54,120385,453532,4.88,0,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72813,2354857,25.32,137788,591320,6.36,0,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76800,2431657,26.15,143697,735017,7.9,0,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69921,2501578,26.9,164362,899379,9.67,0,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37867,2539445,27.31,71088,970467,10.44,0,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39929,2579374,27.74,53561,1024028,11.01,0,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69062,2648436,28.48,140645,1164673,12.52,0,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80864,2729300,29.35,139446,1304119,14.02,0,0,0,0,6.78,0,93.22
2021-01-26T00:00:00.000Z,78650,2807950,30.2,126368,1430487,15.38,0,0,0,0,8.65,0,91.35
2021-01-27T00:00:00.000Z,77896,2885846,31.03,124986,1555473,16.73,0,0,0,0,10.56,0,89.44
2021-01-28T00:00:00.000Z,79496,2965342,31.89,130551,1686024,18.13,0,0,0,0,12.69,0,87.31
2021-01-29T00:00:00.000Z,36640,3001982,32.28,64751,1750775,18.83,0,0,0,0,13.61,0,86.39
2021-01-30T00:00:00.000Z,34366,3036348,32.65,42737,1793512,19.29,0,0,0,0,14.3,0,85.7
2021-01-31T00:00:00.000Z,73296,3109644,33.44,59464,1852976,19.93,0,0,0,0,16.07,0,83.93
2021-02-01T00:00:00.000Z,82454,3192098,34.33,35308,1888284,20.31,0,0,0,0,17.81,0,82.19
2021-02-02T00:00:00.000Z,70020,3262118,35.08,31030,1919314,20.64,0,0,0,0,19.35,0,80.65
2021-02-03T00:00:00.000Z,60239,3322357,35.73,51389,1970703,21.19,0,0,0,0,20.84,0,79.16
2021-02-04T00:00:00.000Z,72567,3394924,36.51,58041,2028744,21.82,0,0,0,0,22.39,0,77.61
2021-02-05T00:00:00.000Z,33887,3428811,36.87,28765,2057509,22.13,0,0,0,0,23.15,0,76.85
2021-02-06T00:00:00.000Z,21589,3450400,37.1,22201,2079710,22.36,0,0,0,0,23.64,0,76.36
2021-02-07T00:00:00.000Z,54051,3504451,37.69,68692,2148402,23.1,0,0,0,0,24.4,0,75.6
2021-02-08T00:00:00.000Z,58595,3563046,38.32,65409,2213811,23.81,0,0,0,0,24.95,0,75.05
2021-02-09T00:00:00.000Z,66294,3629340,39.03,67499,2281310,24.53,0,0,0,0,25.48,0,74.52
2021-02-10T00:00:00.000Z,70508,3699848,39.79,72223,2353533,25.31,0,0,0,0,26.23,0,73.77
2021-02-11T00:00:00.000Z,81095,3780943,40.66,72041,2425574,26.08,0,0,0,0,27.08,0,72.92
2021-02-12T00:00:00.000Z,39053,3819996,41.08,37544,2463118,26.49,0,0,0,0,27.5,0,72.5
2021-02-13T00:00:00.000Z,27430,3847426,41.37,30403,2493521,26.81,0,0,0,0,27.82,0,72.18
2021-02-14T00:00:00.000Z,74868,3922294,42.18,69028,2562549,27.56,0,0,0,0,28.76,0,71.24
2021-02-15T00:00:00.000Z,81488,4003782,43.05,75649,2638198,28.37,0,0,0,0,29.69,0,70.31
2021-02-16T00:00:00.000Z,83373,4087155,43.95,78226,2716424,29.21,0,0,0,0,30.64,0,69.36
2021-02-17T00:00:00.000Z,61922,4149077,44.62,75579,2792003,30.02,0,0,0,0,31.56,0,68.44
2021-02-18T00:00:00.000Z,69103,4218180,45.36,79691,2871694,30.88,0,0,0,0,32.51,0,67.49
2021-02-19T00:00:00.000Z,39612,4257792,45.79,38112,2909806,31.29,0,0,0,0,33.02,0,66.98
2021-02-20T00:00:00.000Z,31622,4289414,46.13,28706,2938512,31.6,0,0,0,0,33.43,0,66.57
2021-02-21T00:00:00.000Z,79394,4368808,46.98,78395,3016907,32.44,0,0,0,0,34.39,0,65.61
2021-02-22T00:00:00.000Z,85009,4453817,47.89,80558,3097465,33.31,0,0,0,0,35.44,0,64.56
2021-02-23T00:00:00.000Z,77277,4531094,48.73,70411,3167876,34.07,0,0,0,0,36.47,0,63.53
2021-02-24T00:00:00.000Z,61012,4592106,49.38,63070,3230946,34.74,0,0,0,0,37.4,0,62.6
2021-02-25T00:00:00.000Z,51670,4643776,49.94,64743,3295689,35.44,0,0,0,0,38.31,0,61.69
2021-02-26T00:00:00.000Z,25858,4669634,50.21,31994,3327683,35.78,0,0,0,0,38.76,0,61.24
2021-02-27T00:00:00.000Z,18309,4687943,50.41,21180,3348863,36.01,0,0,0,0,39.08,0,60.92
2021-02-28T00:00:00.000Z,40308,4728251,50.85,55843,3404706,36.61,0,0,0,0,39.92,0,60.08
2021-03-01T00:00:00.000Z,45673,4773924,51.34,61398,3466104,37.27,0,0,0,0,40.78,0,59.22
2021-03-02T00:00:00.000Z,41131,4815055,51.78,64741,3530845,37.97,0,0,0,0,41.54,0,58.46
2021-03-03T00:00:00.000Z,41957,4857012,52.23,66734,3597579,38.69,0,0,0,0,42.25,0,57.75
2021-03-04T00:00:00.000Z,39645,4896657,52.66,79058,3676637,39.54,0,0,0,0,42.95,0,57.05
2021-03-05T00:00:00.000Z,17296,4913953,52.84,40429,3717066,39.97,0,0,0,0,43.28,0,56.72
2021-03-06T00:00:00.000Z,10672,4924625,52.96,25325,3742391,40.24,0,0,0,0,43.5,0,56.5
2021-03-07T00:00:00.000Z,31091,4955716,53.29,72812,3815203,41.03,0,0,0,0,44.09,0,55.91
2021-03-08T00:00:00.000Z,27319,4983035,53.59,73243,3888446,41.81,0,0,0,0,44.71,0,55.29
2021-03-09T00:00:00.000Z,26686,5009721,53.87,76561,3965007,42.64,0,0,0,0,45.37,0,54.63
2021-03-10T00:00:00.000Z,23280,5033001,54.12,58631,4023638,43.27,0,0,0,0,46.03,0,53.97
2021-03-11T00:00:00.000Z,23242,5056243,54.37,69027,4092665,44.01,0,0,0,0,46.76,0,53.24
2021-03-12T00:00:00.000Z,11224,5067467,54.49,41365,4134030,44.46,0,0,0,0,47.12,0,52.88
2021-03-13T00:00:00.000Z,7917,5075384,54.58,25220,4159250,44.73,0,0,0,0,47.35,0,52.65
2021-03-14T00:00:00.000Z,20922,5096306,54.8,73904,4233154,45.52,0,0,0,0,47.99,0,52.01
2021-03-15T00:00:00.000Z,20081,5116387,55.02,78221,4311375,46.36,0,0,0,0,48.61,0,51.39
2021-03-16T00:00:00.000Z,18690,5135077,55.22,71428,4382803,47.13,0,0,0,0,49.23,0,50.77
2021-03-17T00:00:00.000Z,17640,5152717,55.41,58970,4441773,47.76,0,0,0,0,49.72,0,50.28
2021-03-18T00:00:00.000Z,15985,5168702,55.58,58076,4499849,48.39,0,0,0,0,50.26,0,49.74
2021-03-19T00:00:00.000Z,6897,5175599,55.66,27938,4527787,48.69,0,0,0,0,50.56,0,49.44
2021-03-20T00:00:00.000Z,5193,5180792,55.71,15273,4543060,48.85,0,0,0,0,50.74,0,49.26
2021-03-21T00:00:00.000Z,13124,5193916,55.85,40462,4583522,49.29,0,0,0,0,51.27,0,48.73
2021-03-22T00:00:00.000Z,13508,5207424,56,40487,4624009,49.72,0,0,0,0,51.81,0,48.19
2021-03-23T00:00:00.000Z,2773,5210197,56.03,7252,4631261,49.8,0,0,0,0,52.24,0,47.76
2021-03-24T00:00:00.000Z,10949,5221146,56.15,46499,4677760,50.3,0,0,0,0,52.65,0,47.35
2021-03-25T00:00:00.000Z,10195,5231341,56.26,35386,4713146,50.68,0,0,0,0,53.04,0,46.96
2021-03-26T00:00:00.000Z,4124,5235465,56.3,13287,4726433,50.83,0,0,0,0,53.22,0,46.78
2021-03-27T00:00:00.000Z,1761,5237226,56.32,4241,4730674,50.87,0,0,0,0,53.31,0,46.69
2021-03-28T00:00:00.000Z,2083,5239309,56.34,4591,4735265,50.92,0,0,0,0,53.55,0,46.45
2021-03-29T00:00:00.000Z,6852,5246161,56.41,29976,4765241,51.24,0,0,0,0,53.81,0,46.19
2021-03-30T00:00:00.000Z,7820,5253981,56.5,22384,4787625,51.48,0,0,0,0,53.9,0,46.1
2021-03-31T00:00:00.000Z,8093,5262074,56.59,19420,4807045,51.69,0,0,0,0,54.2,0,45.8
2021-04-01T00:00:00.000Z,8118,5270192,56.67,18637,4825682,51.89,0,0,0,0,54.43,0,45.57
2021-04-02T00:00:00.000Z,2879,5273071,56.7,8084,4833766,51.98,0,0,0,0,54.52,0,45.48
2021-04-03T00:00:00.000Z,1404,5274475,56.72,2934,4836700,52.01,0,0,0,0,54.55,0,45.45
2021-04-04T00:00:00.000Z,9604,5284079,56.82,22797,4859497,52.26,0,0,0,0,54.64,0,45.36
2021-04-05T00:00:00.000Z,10300,5294379,56.93,21203,4880700,52.48,0,0,0,0,54.86,0,45.14
2021-04-06T00:00:00.000Z,8959,5303338,57.03,16723,4897423,52.66,0,0,0,0,55.03,0,44.97
2021-04-07T00:00:00.000Z,8864,5312202,57.12,15225,4912648,52.83,0,0,0,0,55.18,0,44.82
2021-04-08T00:00:00.000Z,9341,5321543,57.23,16936,4929584,53.01,0,0,0,0,55.34,0,44.66
2021-04-09T00:00:00.000Z,3539,5325082,57.26,6180,4935764,53.08,0,0,0,0,55.4,0,44.6
2021-04-10T00:00:00.000Z,1601,5326683,57.28,3490,4939254,53.11,0,0,0,0,55.43,0,44.57
2021-04-11T00:00:00.000Z,8996,5335679,57.38,14210,4953464,53.27,0,0,0,0,55.61,0,44.39
2021-04-12T00:00:00.000Z,8874,5344553,57.47,13181,4966645,53.41,0,0,0,0,55.77,0,44.23
2021-04-13T00:00:00.000Z,5775,5350328,57.53,4905,4971550,53.46,0,0,0,0,55.9,0,44.1
2021-04-14T00:00:00.000Z,3584,5353912,57.57,5251,4976801,53.52,0,0,0,0,56,0,44
2021-04-15T00:00:00.000Z,620,5354532,57.58,544,4977345,53.52,0,0,0,0,56.1,0,43.9
2021-04-16T00:00:00.000Z,3352,5357884,57.62,6603,4983948,53.59,0,0,0,0,56.15,0,43.85
2021-04-17T00:00:00.000Z,792,5358676,57.62,1952,4985900,53.62,0,0,0,0,56.17,0,43.83
2021-04-18T00:00:00.000Z,7059,5365735,57.7,7407,4993307,53.7,0,0,0,0,56.29,0,43.71
2021-04-19T00:00:00.000Z,6352,5372087,57.77,7072,5000379,53.77,0,0,0,0,56.4,0,43.6
2021-04-20T00:00:00.000Z,6211,5378298,57.84,6831,5007210,53.85,0,0,0,0,56.47,0,43.53
2021-04-21T00:00:00.000Z,6296,5384594,57.9,7041,5014251,53.92,0,0,0,0,56.54,0,43.46
2021-04-22T00:00:00.000Z,5889,5390483,57.97,7622,5021873,54,0,0,0,0,56.58,0,43.42
2021-04-23T00:00:00.000Z,2711,5393194,58,3332,5025205,54.04,0,0,0,0,56.63,0,43.37
2021-04-24T00:00:00.000Z,730,5393924,58,1260,5026465,54.05,0,0,0,0,56.64,0,43.36
2021-04-25T00:00:00.000Z,4795,5398719,58.06,6888,5033353,54.13,0,0,0,0,56.71,0,43.29
2021-04-26T00:00:00.000Z,5420,5404139,58.11,7840,5041193,54.21,0,0,0,0,56.79,0,43.21
2021-04-27T00:00:00.000Z,4459,5408598,58.16,6570,5047763,54.28,0,0,0,0,56.85,0,43.15
2021-04-28T00:00:00.000Z,4442,5413040,58.21,7262,5055025,54.36,0,0,0,0,56.92,0,43.08
2021-04-29T00:00:00.000Z,4320,5417360,58.26,7229,5062254,54.44,0,0,0,0,56.99,0,43.01
2021-04-30T00:00:00.000Z,1875,5419235,58.28,3141,5065395,54.47,0,0,0,0,57.02,0,42.98
2021-05-01T00:00:00.000Z,437,5419672,58.28,879,5066274,54.48,0,0,0,0,57.03,0,42.97
2021-05-02T00:00:00.000Z,3206,5422878,58.31,6054,5072328,54.55,0,0,0,0,57.08,0,42.92
2021-05-03T00:00:00.000Z,3498,5426376,58.35,5766,5078094,54.61,0,0,0,0,57.15,0,42.85
2021-05-04T00:00:00.000Z,3540,5429916,58.39,4678,5082772,54.66,0,0,0,0,57.2,0,42.8
2021-05-05T00:00:00.000Z,3232,5433148,58.43,4027,5086799,54.7,0,0,0,0,57.26,0,42.74
2021-05-06T00:00:00.000Z,3578,5436726,58.46,3075,5089874,54.73,0,0,0,0,57.32,0,42.68
2021-05-07T00:00:00.000Z,1777,5438503,58.48,2436,5092310,54.76,0,0,0,0,57.35,0,42.65
2021-05-08T00:00:00.000Z,217,5438720,58.49,482,5092792,54.77,0,0,0,0,57.35,0,42.65
2021-05-09T00:00:00.000Z,2825,5441545,58.52,4714,5097506,54.82,0,0,0,0,57.4,0,42.6
2021-05-10T00:00:00.000Z,2854,5444399,58.55,4655,5102161,54.87,0,0,0,0,57.45,0,42.55
2021-05-11T00:00:00.000Z,2559,5446958,58.57,3821,5105982,54.91,0,0,0,0,57.49,0,42.51
2021-05-12T00:00:00.000Z,1974,5448932,58.6,3265,5109247,54.94,0,0,0,0,57.53,0,42.47
2021-05-13T00:00:00.000Z,1998,5450930,58.62,3613,5112860,54.98,0,0,0,0,57.56,0,42.44
2021-05-14T00:00:00.000Z,921,5451851,58.63,1442,5114302,55,0,0,0,0,57.57,0,42.43
2021-05-15T00:00:00.000Z,221,5452072,58.63,223,5114525,55,0,0,0,0,57.58,0,42.42
2021-05-16T00:00:00.000Z,505,5452577,58.63,1187,5115712,55.01,0,0,0,0,57.6,0,42.4
2021-05-17T00:00:00.000Z,265,5452842,58.64,808,5116520,55.02,0,0,0,0,57.63,0,42.37
2021-05-18T00:00:00.000Z,1922,5454764,58.66,4902,5121422,55.07,0,0,0,0,57.66,0,42.34
2021-05-19T00:00:00.000Z,2172,5456936,58.68,4991,5126413,55.13,0,0,0,0,57.69,0,42.31
2021-05-20T00:00:00.000Z,2249,5459185,58.71,3826,5130239,55.17,0,0,0,0,57.72,0,42.28
2021-05-21T00:00:00.000Z,1137,5460322,58.72,1355,5131594,55.18,0,0,0,0,57.74,0,42.26
2021-05-22T00:00:00.000Z,194,5460516,58.72,368,5131962,55.19,0,0,0,0,57.74,0,42.26
2021-05-23T00:00:00.000Z,2253,5462769,58.74,3199,5135161,55.22,0,0,0,0,57.76,0,42.24
2021-05-24T00:00:00.000Z,2080,5464849,58.77,3557,5138718,55.26,0,0,0,0,57.78,0,42.22
2021-05-25T00:00:00.000Z,1773,5466622,58.79,2543,5141261,55.29,0,0,0,0,57.81,0,42.19
2021-05-26T00:00:00.000Z,1358,5467980,58.8,2453,5143714,55.31,0,0,0,0,57.85,0,42.15
2021-05-27T00:00:00.000Z,1788,5469768,58.82,3133,5146847,55.35,0,0,0,0,57.88,0,42.12
2021-05-28T00:00:00.000Z,727,5470495,58.83,1356,5148203,55.36,0,0,0,0,57.89,0,42.11
2021-05-29T00:00:00.000Z,156,5470651,58.83,206,5148409,55.36,0,0,0,0,57.89,0,42.11
2021-05-30T00:00:00.000Z,1604,5472255,58.85,1909,5150318,55.38,0,0,0,0,57.92,0,42.08
2021-05-31T00:00:00.000Z,1667,5473922,58.86,2053,5152371,55.41,0,0,0,0,57.95,0,42.05
2021-06-01T00:00:00.000Z,1300,5475222,58.88,1783,5154154,55.43,0,0,0,0,57.97,0,42.03
2021-06-02T00:00:00.000Z,1441,5476663,58.89,1567,5155721,55.44,0,0,0,0,57.99,0,42.01
2021-06-03T00:00:00.000Z,1620,5478283,58.91,1438,5157159,55.46,0,0,0,0,58.01,0,41.99
2021-06-04T00:00:00.000Z,1041,5479324,58.92,713,5157872,55.47,0,0,0,0,58.03,0,41.97
2021-06-05T00:00:00.000Z,150,5479474,58.92,135,5158007,55.47,0,0,0,0,58.03,0,41.97
2021-06-06T00:00:00.000Z,4261,5483735,58.97,975,5158982,55.48,0,0,0,0,58.07,0,41.93
2021-06-07T00:00:00.000Z,4365,5488100,59.02,770,5159752,55.49,0,0,0,0,58.1,0,41.9
2021-06-08T00:00:00.000Z,3684,5491784,59.06,1130,5160882,55.5,0,0,0,0,58.14,0,41.86
2021-06-09T00:00:00.000Z,3548,5495332,59.09,1273,5162155,55.51,0,0,0,0,58.17,0,41.83
2021-06-10T00:00:00.000Z,3289,5498621,59.13,1250,5163405,55.52,0,0,0,0,58.2,0,41.8
2021-06-11T00:00:00.000Z,1341,5499962,59.14,529,5163934,55.53,0,0,0,0,58.21,0,41.79
2021-06-12T00:00:00.000Z,184,5500146,59.15,147,5164081,55.53,0,0,0,0,58.21,0,41.79
2021-06-13T00:00:00.000Z,3079,5503225,59.18,1227,5165308,55.55,0,0,0,0,58.24,0,41.76
2021-06-14T00:00:00.000Z,2996,5506221,59.21,1491,5166799,55.56,0,0,0,0,58.26,0,41.74
2021-06-15T00:00:00.000Z,3081,5509302,59.24,1323,5168122,55.58,0,0,0,0,58.28,0,41.72
2021-06-16T00:00:00.000Z,2667,5511969,59.27,946,5169068,55.59,0,0,0,0,58.31,0,41.69
2021-06-17T00:00:00.000Z,2663,5514632,59.3,1152,5170220,55.6,0,0,0,0,58.33,0,41.67
2021-06-18T00:00:00.000Z,1201,5515833,59.31,455,5170675,55.6,0,0,0,0,58.34,0,41.66
2021-06-19T00:00:00.000Z,199,5516032,59.32,123,5170798,55.6,0,0,0,0,58.34,0,41.66
2021-06-20T00:00:00.000Z,3285,5519317,59.35,1299,5172097,55.62,0,0,0,0,58.37,0,41.63
2021-06-21T00:00:00.000Z,5169,5524486,59.41,1168,5173265,55.63,0,0,0,0,58.41,0,41.59
2021-06-22T00:00:00.000Z,6862,5531348,59.48,1053,5174318,55.64,0,0,0,0,58.46,0,41.54
2021-06-23T00:00:00.000Z,10668,5542016,59.6,1248,5175566,55.66,0,0,0,0,58.54,0,41.46
2021-06-24T00:00:00.000Z,11957,5553973,59.72,1417,5176983,55.67,0,0,0,0,58.62,0,41.38
2021-06-25T00:00:00.000Z,7036,5561009,59.8,884,5177867,55.68,0,0,0,0,58.67,0,41.33
2021-06-26T00:00:00.000Z,2239,5563248,59.82,176,5178043,55.68,0,0,0,0,58.68,0,41.32
2021-06-27T00:00:00.000Z,13585,5576833,59.97,3413,5181456,55.72,0,0,0,0,58.78,0,41.22
2021-06-28T00:00:00.000Z,14446,5591279,60.13,3622,5185078,55.76,0,0,0,0,58.88,0,41.12
2021-06-29T00:00:00.000Z,16649,5607928,60.3,3673,5188751,55.8,0,0,0,0,58.99,0,41.01
