name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,92.97468566894531,44
יוספטל,,47.69230651855469,14
שמיר,,61.27946090698242,29
וולפסון,,64.12884521484375,11
זיו צפת,,65.12968444824219,59
הלל יפה,,85.63106536865234,11
נהריה,,77.04010772705078,48
ברזילי,,74.16666412353516,28
פוריה,,56.90140914916992,18
סוראסקי,,98.0358657836914,31
בני ציון,,80.36951446533203,32
רבין ק. בילינסון,,92.09580993652344,57
סורוקה,,67.6802749633789,37
מאיר,,80.59126281738281,26
קפלן,,92.0577621459961,11
"רמב""ם",,92.16494750976562,96
הכרמל,,77.30061340332031,31
השרון ק. גולדה,,65.56016540527344,8
הדסה עין כרם,,101.9841232299805,142
הסקוטי,,84.21052551269531,19
המשפחה הקדושה,,,0
סנט ג'וזף,,,16
שערי צדק,,,61
אל מקאסד,,,0
לניאדו,,77.71587371826172,7
אוגוסטה ויקטוריה,,,17
מעייני הישועה,,92.01277923583984,7
אסותא אשדוד,,,6
שניידר,,,0
סנט וינסנט,,49.25373077392578,9
המרכזי בעמק,,68.79310607910156,99
