name,value
פראמדיקים,10
פסיכולוגיה,15
שירות סוציאלי,24
קלינאות תקשורת,26
ריפוי בעיסוק,32
פיזיותרפיה,35
חובשי רפואת חירום,44
מערך לוגיסטי,51
כוח עזר,54
מעבדה,56
רוקחות,78
מינהל ומשק,320
סקטורים אחרים,1202
