period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,123173,10925,8.87
3_Month,0-9,352345,115104,32.67
6_Month,0-9,1226845,503064,41
1_Year,0-9,1490672,623291,41.81
All,0-9,1696200,731320,43.12
1_Month,10-19,135433,8647,6.38
3_Month,10-19,361747,108145,29.9
6_Month,10-19,1146901,538778,46.98
1_Year,10-19,1388985,627216,45.16
All,10-19,1613961,772892,47.89
1_Month,20-29,166013,9753,5.87
3_Month,20-29,433950,91978,21.2
6_Month,20-29,982815,372067,37.86
1_Year,20-29,1213686,434085,35.77
All,20-29,1438303,556086,38.66
1_Month,30-39,156057,14265,9.14
3_Month,30-39,425452,110973,26.08
6_Month,30-39,955732,403017,42.17
1_Year,30-39,1156289,466182,40.32
All,30-39,1339509,552729,41.26
1_Month,40-49,152694,13783,9.03
3_Month,40-49,406379,105522,25.97
6_Month,40-49,873346,370573,42.43
1_Year,40-49,1035417,419254,40.49
All,40-49,1189141,493758,41.52
1_Month,50-59,137262,11979,8.73
3_Month,50-59,346107,78272,22.61
6_Month,50-59,670895,247916,36.95
1_Year,50-59,796971,275576,34.58
All,50-59,921565,332979,36.13
1_Month,60-69,118631,12467,10.51
3_Month,60-69,298912,61595,20.61
6_Month,60-69,549689,172517,31.38
1_Year,60-69,652704,190018,29.11
All,60-69,751600,228559,30.41
1_Month,70-79,79155,9571,12.09
3_Month,70-79,198043,39392,19.89
6_Month,70-79,343464,95317,27.75
1_Year,70-79,410384,104901,25.56
All,70-79,474742,125387,26.41
1_Month,80-89,33291,3863,11.6
3_Month,80-89,75243,14755,19.61
6_Month,80-89,128379,36549,28.47
1_Year,80-89,158027,41135,26.03
All,80-89,199719,52139,26.11
1_Month,90+,9409,1009,10.72
3_Month,90+,18298,3472,18.97
6_Month,90+,30132,9314,30.91
1_Year,90+,37606,10513,27.96
All,90+,51696,14183,27.44
